Value,Year,ProviderType,Purpose
1316674.94,2014,COLLEGE,EDUCATION
167037,2014,COLLEGE,EDUCATION
221428.94,2014,COLLEGE,EDUCATION
2179690.28,2014,COLLEGE,EDUCATION
5435509.74,2014,COLLEGE,EDUCATION
548307,2014,COLLEGE,EDUCATION
408678.9,2014,COLLEGE,EDUCATION
1472541.03,2014,COLLEGE,EDUCATION
629407.14,2014,COMPANY,EDUCATION
954571.78,2014,COMPANY,EDUCATION
447395,2014,COMPANY,EDUCATION
651273.78,2014,COMPANY,EDUCATION
37308.04,2014,COLLEGE,EDUCATION
16422,2014,COLLEGE,EDUCATION
1303225.08,2014,COLLEGE,EDUCATION
4565069.29,2014,COLLEGE,EDUCATION
234155,2014,COLLEGE,EDUCATION
422378,2014,COLLEGE,EDUCATION
533359.96,2014,COLLEGE,EDUCATION
34350.55,2014,COMPANY,EDUCATION
127560,2014,COMPANY,EDUCATION
321465,2014,COMPANY,EDUCATION
47914,2014,COMPANY,EDUCATION
2346,2014,COLLEGE,EDUCATION
203054,2014,COLLEGE,EDUCATION
17402,2014,COLLEGE,EDUCATION
45466.72,2014,COMPANY,EDUCATION
239304,2014,COMPANY,EDUCATION
1436965.92,2014,COMPANY,EDUCATION
1694347,2014,COMPANY,EDUCATION
222441,2014,COMPANY,EDUCATION
1821563.05,2014,COLLEGE,EDUCATION
7177201.75,2014,COLLEGE,EDUCATION
228462,2014,COLLEGE,EDUCATION
1317750,2014,COLLEGE,EDUCATION
706914.75,2014,COLLEGE,EDUCATION
553667,2014,COMPANY,EDUCATION
225943,2014,COMPANY,EDUCATION
120091,2014,COMPANY,EDUCATION
151529.05,2014,COMPANY,EDUCATION
535954,2014,COMPANY,EDUCATION
3467926.58,2014,COLLEGE,EDUCATION
230540,2014,COLLEGE,EDUCATION
157651.12,2014,COLLEGE,EDUCATION
181151.78,2014,COLLEGE,EDUCATION
240275.81,2014,COLLEGE,EDUCATION
9739.31,2014,COLLEGE,EDUCATION
38650.2,2014,COLLEGE,EDUCATION
230771.57,2014,COLLEGE,EDUCATION
737973.16,2014,COLLEGE,EDUCATION
111847.5,2014,COLLEGE,EDUCATION
125081.16,2014,COLLEGE,EDUCATION
1527973.3,2014,COMPANY,EDUCATION
1215855.78,2014,COMPANY,EDUCATION
850383.66,2014,COMPANY,EDUCATION
1603,2014,COLLEGE,EDUCATION
400,2014,COLLEGE,EDUCATION
22129.63,2014,COLLEGE,EDUCATION
1080,2014,COLLEGE,EDUCATION
74882.7,2014,COLLEGE,EDUCATION
1938258.43,2014,COLLEGE,EDUCATION
1995238.8,2014,COLLEGE,EDUCATION
34142,2014,COLLEGE,EDUCATION
115820,2014,COLLEGE,EDUCATION
852950.52,2014,COLLEGE,EDUCATION
747233.56,2014,COMPANY,EDUCATION
1994979.62,2014,COMPANY,EDUCATION
13213,2014,COMPANY,EDUCATION
932231.58,2014,COMPANY,EDUCATION
150,2014,COMPANY,EDUCATION
1271925.71,2014,COLLEGE,EDUCATION
2158038.81,2014,COLLEGE,EDUCATION
287819,2014,COLLEGE,EDUCATION
399052.54,2014,COLLEGE,EDUCATION
104813.62,2014,COMPANY,EDUCATION
843911.05,2014,COMPANY,EDUCATION
29596.02,2014,COMPANY,EDUCATION
656003.17,2014,COMPANY,EDUCATION
705168.81,2014,COMPANY,EDUCATION
3000624.99,2014,COMPANY,EDUCATION
635,2014,COMPANY,EDUCATION
1554722.3,2014,COMPANY,EDUCATION
1685952.56,2014,COLLEGE,EDUCATION
6601337.97,2014,COLLEGE,EDUCATION
104513,2014,COLLEGE,EDUCATION
462725.72,2014,COLLEGE,EDUCATION
3184174.14,2014,COLLEGE,EDUCATION
652418.66,2014,UNIVERSITY,EDUCATION
3022271.45,2014,UNIVERSITY,EDUCATION
1238,2014,UNIVERSITY,EDUCATION
243642,2014,UNIVERSITY,EDUCATION
643056.45,2014,UNIVERSITY,EDUCATION
3415783.84,2014,COLLEGE,EDUCATION
5389191.37,2014,COLLEGE,EDUCATION
37383,2014,COLLEGE,EDUCATION
610551,2014,COLLEGE,EDUCATION
1722028.36,2014,COLLEGE,EDUCATION
104487.63,2014,COMPANY,EDUCATION
1394622.84,2014,COMPANY,EDUCATION
24315.79,2014,COMPANY,EDUCATION
1631231.56,2014,COMPANY,EDUCATION
543481,2014,COMPANY,EDUCATION
94862.48,2014,COMPANY,EDUCATION
2044081.8,2014,COLLEGE,EDUCATION
5364025.7,2014,COLLEGE,EDUCATION
131562,2014,COLLEGE,EDUCATION
353475.79,2014,COLLEGE,EDUCATION
739100.7,2014,COLLEGE,EDUCATION
4297473.82,2014,COLLEGE,EDUCATION
9261006.69,2014,COLLEGE,EDUCATION
1024737.8,2014,COLLEGE,EDUCATION
3209741.69,2014,COLLEGE,EDUCATION
1589985.38,2014,COLLEGE,EDUCATION
1879498.48,2014,COLLEGE,EDUCATION
173212.45,2014,COLLEGE,EDUCATION
530131.29,2014,COLLEGE,EDUCATION
1905293.92,2014,COMPANY,EDUCATION
7798671.32,2014,COMPANY,EDUCATION
110780,2014,COMPANY,EDUCATION
617074,2014,COMPANY,EDUCATION
1346551.29,2014,COMPANY,EDUCATION
1711539.79,2014,COLLEGE,EDUCATION
4144253.76,2014,COLLEGE,EDUCATION
587783.28,2014,COLLEGE,EDUCATION
822950.12,2014,COLLEGE,EDUCATION
547382.65,2014,COLLEGE,EDUCATION
4638611.98,2014,COLLEGE,EDUCATION
154779.79,2014,COLLEGE,EDUCATION
1409193.13,2014,COLLEGE,EDUCATION
33474.29,2014,COMPANY,EDUCATION
609894.31,2014,COMPANY,EDUCATION
488179.99,2014,COMPANY,EDUCATION
2803221.92,2014,COLLEGE,EDUCATION
7420195.58,2014,COLLEGE,EDUCATION
502160,2014,COLLEGE,EDUCATION
563752.63,2014,COLLEGE,EDUCATION
2638467.76,2014,COLLEGE,EDUCATION
122467.94,2014,COMPANY,EDUCATION
378371.88,2014,COMPANY,EDUCATION
378371.88,2014,COMPANY,EDUCATION
218009.95,2014,COMPANY,EDUCATION
927536.07,2014,COMPANY,EDUCATION
204093.01,2014,COMPANY,EDUCATION
112509,2014,COLLEGE,EDUCATION
20084,2014,COLLEGE,EDUCATION
15580,2014,COLLEGE,EDUCATION
188522.8,2014,COMPANY,EDUCATION
95608.2,2014,COMPANY,EDUCATION
95608.2,2014,COMPANY,EDUCATION
1705443.57,2014,COMPANY,EDUCATION
347065.3,2014,COMPANY,EDUCATION
81.1,2014,COMPANY,EDUCATION
347065.3,2014,COMPANY,EDUCATION
245680.11,2014,COMPANY,EDUCATION
173981.23,2014,COMPANY,EDUCATION
172589.23,2014,COMPANY,EDUCATION
280474.69,2014,COMPANY,EDUCATION
281636.79,2014,COMPANY,EDUCATION
205346.79,2014,COMPANY,EDUCATION
308909.15,2014,COLLEGE,EDUCATION
2460961.85,2014,COLLEGE,EDUCATION
84191,2014,COLLEGE,EDUCATION
352827.66,2014,COLLEGE,EDUCATION
698206.53,2014,COLLEGE,EDUCATION
955664.2,2014,COMPANY,EDUCATION
1133898.06,2014,COMPANY,EDUCATION
1006614.36,2014,COMPANY,EDUCATION
55545,2014,UNIVERSITY,EDUCATION
9264,2014,UNIVERSITY,EDUCATION
965302,2014,COLLEGE,EDUCATION
746920,2014,COLLEGE,EDUCATION
55925.33,2014,COLLEGE,EDUCATION
22116,2014,COLLEGE,EDUCATION
564841.06,2014,COLLEGE,EDUCATION
147286.34,2014,COLLEGE,EDUCATION
143259.42,2014,COLLEGE,EDUCATION
17354.25,2014,COMPANY,EDUCATION
17599,2014,COMPANY,EDUCATION
166960.66,2014,COMPANY,EDUCATION
188005,2014,COMPANY,EDUCATION
428043,2014,COMPANY,EDUCATION
50834,2014,COMPANY,EDUCATION
89852.14,2014,COMPANY,EDUCATION
526339.94,2014,COMPANY,EDUCATION
999640,2014,COMPANY,EDUCATION
343,2014,COMPANY,EDUCATION
71427.35,2014,COMPANY,EDUCATION
1487401.96,2014,COMPANY,EDUCATION
1887437.19,2014,COMPANY,EDUCATION
815525.19,2014,COMPANY,EDUCATION
392261.57,2014,COMPANY,EDUCATION
581944.56,2014,COMPANY,EDUCATION
1027.19,2014,COMPANY,EDUCATION
383359.97,2014,COMPANY,EDUCATION
536251.88,2014,COMPANY,EDUCATION
957177.02,2014,COMPANY,EDUCATION
13053,2014,COMPANY,EDUCATION
638018.47,2014,COMPANY,EDUCATION
95977.52,2014,COLLEGE,EDUCATION
289159.95,2014,COLLEGE,EDUCATION
2845.9,2014,COLLEGE,EDUCATION
90225.95,2014,COLLEGE,EDUCATION
606362.72,2014,COMPANY,EDUCATION
247913.68,2014,COMPANY,EDUCATION
247913.68,2014,COMPANY,EDUCATION
672243.53,2014,COMPANY,EDUCATION
249213.66,2014,COMPANY,EDUCATION
249213.66,2014,COMPANY,EDUCATION
178539,2014,COMPANY,EDUCATION
500336,2014,COMPANY,EDUCATION
4132.42,2014,COMPANY,EDUCATION
135740,2014,COMPANY,EDUCATION
47856.4,2014,COMPANY,EDUCATION
1884841,2014,COLLEGE,EDUCATION
26435.63,2014,COLLEGE,EDUCATION
30261,2014,COLLEGE,EDUCATION
212935.91,2014,COMPANY,EDUCATION
74672.74,2014,COMPANY,EDUCATION
1968102.79,2014,COMPANY,EDUCATION
29175.45,2014,COMPANY,EDUCATION
106310,2014,COLLEGE,EDUCATION
17128.99,2014,COLLEGE,EDUCATION
1804515.72,2014,COMPANY,EDUCATION
4195129.36,2014,COMPANY,EDUCATION
4191474.1,2014,COMPANY,EDUCATION
1059297.84,2014,COMPANY,EDUCATION
162305.37,2014,COMPANY,EDUCATION
162305.37,2014,COMPANY,EDUCATION
523994.08,2014,COMPANY,EDUCATION
971501.4,2014,COMPANY,EDUCATION
340286.4,2014,COMPANY,EDUCATION
511146.75,2014,COLLEGE,EDUCATION
45686,2014,COLLEGE,EDUCATION
36521.88,2014,COLLEGE,EDUCATION
373479.55,2014,COMPANY,EDUCATION
221238.04,2014,COMPANY,EDUCATION
163826.04,2014,COMPANY,EDUCATION
167420.92,2014,COMPANY,EDUCATION
3807.87,2014,COMPANY,EDUCATION
3807.87,2014,COMPANY,EDUCATION
27720.53,2014,COMPANY,EDUCATION
331559.75,2014,COMPANY,EDUCATION
497.07,2014,COMPANY,EDUCATION
210411.64,2014,COMPANY,EDUCATION
81052,2014,COMPANY,EDUCATION
127540.28,2014,COMPANY,EDUCATION
127540.28,2014,COMPANY,EDUCATION
530854.82,2014,COMPANY,EDUCATION
501171.26,2014,COMPANY,EDUCATION
380517.83,2014,COMPANY,EDUCATION
316411.22,2014,COMPANY,EDUCATION
333626.43,2014,COMPANY,EDUCATION
209364.19,2014,COMPANY,EDUCATION
550764,2014,COMPANY,EDUCATION
1626864,2014,COMPANY,EDUCATION
776244.26,2014,COMPANY,EDUCATION
861617.08,2014,COMPANY,EDUCATION
832586.23,2014,COMPANY,EDUCATION
10338,2014,COMPANY,EDUCATION
642.95,2014,COMPANY,EDUCATION
642.95,2014,COMPANY,EDUCATION
96397.61,2014,COMPANY,EDUCATION
3891723.14,2014,COMPANY,EDUCATION
1330140.01,2014,COMPANY,EDUCATION
22500.16,2014,COMPANY,EDUCATION
982634.96,2014,COMPANY,EDUCATION
14279.59,2014,COMPANY,EDUCATION
476350.02,2014,COMPANY,EDUCATION
43016.16,2014,COMPANY,EDUCATION
14188.95,2014,COMPANY,EDUCATION
14188.95,2014,COMPANY,EDUCATION
579829.38,2014,COMPANY,EDUCATION
114307.73,2014,COMPANY,EDUCATION
114307.73,2014,COMPANY,EDUCATION
207190.9,2014,COMPANY,EDUCATION
781022.67,2014,COMPANY,EDUCATION
781022.67,2014,COMPANY,EDUCATION
982804.29,2014,COMPANY,EDUCATION
2551535.71,2014,COMPANY,EDUCATION
1897476.71,2014,COMPANY,EDUCATION
5337.29,2014,COMPANY,EDUCATION
92111.9,2014,COMPANY,EDUCATION
92111.9,2014,COMPANY,EDUCATION
363562.41,2014,COMPANY,EDUCATION
185680.95,2014,COMPANY,EDUCATION
185680.95,2014,COMPANY,EDUCATION
456531.04,2014,COMPANY,EDUCATION
384900.56,2014,COMPANY,EDUCATION
206,2014,COMPANY,EDUCATION
290029.94,2014,COMPANY,EDUCATION
3699004.33,2014,COMPANY,EDUCATION
23504347.73,2014,COMPANY,EDUCATION
20689.82,2014,COMPANY,EDUCATION
18503729.02,2014,COMPANY,EDUCATION
555017.38,2014,COMPANY,EDUCATION
430323.69,2014,COMPANY,EDUCATION
198837.81,2014,COMPANY,EDUCATION
6163.69,2014,COMPANY,EDUCATION
1206278.64,2014,COMPANY,EDUCATION
1361.4,2014,COMPANY,EDUCATION
897217.64,2014,COMPANY,EDUCATION
899630.64,2014,COMPANY,EDUCATION
282121.68,2014,COMPANY,EDUCATION
279683.68,2014,COMPANY,EDUCATION
1224334.49,2014,COMPANY,EDUCATION
950425.29,2014,COMPANY,EDUCATION
950425.29,2014,COMPANY,EDUCATION
940698.51,2014,COMPANY,EDUCATION
170276.93,2014,COMPANY,EDUCATION
88160.93,2014,COMPANY,EDUCATION
1255086.12,2014,COMPANY,EDUCATION
185490.2,2014,COMPANY,EDUCATION
185490.2,2014,COMPANY,EDUCATION
495752.45,2014,COMPANY,EDUCATION
1776452.52,2014,COMPANY,EDUCATION
1423690.52,2014,COMPANY,EDUCATION
1085132.12,2014,COMPANY,EDUCATION
189433.12,2014,COMPANY,EDUCATION
189433.12,2014,COMPANY,EDUCATION
472370.31,2014,COMPANY,EDUCATION
710179.51,2014,COMPANY,EDUCATION
368455.82,2014,COMPANY,EDUCATION
142232,2014,COMPANY,EDUCATION
848444.49,2014,COMPANY,EDUCATION
678856.34,2014,COMPANY,EDUCATION
2219.6,2014,COMPANY,EDUCATION
691.49,2014,COMPANY,EDUCATION
691.49,2014,COMPANY,EDUCATION
313087.69,2014,COMPANY,EDUCATION
415890.37,2014,COMPANY,EDUCATION
406602.62,2014,COMPANY,EDUCATION
330693.62,2014,COMPANY,EDUCATION
77618.86,2014,COMPANY,EDUCATION
616354.71,2014,COMPANY,EDUCATION
616354.71,2014,COMPANY,EDUCATION
82596.28,2014,COMPANY,EDUCATION
132020.15,2014,COMPANY,EDUCATION
132020.15,2014,COMPANY,EDUCATION
95513.89,2014,COMPANY,EDUCATION
1016972.49,2014,COMPANY,EDUCATION
60818.67,2014,COMPANY,EDUCATION
154389.49,2014,COMPANY,EDUCATION
695721.95,2014,COMPANY,EDUCATION
402778.42,2014,COMPANY,EDUCATION
402778.42,2014,COMPANY,EDUCATION
1317.8,2014,COMPANY,EDUCATION
155336.35,2014,COMPANY,EDUCATION
1910159.45,2014,COMPANY,EDUCATION
1117932.15,2014,COMPANY,EDUCATION
3478981.64,2014,COMPANY,EDUCATION
2777683.63,2014,COMPANY,EDUCATION
3672,2014,COMPANY,EDUCATION
1451735.63,2014,COMPANY,EDUCATION
605187.13,2014,COMPANY,EDUCATION
218199.95,2014,COMPANY,EDUCATION
218199.95,2014,COMPANY,EDUCATION
51039.37,2014,COMPANY,EDUCATION
1159183.16,2014,COMPANY,EDUCATION
238102.85,2014,COMPANY,EDUCATION
166308.51,2014,COMPANY,EDUCATION
381281.3,2014,COMPANY,EDUCATION
316500.3,2014,COMPANY,EDUCATION
273281.16,2014,COMPANY,EDUCATION
7727.53,2014,COMPANY,EDUCATION
7727.53,2014,COMPANY,EDUCATION
320913.54,2014,COMPANY,EDUCATION
465832.49,2014,COMPANY,EDUCATION
5380,2014,COMPANY,EDUCATION
186370.49,2014,COMPANY,EDUCATION
1609601.37,2014,COMPANY,EDUCATION
1241861.45,2014,COMPANY,EDUCATION
17449.97,2014,COMPANY,EDUCATION
110736.25,2014,COMPANY,EDUCATION
110736.25,2014,COMPANY,EDUCATION
107458.99,2014,COMPANY,EDUCATION
332199.12,2014,COMPANY,EDUCATION
309758.52,2014,COMPANY,EDUCATION
702.58,2014,COLLEGE,EDUCATION
136146.53,2014,COMPANY,EDUCATION
848224.88,2014,COMPANY,EDUCATION
848224.88,2014,COMPANY,EDUCATION
213762.76,2014,COMPANY,EDUCATION
46453.26,2014,COMPANY,EDUCATION
46453.26,2014,COMPANY,EDUCATION
241736,2014,COMPANY,EDUCATION
173965.47,2014,COMPANY,EDUCATION
8487.47,2014,COMPANY,EDUCATION
915928.96,2014,COMPANY,EDUCATION
282725.27,2014,COMPANY,EDUCATION
282725.27,2014,COMPANY,EDUCATION
28302.02,2014,COMPANY,EDUCATION
748579.54,2014,COMPANY,EDUCATION
200506.13,2014,COMPANY,EDUCATION
202304.35,2014,COMPANY,EDUCATION
600735.17,2014,COMPANY,EDUCATION
360.38,2014,COMPANY,EDUCATION
542243.17,2014,COMPANY,EDUCATION
382911.82,2014,COMPANY,EDUCATION
128139.17,2014,COMPANY,EDUCATION
128139.17,2014,COMPANY,EDUCATION
473375.29,2014,COMPANY,EDUCATION
129455.83,2014,COMPANY,EDUCATION
28800,2014,COMPANY,EDUCATION
129122.03,2014,COMPANY,EDUCATION
211788.32,2014,COMPANY,EDUCATION
465251.87,2014,COMPANY,EDUCATION
64719.12,2014,COMPANY,EDUCATION
39349.51,2014,COMPANY,EDUCATION
88905.51,2014,COLLEGE,EDUCATION
845608.36,2014,COMPANY,EDUCATION
13082,2014,COMPANY,EDUCATION
61193.65,2014,COMPANY,EDUCATION
2647606.38,2014,COMPANY,EDUCATION
301104,2014,COMPANY,EDUCATION
11127.98,2014,COMPANY,EDUCATION
450640.33,2014,COMPANY,EDUCATION
7103972.32,2014,COMPANY,EDUCATION
4999152.57,2014,COMPANY,EDUCATION
7750,2014,COMPANY,EDUCATION
3879090.86,2014,COMPANY,EDUCATION
173350.29,2014,COMPANY,EDUCATION
175522.62,2014,COMPANY,EDUCATION
175522.62,2014,COMPANY,EDUCATION
793734.47,2014,COMPANY,EDUCATION
349808.94,2014,COMPANY,EDUCATION
298143.94,2014,COMPANY,EDUCATION
68839.01,2014,COMPANY,EDUCATION
35930.1,2014,COMPANY,EDUCATION
35930.1,2014,COMPANY,EDUCATION
6096.08,2014,COMPANY,EDUCATION
260829.9,2014,COMPANY,EDUCATION
1570220.71,2014,COMPANY,EDUCATION
1526537.53,2014,COMPANY,EDUCATION
105428.13,2014,COMPANY,EDUCATION
2266122.72,2014,COMPANY,EDUCATION
587287.21,2014,COMPANY,EDUCATION
370274.15,2014,COMPANY,EDUCATION
982193.35,2014,COMPANY,EDUCATION
273611.12,2014,COMPANY,EDUCATION
561625.27,2014,COMPANY,EDUCATION
37658.1,2014,COMPANY,EDUCATION
21608.7,2014,COMPANY,EDUCATION
37658.1,2014,COMPANY,EDUCATION
729501.73,2014,COMPANY,EDUCATION
139315.42,2014,COMPANY,EDUCATION
139315.42,2014,COMPANY,EDUCATION
1325296.41,2014,COMPANY,EDUCATION
2263622,2014,COMPANY,EDUCATION
74731,2014,COMPANY,EDUCATION
506746,2014,COMPANY,EDUCATION
203325.76,2014,COMPANY,EDUCATION
54435.5,2014,COMPANY,EDUCATION
54435.5,2014,COMPANY,EDUCATION
1507824.44,2014,COMPANY,EDUCATION
1817664.63,2014,COMPANY,EDUCATION
6822.61,2014,COMPANY,EDUCATION
1196318.36,2014,COMPANY,EDUCATION
422980.51,2014,COMPANY,EDUCATION
634988.26,2014,COMPANY,EDUCATION
41297.71,2014,COMPANY,EDUCATION
333092.01,2014,COMPANY,EDUCATION
999213.87,2014,COMPANY,EDUCATION
81908.66,2014,COMPANY,EDUCATION
81908.66,2014,COMPANY,EDUCATION
112525.22,2014,COMPANY,EDUCATION
1630402.6,2014,COMPANY,EDUCATION
56052.56,2014,COMPANY,EDUCATION
267310.6,2014,COMPANY,EDUCATION
848640.45,2014,COMPANY,EDUCATION
657906.69,2014,COMPANY,EDUCATION
1906,2014,COMPANY,EDUCATION
391492.41,2014,COMPANY,EDUCATION
42533.52,2014,COMPANY,EDUCATION
1772747,2014,COMPANY,EDUCATION
1772747,2014,COMPANY,EDUCATION
516990.89,2014,COMPANY,EDUCATION
34150.2,2014,COMPANY,EDUCATION
34150.2,2014,COMPANY,EDUCATION
66801.45,2014,COMPANY,EDUCATION
1218256.17,2014,COMPANY,EDUCATION
1218256.17,2014,COMPANY,EDUCATION
250901.26,2014,COMPANY,EDUCATION
103431.04,2014,COMPANY,EDUCATION
152.48,2014,COMPANY,EDUCATION
103431.04,2014,COMPANY,EDUCATION
2198980.45,2014,COMPANY,EDUCATION
191358.79,2014,COMPANY,EDUCATION
191358.79,2014,COMPANY,EDUCATION
1705147,2014,COLLEGE,EDUCATION
11896,2014,COLLEGE,EDUCATION
5565686.84,2014,COMPANY,EDUCATION
4069181.84,2014,COMPANY,EDUCATION
3663230.25,2014,COMPANY,EDUCATION
27863.43,2014,COLLEGE,EDUCATION
2362213.98,2014,COLLEGE,EDUCATION
22465993.66,2014,COLLEGE,EDUCATION
6906121.45,2014,COLLEGE,EDUCATION
67209270.35,2014,COLLEGE,EDUCATION
3456718.93,2014,COLLEGE,EDUCATION
2198.49,2014,COLLEGE,EDUCATION
340748.91,2014,COMPANY,EDUCATION
183415.72,2014,COMPANY,EDUCATION
183415.72,2014,COMPANY,EDUCATION
382561,2014,COMPANY,EDUCATION
769845,2014,COMPANY,EDUCATION
450002,2014,COMPANY,EDUCATION
1551900.87,2014,COMPANY,EDUCATION
193760.8,2014,COMPANY,EDUCATION
193760.8,2014,COMPANY,EDUCATION
1419605.4,2014,COLLEGE,EDUCATION
3177311.46,2014,COLLEGE,EDUCATION
228920,2014,COLLEGE,EDUCATION
299175.85,2014,COLLEGE,EDUCATION
729866.72,2014,COLLEGE,EDUCATION
186297.4,2014,COMPANY,EDUCATION
38855.99,2014,COMPANY,EDUCATION
38855.99,2014,COMPANY,EDUCATION
160669.05,2014,COMPANY,EDUCATION
386596.82,2014,COMPANY,EDUCATION
23818.07,2014,COMPANY,EDUCATION
386596.82,2014,COMPANY,EDUCATION
440,2014,COMPANY,EDUCATION
447720,2014,COMPANY,EDUCATION
308910.63,2014,COMPANY,EDUCATION
308910.63,2014,COMPANY,EDUCATION
164558.23,2014,COMPANY,EDUCATION
80922.44,2014,COMPANY,EDUCATION
80922.44,2014,COMPANY,EDUCATION
118497.96,2014,COMPANY,EDUCATION
303136.68,2014,COMPANY,EDUCATION
303136.68,2014,COMPANY,EDUCATION
55117.52,2014,COMPANY,EDUCATION
1896967.16,2014,COMPANY,EDUCATION
1820432.16,2014,COMPANY,EDUCATION
15892.49,2014,COMPANY,EDUCATION
3042603.43,2014,COMPANY,EDUCATION
7363,2014,COMPANY,EDUCATION
1854644.43,2014,COMPANY,EDUCATION
1049063.45,2014,COMPANY,EDUCATION
10058551.32,2014,COMPANY,EDUCATION
31742.63,2014,COMPANY,EDUCATION
9956952.32,2014,COMPANY,EDUCATION
616566.43,2014,COMPANY,EDUCATION
659112,2014,COMPANY,EDUCATION
17218,2014,COMPANY,EDUCATION
317019,2014,COMPANY,EDUCATION
537286,2014,COMPANY,EDUCATION
1441.19,2014,COMPANY,EDUCATION
518200.51,2014,COMPANY,EDUCATION
613449,2014,COMPANY,EDUCATION
545,2014,COMPANY,EDUCATION
8634.22,2014,COMPANY,EDUCATION
96074.37,2014,COMPANY,EDUCATION
648150.75,2014,COMPANY,EDUCATION
648150.75,2014,COMPANY,EDUCATION
137167.96,2014,COLLEGE,EDUCATION
66163.96,2014,COMPANY,EDUCATION
20325.31,2014,COMPANY,EDUCATION
20325.31,2014,COMPANY,EDUCATION
134926.57,2014,COMPANY,EDUCATION
144957.67,2014,COMPANY,EDUCATION
1148820.06,2014,COMPANY,EDUCATION
1148820.06,2014,COMPANY,EDUCATION
1091027.51,2014,COMPANY,EDUCATION
365802.56,2014,COMPANY,EDUCATION
274.88,2014,COMPANY,EDUCATION
206755.21,2014,COMPANY,EDUCATION
849277.5,2014,COMPANY,EDUCATION
232680.09,2014,COMPANY,EDUCATION
232680.09,2014,COMPANY,EDUCATION
102452.73,2014,COMPANY,EDUCATION
95686.52,2014,COMPANY,EDUCATION
95686.52,2014,COMPANY,EDUCATION
3730.85,2014,COMPANY,EDUCATION
90148.72,2014,COMPANY,EDUCATION
1460526.22,2014,COMPANY,EDUCATION
1020119.8,2014,COMPANY,EDUCATION
1247408.34,2014,COMPANY,EDUCATION
309889.15,2014,COMPANY,EDUCATION
309889.15,2014,COMPANY,EDUCATION
406754.74,2014,COMPANY,EDUCATION
588108.39,2014,COMPANY,EDUCATION
588108.39,2014,COMPANY,EDUCATION
2936612.3,2014,COMPANY,EDUCATION
1155359.53,2014,COMPANY,EDUCATION
1155359.53,2014,COMPANY,EDUCATION
728168.19,2014,COMPANY,EDUCATION
1220.11,2014,COMPANY,EDUCATION
33905.5,2014,COMPANY,EDUCATION
33905.5,2014,COMPANY,EDUCATION
30993.57,2014,COMPANY,EDUCATION
689046.39,2014,COMPANY,EDUCATION
688560.27,2014,COMPANY,EDUCATION
640930.25,2014,COMPANY,EDUCATION
788178.85,2014,COMPANY,EDUCATION
640170.18,2014,COMPANY,EDUCATION
29688.56,2014,COMPANY,EDUCATION
46254,2014,COMPANY,EDUCATION
46254,2014,COMPANY,EDUCATION
1240845.4,2014,COMPANY,EDUCATION
986744.25,2014,COMPANY,EDUCATION
880193.95,2014,COMPANY,EDUCATION
16730.71,2014,COMPANY,EDUCATION
372028.1,2014,COMPANY,EDUCATION
193361.93,2014,COMPANY,EDUCATION
193361.93,2014,COMPANY,EDUCATION
1488786.23,2014,COMPANY,EDUCATION
1039753.84,2014,COMPANY,EDUCATION
1039166.84,2014,COMPANY,EDUCATION
20587.17,2014,COMPANY,EDUCATION
96500.88,2014,COMPANY,EDUCATION
96500.88,2014,COMPANY,EDUCATION
13735.19,2014,COMPANY,EDUCATION
13735.19,2014,COMPANY,EDUCATION
377512.02,2014,COMPANY,EDUCATION
1344861.04,2014,COMPANY,EDUCATION
1344861.04,2014,COMPANY,EDUCATION
2213.38,2014,COMPANY,EDUCATION
74363.38,2014,COMPANY,EDUCATION
214335.9,2014,COMPANY,EDUCATION
126763.31,2014,COMPANY,EDUCATION
154037.12,2014,COMPANY,EDUCATION
68242.17,2014,COMPANY,EDUCATION
68242.17,2014,COMPANY,EDUCATION
12.05,2014,COMPANY,EDUCATION
325154.07,2014,COMPANY,EDUCATION
1098885.13,2014,COMPANY,EDUCATION
553278.33,2014,COMPANY,EDUCATION
153132.35,2014,COMPANY,EDUCATION
40897.21,2014,COMPANY,EDUCATION
142550.74,2014,COMPANY,EDUCATION
142452.53,2014,COMPANY,EDUCATION
1175.77,2014,COMPANY,EDUCATION
1637765.38,2014,COMPANY,EDUCATION
1144919.73,2014,COMPANY,EDUCATION
11191.62,2014,COMPANY,EDUCATION
621303.73,2014,COMPANY,EDUCATION
3262.98,2014,COMPANY,EDUCATION
146273.01,2014,COMPANY,EDUCATION
146273.01,2014,COMPANY,EDUCATION
230897.81,2014,COMPANY,EDUCATION
129652.07,2014,COMPANY,EDUCATION
129652.07,2014,COMPANY,EDUCATION
1022232.6,2014,COMPANY,EDUCATION
241760.65,2014,COMPANY,EDUCATION
237915.92,2014,COMPANY,EDUCATION
471362.12,2014,COMPANY,EDUCATION
555613.1,2014,COMPANY,EDUCATION
555613.1,2014,COMPANY,EDUCATION
62519.59,2014,COMPANY,EDUCATION
381133.4,2014,COMPANY,EDUCATION
381133.4,2014,COMPANY,EDUCATION
23597.57,2014,COMPANY,EDUCATION
332181.01,2014,COMPANY,EDUCATION
332181.01,2014,COMPANY,EDUCATION
809708.82,2014,COMPANY,EDUCATION
530187.37,2014,COMPANY,EDUCATION
530187.37,2014,COMPANY,EDUCATION
210802.01,2014,COMPANY,EDUCATION
40754.19,2014,COMPANY,EDUCATION
40754.19,2014,COMPANY,EDUCATION
1137876.65,2014,COMPANY,EDUCATION
