Value,Year,ProviderType,Purpose
20402963,2012,COLLEGE,EDUCATION
120476,2012,COLLEGE,EDUCATION
1936554,2012,COLLEGE,EDUCATION
5047414,2012,COLLEGE,EDUCATION
1357819,2012,COMPANY,EDUCATION
1889995,2012,COMPANY,EDUCATION
210791,2012,COLLEGE,EDUCATION
6619185,2012,COLLEGE,EDUCATION
810903,2012,COMPANY,EDUCATION
1615243,2012,COMPANY,EDUCATION
32107,2012,COMPANY,EDUCATION
1542117,2012,COMPANY,EDUCATION
9568798,2012,COMPANY,EDUCATION
835169,2012,COLLEGE,EDUCATION
16083673,2012,COLLEGE,EDUCATION
64248,2012,COLLEGE,EDUCATION
1807697,2012,COLLEGE,EDUCATION
9675052,2012,COLLEGE,EDUCATION
8028,2012,COMPANY,EDUCATION
290376,2012,COMPANY,EDUCATION
716417,2012,COLLEGE,EDUCATION
2163193,2012,COLLEGE,EDUCATION
23648,2012,COMPANY,EDUCATION
548113,2012,COLLEGE,EDUCATION
1703738,2012,COLLEGE,EDUCATION
8063653,2012,COLLEGE,EDUCATION
372433,2012,COMPANY,EDUCATION
447242,2012,COMPANY,EDUCATION
538861,2012,COMPANY,EDUCATION
210305,2012,COLLEGE,EDUCATION
234078,2012,COLLEGE,EDUCATION
1550783,2012,COLLEGE,EDUCATION
7118429,2012,COLLEGE,EDUCATION
3643,2012,COMPANY,EDUCATION
163616,2012,COMPANY,EDUCATION
321354,2012,COMPANY,EDUCATION
145833,2012,COMPANY,EDUCATION
1055888,2012,COMPANY,EDUCATION
419735,2012,COMPANY,EDUCATION
5075,2012,COLLEGE,EDUCATION
839174,2012,COMPANY,EDUCATION
206715,2012,COLLEGE,EDUCATION
834725,2012,COLLEGE,EDUCATION
6605379,2012,COLLEGE,EDUCATION
236531,2012,COLLEGE,EDUCATION
77933,2012,COMPANY,EDUCATION
209629,2012,COMPANY,EDUCATION
1693761,2012,COMPANY,EDUCATION
1816964,2012,COMPANY,EDUCATION
225866,2012,COMPANY,EDUCATION
646516,2012,COMPANY,EDUCATION
1304747,2012,COMPANY,EDUCATION
1852738,2012,COMPANY,EDUCATION
301190,2012,COLLEGE,EDUCATION
1555377,2012,COLLEGE,EDUCATION
7301868,2012,COLLEGE,EDUCATION
20079,2012,COLLEGE,EDUCATION
179524,2012,COLLEGE,EDUCATION
201466,2012,COMPANY,EDUCATION
535765,2012,COMPANY,EDUCATION
569090,2012,COMPANY,EDUCATION
2020180,2012,COMPANY,EDUCATION
3488616,2012,COMPANY,EDUCATION
15772296,2012,COMPANY,EDUCATION
117214,2012,COMPANY,EDUCATION
734126,2012,COMPANY,EDUCATION
11020,2012,COLLEGE,EDUCATION
230460,2012,COLLEGE,EDUCATION
3848372,2012,COLLEGE,EDUCATION
78062,2012,COLLEGE,EDUCATION
255253,2012,COLLEGE,EDUCATION
30191,2012,COLLEGE,EDUCATION
891281,2012,COLLEGE,EDUCATION
3831,2012,COLLEGE,EDUCATION
104453,2012,COLLEGE,EDUCATION
73237,2012,COLLEGE,EDUCATION
138481,2012,COMPANY,EDUCATION
440338,2012,COMPANY,EDUCATION
34132,2012,COLLEGE,EDUCATION
1438366,2012,COLLEGE,EDUCATION
2326564,2012,COLLEGE,EDUCATION
447602,2012,COMPANY,EDUCATION
2116286,2012,COMPANY,EDUCATION
1411496,2012,COMPANY,EDUCATION
3211648,2012,COMPANY,EDUCATION
1352902,2012,COLLEGE,EDUCATION
3326761,2012,COLLEGE,EDUCATION
86986,2012,COLLEGE,EDUCATION
539589,2012,COLLEGE,EDUCATION
64342,2012,COMPANY,EDUCATION
1897580,2012,COMPANY,EDUCATION
251960,2012,COMPANY,EDUCATION
349545,2012,COMPANY,EDUCATION
175694,2012,COMPANY,EDUCATION
710252,2012,COMPANY,EDUCATION
426988,2012,COMPANY,EDUCATION
4734366,2012,COMPANY,EDUCATION
81106.03,2013,COMPANY,EDUCATION
1159295.2,2013,COMPANY,EDUCATION
76987.2,2013,COMPANY,EDUCATION
15648,2013,COMPANY,EDUCATION
1285930.16,2013,COMPANY,EDUCATION
1560761.83,2013,COMPANY,EDUCATION
698613.99,2013,COMPANY,EDUCATION
362634.42,2013,COLLEGE,EDUCATION
2212922,2013,COLLEGE,EDUCATION
183878,2013,COLLEGE,EDUCATION
276755.34,2013,COLLEGE,EDUCATION
28416,2013,COLLEGE,EDUCATION
591029.82,2013,COMPANY,EDUCATION
2183832.26,2013,COMPANY,EDUCATION
936244.29,2013,COMPANY,EDUCATION
2364,2013,COMPANY,EDUCATION
126487.57,2013,COMPANY,EDUCATION
1814721.84,2013,COMPANY,EDUCATION
1773411.04,2013,COMPANY,EDUCATION
61455.31,2013,COMPANY,EDUCATION
1452579.53,2013,COMPANY,EDUCATION
378213.73,2013,COMPANY,EDUCATION
893491.52,2013,COLLEGE,EDUCATION
5156183.99,2013,COLLEGE,EDUCATION
535731.99,2013,COLLEGE,EDUCATION
308963,2013,COLLEGE,EDUCATION
449962.67,2013,COMPANY,EDUCATION
1471517.33,2013,COMPANY,EDUCATION
572908.11,2013,COMPANY,EDUCATION
42288,2013,COMPANY,EDUCATION
168959.32,2013,COMPANY,EDUCATION
6624424.9,2013,COMPANY,EDUCATION
914068.21,2013,COMPANY,EDUCATION
75460,2013,COMPANY,EDUCATION
90711.31,2013,COMPANY,EDUCATION
1187995,2013,COMPANY,EDUCATION
119129.83,2013,COMPANY,EDUCATION
7458,2013,COMPANY,EDUCATION
819686,2013,COMPANY,EDUCATION
1167664,2013,COMPANY,EDUCATION
46233.51,2013,COMPANY,EDUCATION
1124873,2013,COMPANY,EDUCATION
514802.86,2013,COMPANY,EDUCATION
131999.52,2013,COMPANY,EDUCATION
131999.52,2013,COMPANY,EDUCATION
816552.85,2013,COMPANY,EDUCATION
1504520.72,2013,COMPANY,EDUCATION
1504520.72,2013,COMPANY,EDUCATION
886728.04,2013,COMPANY,EDUCATION
573625.33,2013,COMPANY,EDUCATION
512100.58,2013,COMPANY,EDUCATION
599518.28,2013,COMPANY,EDUCATION
77564.28,2013,COMPANY,EDUCATION
5196,2013,COMPANY,EDUCATION
225166,2013,COLLEGE,EDUCATION
32579,2013,COLLEGE,EDUCATION
210991.68,2013,COLLEGE,EDUCATION
3081093,2013,COLLEGE,EDUCATION
214988,2013,COLLEGE,EDUCATION
271659,2013,COLLEGE,EDUCATION
681110.08,2013,COMPANY,EDUCATION
53138.72,2013,COMPANY,EDUCATION
53138.72,2013,COMPANY,EDUCATION
69412,2013,COLLEGE,EDUCATION
8440,2013,COLLEGE,EDUCATION
225583.89,2013,UNIVERSITY,EDUCATION
33055,2013,UNIVERSITY,EDUCATION
10317.21,2013,COLLEGE,EDUCATION
241014.38,2013,COLLEGE,EDUCATION
9373.3,2013,COLLEGE,EDUCATION
4542,2013,COLLEGE,EDUCATION
790717.22,2013,COLLEGE,EDUCATION
2645452,2013,COLLEGE,EDUCATION
364559.25,2013,COLLEGE,EDUCATION
239842,2013,COLLEGE,EDUCATION
296267,2013,COLLEGE,EDUCATION
382160.5,2013,COMPANY,EDUCATION
2241083.54,2013,COMPANY,EDUCATION
1020563.46,2013,COMPANY,EDUCATION
895602.41,2013,COMPANY,EDUCATION
3520803.19,2013,COMPANY,EDUCATION
2326965.1,2013,COMPANY,EDUCATION
12964,2013,COMPANY,EDUCATION
2717618.09,2013,COMPANY,EDUCATION
4438315.86,2013,COMPANY,EDUCATION
2969049.64,2013,COMPANY,EDUCATION
64628.19,2013,COMPANY,EDUCATION
508625.07,2013,COMPANY,EDUCATION
339036.46,2013,COMPANY,EDUCATION
320549.01,2013,COMPANY,EDUCATION
577514.73,2013,COMPANY,EDUCATION
313151.49,2013,COMPANY,EDUCATION
904,2013,COMPANY,EDUCATION
869133.43,2013,COLLEGE,EDUCATION
2276108,2013,COLLEGE,EDUCATION
502349,2013,COLLEGE,EDUCATION
217714.5,2013,COLLEGE,EDUCATION
572223.88,2013,COMPANY,EDUCATION
1032978.83,2013,COMPANY,EDUCATION
761816.17,2013,COMPANY,EDUCATION
1144066.54,2013,COMPANY,EDUCATION
525802.51,2013,COMPANY,EDUCATION
504747.24,2013,COMPANY,EDUCATION
64586.72,2013,COMPANY,EDUCATION
1245456.63,2013,COMPANY,EDUCATION
333568.63,2013,COMPANY,EDUCATION
3040230.01,2013,COLLEGE,EDUCATION
2539228.32,2013,COLLEGE,EDUCATION
1938118.18,2013,COLLEGE,EDUCATION
1828334.75,2013,COMPANY,EDUCATION
415775.38,2013,COMPANY,EDUCATION
415775.38,2013,COMPANY,EDUCATION
701568.14,2013,COMPANY,EDUCATION
568510.5,2013,COMPANY,EDUCATION
501311.23,2013,COMPANY,EDUCATION
10851.09,2013,COMPANY,EDUCATION
834192.56,2013,COMPANY,EDUCATION
398904.73,2013,COMPANY,EDUCATION
1438940.71,2013,COLLEGE,EDUCATION
8473177,2013,COLLEGE,EDUCATION
464252.5,2013,COLLEGE,EDUCATION
685353.26,2013,COLLEGE,EDUCATION
232716.98,2013,COMPANY,EDUCATION
247628.78,2013,COMPANY,EDUCATION
141686.55,2013,COMPANY,EDUCATION
640,2013,COMPANY,EDUCATION
352807.36,2013,COLLEGE,EDUCATION
19004272,2013,COLLEGE,EDUCATION
977721.81,2013,COLLEGE,EDUCATION
963756.65,2013,COLLEGE,EDUCATION
500662,2013,COLLEGE,EDUCATION
364731.77,2013,COLLEGE,EDUCATION
6814772,2013,COLLEGE,EDUCATION
194475.13,2013,COLLEGE,EDUCATION
385657.06,2013,COLLEGE,EDUCATION
199640,2013,COLLEGE,EDUCATION
2681100.43,2013,COLLEGE,EDUCATION
4481587,2013,COLLEGE,EDUCATION
1456206.75,2013,COLLEGE,EDUCATION
434692,2013,COLLEGE,EDUCATION
955034,2013,COMPANY,EDUCATION
85504,2013,COMPANY,EDUCATION
1211032,2013,COMPANY,EDUCATION
141525.05,2013,COLLEGE,EDUCATION
25844,2013,COLLEGE,EDUCATION
318925,2013,COLLEGE,EDUCATION
18116.58,2013,COLLEGE,EDUCATION
1137950.75,2013,COLLEGE,EDUCATION
4263822.11,2013,COLLEGE,EDUCATION
1403283.36,2013,COLLEGE,EDUCATION
232650.63,2013,COLLEGE,EDUCATION
49208,2013,COLLEGE,EDUCATION
388871.15,2013,COMPANY,EDUCATION
234868.75,2013,COMPANY,EDUCATION
234868.75,2013,COMPANY,EDUCATION
2554476.77,2013,COLLEGE,EDUCATION
7129931,2013,COLLEGE,EDUCATION
669395.48,2013,COLLEGE,EDUCATION
513808.47,2013,COLLEGE,EDUCATION
90384,2013,COLLEGE,EDUCATION
125731.37,2013,COLLEGE,EDUCATION
843276,2013,COLLEGE,EDUCATION
45654,2013,COLLEGE,EDUCATION
56321,2013,COLLEGE,EDUCATION
5019,2013,COLLEGE,EDUCATION
64399.49,2013,COLLEGE,EDUCATION
286979,2013,COLLEGE,EDUCATION
13910.72,2013,COLLEGE,EDUCATION
7805,2013,COLLEGE,EDUCATION
559806.64,2013,COLLEGE,EDUCATION
2392934,2013,COLLEGE,EDUCATION
344729.52,2013,COLLEGE,EDUCATION
416646.84,2013,COLLEGE,EDUCATION
1238143.99,2013,COMPANY,EDUCATION
402168.46,2013,COMPANY,EDUCATION
402168.46,2013,COMPANY,EDUCATION
492335.89,2013,COLLEGE,EDUCATION
1016239.6,2013,COLLEGE,EDUCATION
139308.6,2013,COLLEGE,EDUCATION
105998,2013,COLLEGE,EDUCATION
21092,2013,COLLEGE,EDUCATION
242419.54,2013,COLLEGE,EDUCATION
25738,2013,COLLEGE,EDUCATION
5116008,2013,COMPANY,EDUCATION
720695,2013,COMPANY,EDUCATION
5407094,2013,COMPANY,EDUCATION
148655.33,2013,COLLEGE,EDUCATION
1856611,2013,COLLEGE,EDUCATION
145469.13,2013,COLLEGE,EDUCATION
246149.75,2013,COLLEGE,EDUCATION
386790.76,2013,COMPANY,EDUCATION
74059.26,2013,COMPANY,EDUCATION
74059.26,2013,COMPANY,EDUCATION
464279.41,2013,COLLEGE,EDUCATION
4225052.4,2013,COLLEGE,EDUCATION
1208888.4,2013,COLLEGE,EDUCATION
451237,2013,COLLEGE,EDUCATION
156627,2013,COLLEGE,EDUCATION
527461.28,2013,COLLEGE,EDUCATION
1465093.62,2013,COLLEGE,EDUCATION
57224.59,2013,COLLEGE,EDUCATION
192371,2013,COLLEGE,EDUCATION
9220,2013,COLLEGE,EDUCATION
1197631.58,2013,COLLEGE,EDUCATION
5651506.48,2013,COLLEGE,EDUCATION
971597.7,2013,COLLEGE,EDUCATION
658951,2013,COLLEGE,EDUCATION
114416,2013,COMPANY,EDUCATION
806255,2013,COMPANY,EDUCATION
1189533.45,2013,COLLEGE,EDUCATION
7073237,2013,COLLEGE,EDUCATION
1276407.29,2013,COLLEGE,EDUCATION
844027,2013,COLLEGE,EDUCATION
41872,2013,COLLEGE,EDUCATION
59212,2013,COMPANY,EDUCATION
566951,2013,COMPANY,EDUCATION
132939.51,2013,COMPANY,EDUCATION
140678,2013,COMPANY,EDUCATION
140678,2013,COMPANY,EDUCATION
1184266.88,2013,COLLEGE,EDUCATION
5892659,2013,COLLEGE,EDUCATION
1550746.53,2013,COLLEGE,EDUCATION
487908,2013,COLLEGE,EDUCATION
295593,2013,COLLEGE,EDUCATION
156570,2013,COMPANY,EDUCATION
2080396,2013,COMPANY,EDUCATION
648141.65,2013,COLLEGE,EDUCATION
4523108,2013,COLLEGE,EDUCATION
511175.53,2013,COLLEGE,EDUCATION
254967.63,2013,COLLEGE,EDUCATION
102222,2013,COLLEGE,EDUCATION
3305570.63,2013,COLLEGE,EDUCATION
5311547,2013,COLLEGE,EDUCATION
1241439,2013,COLLEGE,EDUCATION
679281,2013,COLLEGE,EDUCATION
1056747.86,2013,COLLEGE,EDUCATION
10259851,2013,COLLEGE,EDUCATION
2110994,2013,COLLEGE,EDUCATION
1090222.72,2013,COLLEGE,EDUCATION
172460,2013,COLLEGE,EDUCATION
933058.14,2013,COMPANY,EDUCATION
859093,2013,COMPANY,EDUCATION
859093,2013,COMPANY,EDUCATION
58395.43,2013,COMPANY,EDUCATION
378295,2013,COMPANY,EDUCATION
2548371.5,2013,COLLEGE,EDUCATION
11453376,2013,COLLEGE,EDUCATION
1491999.95,2013,COLLEGE,EDUCATION
1293587,2013,COLLEGE,EDUCATION
956447,2013,COLLEGE,EDUCATION
909728.76,2013,COMPANY,EDUCATION
164355,2013,COMPANY,EDUCATION
113510.49,2013,COMPANY,EDUCATION
90819.67,2013,COMPANY,EDUCATION
409145,2013,COMPANY,EDUCATION
139491.46,2013,COMPANY,EDUCATION
2256222.4,2013,COMPANY,EDUCATION
123080,2013,COMPANY,EDUCATION
1129015,2013,COMPANY,EDUCATION
2172494.24,2013,COLLEGE,EDUCATION
5209140,2013,COLLEGE,EDUCATION
645609,2013,COLLEGE,EDUCATION
305422,2013,COLLEGE,EDUCATION
406711,2013,COLLEGE,EDUCATION
16281,2013,COMPANY,EDUCATION
500,2013,COMPANY,EDUCATION
300024,2013,COMPANY,EDUCATION
32325,2013,COLLEGE,EDUCATION
5352,2013,COLLEGE,EDUCATION
759619.96,2013,COMPANY,EDUCATION
420572,2013,COMPANY,EDUCATION
144190,2013,COMPANY,EDUCATION
3176,2013,COMPANY,EDUCATION
1557659,2013,COMPANY,EDUCATION
287606.02,2013,COMPANY,EDUCATION
691782.2,2013,COMPANY,EDUCATION
691782.2,2013,COMPANY,EDUCATION
405327.13,2013,COMPANY,EDUCATION
491521.92,2013,COMPANY,EDUCATION
483482.31,2013,COMPANY,EDUCATION
372111.46,2013,COMPANY,EDUCATION
191271.59,2013,COMPANY,EDUCATION
125258.59,2013,COMPANY,EDUCATION
699942.33,2013,COMPANY,EDUCATION
251705.4,2013,COMPANY,EDUCATION
230311.83,2013,COMPANY,EDUCATION
908,2013,COMPANY,EDUCATION
415712.96,2013,COLLEGE,EDUCATION
2465880.26,2013,COLLEGE,EDUCATION
677214.26,2013,COLLEGE,EDUCATION
103122.79,2013,COLLEGE,EDUCATION
291249,2013,COLLEGE,EDUCATION
1261825.99,2013,COLLEGE,EDUCATION
6014384.49,2013,COLLEGE,EDUCATION
1328917.87,2013,COLLEGE,EDUCATION
585268,2013,COLLEGE,EDUCATION
4715316.22,2013,COLLEGE,EDUCATION
2644649.02,2013,COLLEGE,EDUCATION
471567.02,2013,COLLEGE,EDUCATION
118342.75,2013,COLLEGE,EDUCATION
73434,2013,COLLEGE,EDUCATION
328255.2,2013,COLLEGE,EDUCATION
1386161.72,2013,COLLEGE,EDUCATION
439400.73,2013,COLLEGE,EDUCATION
116969.48,2013,COLLEGE,EDUCATION
26102,2013,UNIVERSITY,EDUCATION
966,2013,UNIVERSITY,EDUCATION
192947.49,2013,COMPANY,EDUCATION
1727176,2013,COMPANY,EDUCATION
230509,2013,COMPANY,EDUCATION
90111,2013,COMPANY,EDUCATION
1951609,2013,COMPANY,EDUCATION
1352905.15,2013,COMPANY,EDUCATION
625191.91,2013,COMPANY,EDUCATION
433425.97,2013,COMPANY,EDUCATION
27801.45,2013,COMPANY,EDUCATION
1480741.53,2013,COLLEGE,EDUCATION
3264211,2013,COLLEGE,EDUCATION
1123304.93,2013,COLLEGE,EDUCATION
381875,2013,COLLEGE,EDUCATION
1097011.03,2013,COLLEGE,EDUCATION
4089205.17,2013,COLLEGE,EDUCATION
517807.08,2013,COLLEGE,EDUCATION
220562,2013,COLLEGE,EDUCATION
30681,2013,COLLEGE,EDUCATION
1189258.62,2013,COLLEGE,EDUCATION
4754121.46,2013,COLLEGE,EDUCATION
1632684.46,2013,COLLEGE,EDUCATION
360338,2013,COLLEGE,EDUCATION
115487,2013,COLLEGE,EDUCATION
466.24,2013,COMPANY,EDUCATION
1092938,2013,COMPANY,EDUCATION
31623,2013,COMPANY,EDUCATION
793530,2013,COMPANY,EDUCATION
92818.76,2013,COMPANY,EDUCATION
421449.46,2013,COMPANY,EDUCATION
421449.46,2013,COMPANY,EDUCATION
66549.04,2013,COMPANY,EDUCATION
1323231.12,2013,COMPANY,EDUCATION
24357.28,2013,COMPANY,EDUCATION
18885,2013,COMPANY,EDUCATION
151610,2013,COMPANY,EDUCATION
1238741.21,2013,COMPANY,EDUCATION
611113.41,2013,COMPANY,EDUCATION
922788.78,2013,COLLEGE,EDUCATION
5059943,2013,COLLEGE,EDUCATION
604676.44,2013,COLLEGE,EDUCATION
564389.76,2013,COLLEGE,EDUCATION
178927,2013,COMPANY,EDUCATION
858283,2013,COMPANY,EDUCATION
3580357.45,2013,COLLEGE,EDUCATION
11586671,2013,COLLEGE,EDUCATION
5634529.15,2013,COLLEGE,EDUCATION
233975.92,2013,COLLEGE,EDUCATION
542329,2013,COLLEGE,EDUCATION
5163.82,2013,COMPANY,EDUCATION
440845,2013,COMPANY,EDUCATION
30924.61,2013,COMPANY,EDUCATION
109013,2013,COMPANY,EDUCATION
1720204,2013,COMPANY,EDUCATION
1016326.3,2013,COLLEGE,EDUCATION
5187483,2013,COLLEGE,EDUCATION
356777.86,2013,COLLEGE,EDUCATION
631127.71,2013,COLLEGE,EDUCATION
65283,2013,COLLEGE,EDUCATION
507954.62,2013,COMPANY,EDUCATION
1589673.64,2013,COMPANY,EDUCATION
1185933.53,2013,COMPANY,EDUCATION
57725,2013,COLLEGE,EDUCATION
779,2013,COLLEGE,EDUCATION
316872.22,2013,COMPANY,EDUCATION
3671049.38,2013,COMPANY,EDUCATION
427430.98,2013,COMPANY,EDUCATION
3531,2013,COMPANY,EDUCATION
94175.84,2013,COMPANY,EDUCATION
1178688.8,2013,COMPANY,EDUCATION
961837.99,2013,COMPANY,EDUCATION
6193006.23,2013,COMPANY,EDUCATION
424255.95,2013,COMPANY,EDUCATION
141842.41,2013,COMPANY,EDUCATION
678512.36,2013,COLLEGE,EDUCATION
1684934.11,2013,COLLEGE,EDUCATION
334457.27,2013,COLLEGE,EDUCATION
279223.85,2013,COLLEGE,EDUCATION
20666.8,2013,COLLEGE,EDUCATION
3107,2013,COLLEGE,EDUCATION
812380.83,2013,COLLEGE,EDUCATION
2522544,2013,COLLEGE,EDUCATION
545190.56,2013,COLLEGE,EDUCATION
208214.3,2013,COLLEGE,EDUCATION
20561.92,2013,COLLEGE,EDUCATION
565054.66,2013,COLLEGE,EDUCATION
7370.07,2013,COLLEGE,EDUCATION
39290,2013,COLLEGE,EDUCATION
136363,2013,COLLEGE,EDUCATION
2383104.35,2013,COMPANY,EDUCATION
715135.15,2013,COMPANY,EDUCATION
452094.92,2013,COMPANY,EDUCATION
1212,2013,COMPANY,EDUCATION
1115655.22,2013,COMPANY,EDUCATION
1549408.45,2013,COMPANY,EDUCATION
1174736.6,2013,COMPANY,EDUCATION
732381.15,2013,COMPANY,EDUCATION
334055.54,2013,COMPANY,EDUCATION
273773.45,2013,COMPANY,EDUCATION
783972.64,2013,COMPANY,EDUCATION
3494006.13,2013,COMPANY,EDUCATION
2415887.74,2013,COMPANY,EDUCATION
321818.63,2013,COLLEGE,EDUCATION
618967.83,2013,COLLEGE,EDUCATION
196793.83,2013,COLLEGE,EDUCATION
95148,2013,COLLEGE,EDUCATION
493435.61,2013,COLLEGE,EDUCATION
1482876.36,2013,COLLEGE,EDUCATION
199797.36,2013,COLLEGE,EDUCATION
142189.1,2013,COLLEGE,EDUCATION
3511739.74,2013,COLLEGE,EDUCATION
6106990,2013,COLLEGE,EDUCATION
2490231.09,2013,COLLEGE,EDUCATION
364563.15,2013,COLLEGE,EDUCATION
133520.48,2013,COMPANY,EDUCATION
79608.37,2013,COMPANY,EDUCATION
49920.37,2013,COMPANY,EDUCATION
1158165.02,2013,COMPANY,EDUCATION
419532.34,2013,COMPANY,EDUCATION
406549.34,2013,COMPANY,EDUCATION
21505026.71,2013,COMPANY,EDUCATION
9482374.95,2013,COMPANY,EDUCATION
8748503.74,2013,COMPANY,EDUCATION
244114.67,2013,COLLEGE,EDUCATION
616952,2013,COLLEGE,EDUCATION
116052.66,2013,COLLEGE,EDUCATION
9221,2013,COLLEGE,EDUCATION
48923,2013,COLLEGE,EDUCATION
202010.66,2013,COLLEGE,EDUCATION
15046658,2013,COLLEGE,EDUCATION
67508.73,2013,COLLEGE,EDUCATION
1559150,2013,COLLEGE,EDUCATION
720985.8,2013,COLLEGE,EDUCATION
4134032,2013,COLLEGE,EDUCATION
1004952.83,2013,COLLEGE,EDUCATION
541444.8,2013,COLLEGE,EDUCATION
255559,2013,COLLEGE,EDUCATION
1073444.86,2013,COLLEGE,EDUCATION
3220652,2013,COLLEGE,EDUCATION
493875,2013,COLLEGE,EDUCATION
635210,2013,COLLEGE,EDUCATION
5544660,2013,COMPANY,EDUCATION
31646.67,2013,COMPANY,EDUCATION
408526.03,2013,COMPANY,EDUCATION
2053121,2013,COMPANY,EDUCATION
70401.86,2013,COMPANY,EDUCATION
7670832.8,2013,COMPANY,EDUCATION
635094.42,2013,COMPANY,EDUCATION
1028314.25,2013,COMPANY,EDUCATION
1542653,2013,COMPANY,EDUCATION
513847.26,2013,COLLEGE,EDUCATION
2569898,2013,COLLEGE,EDUCATION
207421,2013,COLLEGE,EDUCATION
253630,2013,COLLEGE,EDUCATION
327215,2013,COLLEGE,EDUCATION
3334713.26,2013,COLLEGE,EDUCATION
11885720,2013,COLLEGE,EDUCATION
1642675,2013,COLLEGE,EDUCATION
1466674,2013,COLLEGE,EDUCATION
481020,2013,COLLEGE,EDUCATION
87123.83,2013,COMPANY,EDUCATION
183412.87,2013,COMPANY,EDUCATION
32409.52,2013,COMPANY,EDUCATION
500,2013,COMPANY,EDUCATION
738090,2013,COMPANY,EDUCATION
982288.03,2013,COLLEGE,EDUCATION
8643236.02,2013,COLLEGE,EDUCATION
1032786.02,2013,COLLEGE,EDUCATION
682927,2013,COLLEGE,EDUCATION
202666,2013,COLLEGE,EDUCATION
236051.38,2013,COLLEGE,EDUCATION
8805765,2013,COLLEGE,EDUCATION
1501132.12,2013,COLLEGE,EDUCATION
738806.28,2013,COLLEGE,EDUCATION
112962.72,2013,COMPANY,EDUCATION
602415.76,2013,COMPANY,EDUCATION
121833.12,2013,COMPANY,EDUCATION
6530.6,2013,COMPANY,EDUCATION
547228,2013,COMPANY,EDUCATION
357881.82,2013,COMPANY,EDUCATION
400672.59,2013,COMPANY,EDUCATION
400672.59,2013,COMPANY,EDUCATION
11490.66,2013,COLLEGE,EDUCATION
257253.52,2013,COLLEGE,EDUCATION
23668,2013,COLLEGE,EDUCATION
2573801.88,2013,COMPANY,EDUCATION
5529941.71,2013,COMPANY,EDUCATION
1742595.71,2013,COMPANY,EDUCATION
384728,2013,COMPANY,EDUCATION
58248,2013,COMPANY,EDUCATION
239599.26,2013,COLLEGE,EDUCATION
850082.89,2013,COLLEGE,EDUCATION
474620.89,2013,COLLEGE,EDUCATION
3067,2013,COLLEGE,EDUCATION
662811.36,2013,COLLEGE,EDUCATION
21635130,2013,COLLEGE,EDUCATION
1309290.41,2013,COLLEGE,EDUCATION
1930420.06,2013,COLLEGE,EDUCATION
375568.42,2013,COLLEGE,EDUCATION
12571371,2013,COLLEGE,EDUCATION
1398512.7,2013,COLLEGE,EDUCATION
1199545.74,2013,COLLEGE,EDUCATION
25186.72,2013,COLLEGE,EDUCATION
113012,2013,COLLEGE,EDUCATION
29802.4,2013,COLLEGE,EDUCATION
1174.73,2013,COLLEGE,EDUCATION
425186.63,2013,COMPANY,EDUCATION
2636362.06,2013,COMPANY,EDUCATION
1915814.19,2013,COMPANY,EDUCATION
39826.3,2013,COMPANY,EDUCATION
2249250,2013,COMPANY,EDUCATION
17650,2013,COMPANY,EDUCATION
209015,2013,COMPANY,EDUCATION
1161584,2013,COMPANY,EDUCATION
3471617.78,2013,COLLEGE,EDUCATION
9426370,2013,COLLEGE,EDUCATION
2865929,2013,COLLEGE,EDUCATION
1141988,2013,COLLEGE,EDUCATION
392941,2013,COLLEGE,EDUCATION
28750,2013,COLLEGE,EDUCATION
4902,2013,COLLEGE,EDUCATION
4713,2013,COMPANY,EDUCATION
87779,2013,COMPANY,EDUCATION
3044105.7,2013,COMPANY,EDUCATION
9891.92,2013,COMPANY,EDUCATION
546720,2013,COMPANY,EDUCATION
2806974,2013,COMPANY,EDUCATION
16179,2013,UNIVERSITY,EDUCATION
3649,2013,UNIVERSITY,EDUCATION
23770,2013,UNIVERSITY,EDUCATION
775925.36,2013,COMPANY,EDUCATION
320525.9,2013,COMPANY,EDUCATION
241854.44,2013,COMPANY,EDUCATION
1386295.85,2013,COLLEGE,EDUCATION
2930949,2013,COLLEGE,EDUCATION
541092.71,2013,COLLEGE,EDUCATION
104255,2013,COLLEGE,EDUCATION
75319,2013,COLLEGE,EDUCATION
1109563.24,2013,COLLEGE,EDUCATION
5255012.32,2013,COLLEGE,EDUCATION
1352582.26,2013,COLLEGE,EDUCATION
248791.43,2013,COLLEGE,EDUCATION
141549,2013,COLLEGE,EDUCATION
199668.98,2013,COMPANY,EDUCATION
13004.17,2013,COMPANY,EDUCATION
13004.17,2013,COMPANY,EDUCATION
469232.92,2013,COLLEGE,EDUCATION
6877249,2013,COLLEGE,EDUCATION
413961.3,2013,COLLEGE,EDUCATION
841136.57,2013,COLLEGE,EDUCATION
4370.96,2013,COMPANY,EDUCATION
1473392.24,2013,COMPANY,EDUCATION
471357.36,2013,COMPANY,EDUCATION
45558.61,2013,COMPANY,EDUCATION
1125265,2013,COMPANY,EDUCATION
32000.39,2013,COMPANY,EDUCATION
5821,2013,COMPANY,EDUCATION
1507491,2013,COMPANY,EDUCATION
633973.45,2013,COMPANY,EDUCATION
505862.02,2013,COMPANY,EDUCATION
461985.6,2013,COMPANY,EDUCATION
596,2013,COMPANY,EDUCATION
835635.2,2013,COMPANY,EDUCATION
863853,2013,COMPANY,EDUCATION
826823.41,2013,COMPANY,EDUCATION
