,Institution,Year,Purpose,Region,Value
351,BABCOCKSKILLSDEVELOPMENTANDTRAINING,2016,EDUCATION,UNKNOWN,2065859
352,BABCOCKTRAINING,2012,EDUCATION,UNKNOWN,37164167
353,BABCOCKTRAINING,2013,EDUCATION,UNKNOWN,61172950
354,BABCOCKTRAINING,2014,EDUCATION,UNKNOWN,64144780
355,BABCOCKTRAINING,2015,EDUCATION,UNKNOWN,62307887
356,BABCOCKTRAINING,2016,EDUCATION,UNKNOWN,35923790
357,BABINGTONBUSINESSCOLLEGE,2012,EDUCATION,UNKNOWN,4142025
358,BABINGTONBUSINESSCOLLEGE,2013,EDUCATION,UNKNOWN,7517576
359,BABINGTONBUSINESSCOLLEGE,2014,EDUCATION,UNKNOWN,9131416
360,BABINGTONBUSINESSCOLLEGE,2015,EDUCATION,UNKNOWN,14124689
361,BABINGTONBUSINESSCOLLEGE,2016,EDUCATION,UNKNOWN,12943585
362,BABRAHAMINSTITUTE,2014,RESEARCH,EAST OF ENGLAND,94126
363,BABRAHAMINSTITUTE,2015,RESEARCH,EAST OF ENGLAND,613619
364,BABRAHAMINSTITUTE,2016,EDUCATION,EAST OF ENGLAND,304482
365,BABRAHAMINSTITUTE,2016,RESEARCH,EAST OF ENGLAND,1989039
366,BAESYSTEMSPLC,2012,EDUCATION,UNKNOWN,2076700
367,BAESYSTEMSPLC,2013,EDUCATION,UNKNOWN,2659885
368,BAESYSTEMSPLC,2014,EDUCATION,UNKNOWN,3286693
369,BAESYSTEMSPLC,2015,EDUCATION,UNKNOWN,4251104
370,BAESYSTEMSPLC,2016,EDUCATION,UNKNOWN,4039576
371,BALDWINTRAINING,2012,EDUCATION,UNKNOWN,1261891
372,BALTICTRAININGSERVICES,2012,EDUCATION,UNKNOWN,3788102
373,BALTICTRAININGSERVICES,2013,EDUCATION,UNKNOWN,5529382
374,BALTICTRAININGSERVICES,2014,EDUCATION,UNKNOWN,7712072
375,BALTICTRAININGSERVICES,2015,EDUCATION,UNKNOWN,8189760
376,BALTICTRAININGSERVICES,2016,EDUCATION,UNKNOWN,6682143
377,BAMNUTTALL,2015,RESEARCH,SOUTH EAST,431090
378,BANDQPLC,2012,EDUCATION,UNKNOWN,26077
379,BANGORUNIVERSITY,2014,RESEARCH,WALES,3898100
380,BANGORUNIVERSITY,2015,RESEARCH,WALES,2075481
381,BANGORUNIVERSITY,2016,BUSINESS,WALES,66203
382,BANGORUNIVERSITY,2016,RESEARCH,WALES,1336794
383,BARBURRITO,2012,BUSINESS,UNKNOWN,12600000
384,BARCHESTERHEALTHCARE,2012,EDUCATION,UNKNOWN,1273391
385,BARCHESTERHEALTHCARE,2013,EDUCATION,UNKNOWN,1771389
386,BARCHESTERHEALTHCARE,2014,EDUCATION,UNKNOWN,1379253
387,BARCHESTERHEALTHCARE,2015,EDUCATION,UNKNOWN,765910
388,BARCHESTERHEALTHCARE,2016,EDUCATION,UNKNOWN,190918
389,BARFORDEDUCATIONANDTRAININGNORTHEAST,2013,EDUCATION,UNKNOWN,1243948
390,BARFORDEDUCATIONANDTRAININGNORTHEAST,2014,EDUCATION,UNKNOWN,922379
391,BARFORDEDUCATIONANDTRAININGXR,2012,EDUCATION,UNKNOWN,1137113
392,BARKINGANDDAGENHAMCOLLEGE,2012,EDUCATION,UNKNOWN,12306541
393,BARKINGANDDAGENHAMCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,475152
394,BARKINGANDDAGENHAMCOLLEGE,2013,EDUCATION,UNKNOWN,11072185
395,BARKINGANDDAGENHAMCOLLEGE,2013,RESEARCH,UNKNOWN,374262
396,BARKINGANDDAGENHAMCOLLEGE,2014,EDUCATION,UNKNOWN,11609984
397,BARKINGANDDAGENHAMCOLLEGE,2015,EDUCATION,UNKNOWN,9969583
398,BARKINGANDDAGENHAMCOLLEGE,2016,EDUCATION,UNKNOWN,9093855
399,BARKINGDAGENHAMLONDONBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,2224980
400,BARKINGDAGENHAMLONDONBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,2147028
401,BARKINGDAGENHAMLONDONBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,1764643
402,BARKINGDAGENHAMLONDONBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,2534379
403,BARNARDOS,2012,EDUCATION,UNKNOWN,558620
404,BARNARDOS,2013,EDUCATION,UNKNOWN,622672
405,BARNARDOS,2014,EDUCATION,UNKNOWN,535196
406,BARNARDOS,2015,EDUCATION,UNKNOWN,402178
407,BARNARDOS,2016,EDUCATION,UNKNOWN,301692
408,BARNETANDSOUTHGATECOLLEGE,2012,EDUCATION,UNKNOWN,22441991
409,BARNETSOUTHGATECOLLEGE,2012,EDUCATION,UNKNOWN,72264
410,BARNETSOUTHGATECOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,72264
411,BARNETSOUTHGATECOLLEGE,2013,EDUCATION,UNKNOWN,22669638
412,BARNETSOUTHGATECOLLEGE,2013,RESEARCH,UNKNOWN,106774
413,BARNETSOUTHGATECOLLEGE,2014,EDUCATION,UNKNOWN,19895644
414,BARNETSOUTHGATECOLLEGE,2015,EDUCATION,UNKNOWN,17083381
415,BARNETSOUTHGATECOLLEGE,2016,EDUCATION,UNKNOWN,16809807
416,BARNFIELDCOLLEGE,2012,EDUCATION,UNKNOWN,8437550
417,BARNFIELDCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,47583
418,BARNFIELDCOLLEGE,2013,EDUCATION,UNKNOWN,7973611
419,BARNFIELDCOLLEGE,2013,RESEARCH,UNKNOWN,64647
420,BARNFIELDCOLLEGE,2014,EDUCATION,UNKNOWN,6623605
421,BARNFIELDCOLLEGE,2015,EDUCATION,UNKNOWN,5227484
422,BARNFIELDCOLLEGE,2016,EDUCATION,UNKNOWN,4733436
423,BARNSLEYCOLLEGE,2012,EDUCATION,UNKNOWN,23296
424,BARNSLEYCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,23296
425,BARNSLEYCOLLEGE,2013,EDUCATION,UNKNOWN,9427848
426,BARNSLEYCOLLEGE,2013,RESEARCH,UNKNOWN,914898
427,BARNSLEYCOLLEGE,2014,EDUCATION,UNKNOWN,8885905
428,BARNSLEYCOLLEGE,2015,EDUCATION,UNKNOWN,8316845
429,BARNSLEYCOLLEGE,2016,EDUCATION,UNKNOWN,7121489
430,BARNSLEYMETROPOLITANBOROUGHCOUNCIL,2012,EDUCATION,UNKNOWN,2394091
431,BARNSLEYMETROPOLITANBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,2251570
432,BARNSLEYMETROPOLITANBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,2263313
433,BARNSLEYMETROPOLITANBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,2145086
434,BARNSLEYMETROPOLITANBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,3300591
435,BARROWINFURNESSSIXTHFORMCOLLEGE,2012,EDUCATION,UNKNOWN,197447
436,BARROWINFURNESSSIXTHFORMCOLLEGE,2013,EDUCATION,UNKNOWN,167369
437,BARROWINFURNESSSIXTHFORMCOLLEGE,2014,EDUCATION,UNKNOWN,132060
438,BARSOBA,2016,BUSINESS,UNKNOWN,3000000
439,BARTONPEVERILCOLLEGE,2012,EDUCATION,UNKNOWN,431262
440,BARTONPEVERILSIXTHFORMCOLLEGE,2013,EDUCATION,UNKNOWN,337041
441,BARTONPEVERILSIXTHFORMCOLLEGE,2014,EDUCATION,UNKNOWN,267533
442,BARTONPEVERILSIXTHFORMCOLLEGE,2015,EDUCATION,UNKNOWN,216989
443,BARTONPEVERILSIXTHFORMCOLLEGE,2016,EDUCATION,UNKNOWN,109223
444,BASINGSTOKECOLLEGEOFTECHNOLOGY,2012,EDUCATION,UNKNOWN,6261207
445,BASINGSTOKECOLLEGEOFTECHNOLOGY,2012,KNOWLEDGE EXCHANGE,UNKNOWN,276001
446,BASINGSTOKECOLLEGEOFTECHNOLOGY,2013,EDUCATION,UNKNOWN,7193688
447,BASINGSTOKECOLLEGEOFTECHNOLOGY,2013,RESEARCH,UNKNOWN,141579
448,BASINGSTOKECOLLEGEOFTECHNOLOGY,2014,EDUCATION,UNKNOWN,7553279
449,BASINGSTOKECOLLEGEOFTECHNOLOGY,2015,EDUCATION,UNKNOWN,7298330
450,BASINGSTOKECOLLEGEOFTECHNOLOGY,2016,EDUCATION,UNKNOWN,5239349
451,BASINGSTOKEITEC,2016,EDUCATION,UNKNOWN,479155
452,BASINGSTOKEYOUTHACTIONTRUST,2012,EDUCATION,UNKNOWN,627737
453,BASINGSTOKEYOUTHACTIONTRUST,2013,EDUCATION,UNKNOWN,858608
454,BASINGSTOKEYOUTHACTIONTRUST,2014,EDUCATION,UNKNOWN,854754
455,BASINGSTOKEYOUTHACTIONTRUST,2015,EDUCATION,UNKNOWN,751634
456,BATHCOLLEGE,2013,EDUCATION,UNKNOWN,64647
457,BATHCOLLEGE,2013,RESEARCH,UNKNOWN,60108
458,BATHCOLLEGE,2014,EDUCATION,UNKNOWN,4077067
459,BATHCOLLEGE,2015,EDUCATION,UNKNOWN,5080487
460,BATHCOLLEGE,2016,EDUCATION,UNKNOWN,5546106
461,BATHSPAUNIVERSITY,2012,EDUCATION,SOUTH WEST,12027589
462,BATHSPAUNIVERSITY,2012,KNOWLEDGE EXCHANGE,SOUTH WEST,12564503
463,BATHSPAUNIVERSITY,2012,RESEARCH,SOUTH WEST,536914
464,BATHSPAUNIVERSITY,2013,EDUCATION,SOUTH WEST,7381022
465,BATHSPAUNIVERSITY,2013,RESEARCH,SOUTH WEST,7381022
466,BATHSPAUNIVERSITY,2014,EDUCATION,SOUTH WEST,3120056
467,BATHSPAUNIVERSITY,2014,RESEARCH,SOUTH WEST,1305847
468,BATHSPAUNIVERSITY,2015,EDUCATION,SOUTH WEST,3060404
469,BATHSPAUNIVERSITY,2015,RESEARCH,SOUTH WEST,993049
470,BATHSPAUNIVERSITY,2016,EDUCATION,SOUTH WEST,3454581
471,BATHSPAUNIVERSITY,2016,RESEARCH,SOUTH WEST,1079452
472,BCARCH,2015,EDUCATION,UNKNOWN,3326002
473,BCARCH,2016,EDUCATION,UNKNOWN,2731669
474,BCTG,2013,EDUCATION,UNKNOWN,12818197
475,BCTG,2014,EDUCATION,UNKNOWN,15177212
476,BCTG,2015,EDUCATION,UNKNOWN,18244866
477,BCTG,2016,EDUCATION,UNKNOWN,13758998
478,BEACONEDUCATIONPARTNERSHIP,2014,EDUCATION,UNKNOWN,10644
479,BEACONEDUCATIONPARTNERSHIP,2015,EDUCATION,UNKNOWN,66537
480,BECKETTCORPORATION,2012,EDUCATION,UNKNOWN,589550
481,BECKETTCORPORATION,2013,EDUCATION,UNKNOWN,365456
482,BECKETTCORPORATION,2014,EDUCATION,UNKNOWN,241736
483,BECKETTCORPORATION,2015,EDUCATION,UNKNOWN,175567
484,BECKETTCORPORATION,2016,EDUCATION,UNKNOWN,177069
485,BEDFORDCOLLEGE,2012,EDUCATION,UNKNOWN,10875122
486,BEDFORDCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,550599
487,BEDFORDCOLLEGE,2013,EDUCATION,UNKNOWN,11872893
488,BEDFORDCOLLEGE,2013,RESEARCH,UNKNOWN,448471
489,BEDFORDCOLLEGE,2014,EDUCATION,UNKNOWN,12313344
490,BEDFORDCOLLEGE,2015,EDUCATION,UNKNOWN,10845544
491,BEDFORDCOLLEGE,2016,EDUCATION,UNKNOWN,726247
492,BERANINSTRUMENTS,2015,RESEARCH,SOUTH WEST,565322
493,BERKSHIRECOLLEGEOFAGRICULTURE,2012,EDUCATION,UNKNOWN,1220584
494,BERKSHIRECOLLEGEOFAGRICULTURETHEBCA,2013,EDUCATION,UNKNOWN,1076001
495,BERKSHIRECOLLEGEOFAGRICULTURETHEBCA,2014,EDUCATION,UNKNOWN,1104128
496,BERKSHIRECOLLEGEOFAGRICULTURETHEBCA,2015,EDUCATION,UNKNOWN,946073
497,BERKSHIRECOLLEGEOFAGRICULTURETHEBCA,2016,EDUCATION,UNKNOWN,930922
498,BERRYGARDENSGROWERS,2016,RESEARCH,SOUTH EAST,184132
499,BESTLANDSOLUTIONS,2012,EDUCATION,UNKNOWN,34596
500,BESTLANDSOLUTIONS,2013,EDUCATION,UNKNOWN,735599
501,BESTLANDSOLUTIONS,2014,EDUCATION,UNKNOWN,1501278
502,BESTLANDSOLUTIONS,2015,EDUCATION,UNKNOWN,1620860
503,BESTLANDSOLUTIONS,2016,EDUCATION,UNKNOWN,1506866
504,BETOTALLYYOU,2013,EDUCATION,UNKNOWN,622402
505,BETOTALLYYOU,2014,EDUCATION,UNKNOWN,864090
506,BETOTALLYYOU,2015,EDUCATION,UNKNOWN,755986
507,BETOTALLYYOU,2016,EDUCATION,UNKNOWN,563700
508,BEWISERINSURANCESERVICES,2014,EDUCATION,UNKNOWN,508223
509,BEWISERINSURANCESERVICES,2015,EDUCATION,UNKNOWN,786814
510,BEWISERINSURANCESERVICES,2016,EDUCATION,UNKNOWN,326988
511,BEXHILLCOLLEGE,2012,EDUCATION,UNKNOWN,307826
512,BEXHILLCOLLEGE,2013,EDUCATION,UNKNOWN,433202
513,BEXHILLCOLLEGE,2013,RESEARCH,UNKNOWN,17104
514,BEXHILLCOLLEGE,2014,EDUCATION,UNKNOWN,408285
515,BEXHILLCOLLEGE,2015,EDUCATION,UNKNOWN,349569
516,BEXHILLCOLLEGE,2016,EDUCATION,UNKNOWN,352571
517,BEXLEYCOLLEGE,2012,EDUCATION,UNKNOWN,3977624
518,BEXLEYCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,1834
519,BEXLEYCOLLEGE,2013,EDUCATION,UNKNOWN,4162588
520,BEXLEYCOLLEGE,2013,RESEARCH,UNKNOWN,12439
521,BEXLEYCOLLEGE,2014,EDUCATION,UNKNOWN,3100643
522,BEXLEYCOLLEGE,2015,EDUCATION,UNKNOWN,3304640
523,BEXLEYLONDONBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,2338770
524,BEXLEYLONDONBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,2372774
525,BEXLEYLONDONBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,2187846
526,BEXLEYLONDONBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,3198951
527,BEXLEYYOUTHTRAININGGROUP,2012,EDUCATION,UNKNOWN,1403575
528,BEXLEYYOUTHTRAININGGROUP,2013,EDUCATION,UNKNOWN,2042480
529,BEXLEYYOUTHTRAININGGROUP,2014,EDUCATION,UNKNOWN,2041636
530,BEXLEYYOUTHTRAININGGROUP,2015,EDUCATION,UNKNOWN,1578147
531,BHRGROUP,2014,BUSINESS,UNKNOWN,3099999
532,BHS,2012,EDUCATION,UNKNOWN,1053810
533,BHS,2013,EDUCATION,UNKNOWN,1655226
534,BHS,2014,EDUCATION,UNKNOWN,1832596
535,BHS,2015,EDUCATION,UNKNOWN,1141774
536,BICTONCOLLEGE,2012,EDUCATION,UNKNOWN,1826955
537,BICTONCOLLEGE,2013,EDUCATION,UNKNOWN,1836956
538,BICTONCOLLEGE,2014,EDUCATION,UNKNOWN,1329753
539,BIGBLUBROADBANDPLC,2016,BUSINESS,UNKNOWN,14500000
540,BIMM,2013,EDUCATION,UNKNOWN,8400
541,BIMM,2014,EDUCATION,UNKNOWN,2400
542,BIOINTERACTIONS,2015,EDUCATION,SOUTH EAST,168789
543,BIOMETECHNOLOGIESPLC,2015,EDUCATION,SOUTH EAST,97485
544,BIOMETECHNOLOGIESPLC,2016,RESEARCH,SOUTH EAST,315705
545,BIOTRONICS3D,2015,EDUCATION,LONDON,259912
546,BIRKBECKCOLLEGE,2012,EDUCATION,LONDON,15214657
547,BIRKBECKCOLLEGE,2012,KNOWLEDGE EXCHANGE,LONDON,26017283
548,BIRKBECKCOLLEGE,2012,RESEARCH,LONDON,10161833
549,BIRKBECKCOLLEGE,2013,EDUCATION,LONDON,11655756
550,BIRKBECKCOLLEGE,2013,KNOWLEDGE EXCHANGE,LONDON,640793
551,BIRKBECKCOLLEGE,2013,RESEARCH,LONDON,13343561
552,BIRKBECKCOLLEGE,2014,EDUCATION,LONDON,9479143
553,BIRKBECKCOLLEGE,2014,KNOWLEDGE EXCHANGE,LONDON,640793
554,BIRKBECKCOLLEGE,2014,RESEARCH,LONDON,11973705
555,BIRKBECKCOLLEGE,2015,EDUCATION,LONDON,9327510
556,BIRKBECKCOLLEGE,2015,KNOWLEDGE EXCHANGE,LONDON,320397
557,BIRKBECKCOLLEGE,2015,RESEARCH,LONDON,10869278
558,BIRKBECKCOLLEGE,2016,EDUCATION,LONDON,6758133
559,BIRKBECKCOLLEGE,2016,RESEARCH,LONDON,11031249
560,BIRKENHEADSIXTHFORMCOLLEGE,2012,EDUCATION,UNKNOWN,324060
561,BIRKENHEADSIXTHFORMCOLLEGE,2013,EDUCATION,UNKNOWN,268157
562,BIRKENHEADSIXTHFORMCOLLEGE,2014,EDUCATION,UNKNOWN,203252
563,BIRKENHEADSIXTHFORMCOLLEGE,2015,EDUCATION,UNKNOWN,193934
564,BIRKENHEADSIXTHFORMCOLLEGE,2016,EDUCATION,UNKNOWN,144059
565,BIRMINGHAMCITYCOUNCIL,2012,EDUCATION,UNKNOWN,12030266
566,BIRMINGHAMCITYCOUNCIL,2013,EDUCATION,UNKNOWN,11243797
567,BIRMINGHAMCITYCOUNCIL,2014,EDUCATION,UNKNOWN,11539083
568,BIRMINGHAMCITYCOUNCIL,2015,EDUCATION,UNKNOWN,10334262
569,BIRMINGHAMCITYCOUNCIL,2016,EDUCATION,UNKNOWN,16133456
570,BIRMINGHAMCITYUNIVERSITY,2012,EDUCATION,WEST MIDLANDS,26964834
571,BIRMINGHAMCITYUNIVERSITY,2012,KNOWLEDGE EXCHANGE,WEST MIDLANDS,29673412
572,BIRMINGHAMCITYUNIVERSITY,2012,RESEARCH,WEST MIDLANDS,1595718
573,BIRMINGHAMCITYUNIVERSITY,2013,EDUCATION,WEST MIDLANDS,20672694
574,BIRMINGHAMCITYUNIVERSITY,2013,KNOWLEDGE EXCHANGE,WEST MIDLANDS,1293503
575,BIRMINGHAMCITYUNIVERSITY,2013,RESEARCH,WEST MIDLANDS,20593530
576,BIRMINGHAMCITYUNIVERSITY,2014,BUSINESS,WEST MIDLANDS,115262
577,BIRMINGHAMCITYUNIVERSITY,2014,EDUCATION,WEST MIDLANDS,12763366
578,BIRMINGHAMCITYUNIVERSITY,2014,KNOWLEDGE EXCHANGE,WEST MIDLANDS,1293503
579,BIRMINGHAMCITYUNIVERSITY,2014,RESEARCH,WEST MIDLANDS,1741898
580,BIRMINGHAMCITYUNIVERSITY,2015,EDUCATION,WEST MIDLANDS,12576296
581,BIRMINGHAMCITYUNIVERSITY,2015,KNOWLEDGE EXCHANGE,WEST MIDLANDS,646752
582,BIRMINGHAMCITYUNIVERSITY,2015,RESEARCH,WEST MIDLANDS,2151796
583,BIRMINGHAMCITYUNIVERSITY,2016,BUSINESS,WEST MIDLANDS,113722
584,BIRMINGHAMCITYUNIVERSITY,2016,EDUCATION,WEST MIDLANDS,11422679
585,BIRMINGHAMCITYUNIVERSITY,2016,KNOWLEDGE EXCHANGE,WEST MIDLANDS,620977
586,BIRMINGHAMCITYUNIVERSITY,2016,RESEARCH,WEST MIDLANDS,2581640
587,BIRMINGHAMELECTRICALTRAINING,2012,EDUCATION,UNKNOWN,450225
588,BIRMINGHAMELECTRICALTRAINING,2013,EDUCATION,UNKNOWN,534909
589,BIRMINGHAMELECTRICALTRAINING,2014,EDUCATION,UNKNOWN,661771
590,BIRMINGHAMELECTRICALTRAINING,2015,EDUCATION,UNKNOWN,725534
591,BIRMINGHAMELECTRICALTRAINING,2016,EDUCATION,UNKNOWN,703667
592,BIRMINGHAMMETROPOLITANCOLLEGE,2012,EDUCATION,UNKNOWN,35455239
593,BIRMINGHAMMETROPOLITANCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,578729
594,BIRMINGHAMMETROPOLITANCOLLEGE,2013,EDUCATION,UNKNOWN,28880500
595,BIRMINGHAMMETROPOLITANCOLLEGE,2013,RESEARCH,UNKNOWN,505150
596,BIRMINGHAMMETROPOLITANCOLLEGE,2014,EDUCATION,UNKNOWN,570522
597,BIRMINGHAMMETROPOLITANCOLLEGE,2015,EDUCATION,UNKNOWN,20941539
598,BIRMINGHAMMETROPOLITANCOLLEGE,2016,EDUCATION,UNKNOWN,20734175
599,BISHOPAUCKLANDCOLLEGE,2012,EDUCATION,UNKNOWN,6203095
600,BISHOPAUCKLANDCOLLEGE,2013,EDUCATION,UNKNOWN,6518523
601,BISHOPAUCKLANDCOLLEGE,2013,RESEARCH,UNKNOWN,32858
602,BISHOPAUCKLANDCOLLEGE,2014,EDUCATION,UNKNOWN,5934199
603,BISHOPAUCKLANDCOLLEGE,2015,EDUCATION,UNKNOWN,4186543
604,BISHOPAUCKLANDCOLLEGE,2016,EDUCATION,UNKNOWN,3790454
605,BISHOPBURTONCOLLEGE,2012,EDUCATION,UNKNOWN,4826197
606,BISHOPBURTONCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,2297831
607,BISHOPBURTONCOLLEGE,2013,EDUCATION,UNKNOWN,2251370
608,BISHOPBURTONCOLLEGE,2013,RESEARCH,UNKNOWN,1441070
609,BISHOPBURTONCOLLEGE,2014,EDUCATION,UNKNOWN,2967961
610,BISHOPBURTONCOLLEGE,2015,EDUCATION,UNKNOWN,3026779
611,BISHOPBURTONCOLLEGE,2016,EDUCATION,UNKNOWN,2586820
612,BISHOPGROSSETESTEUNIVERSITY,2012,EDUCATION,UNKNOWN,2802228
613,BISHOPGROSSETESTEUNIVERSITY,2012,KNOWLEDGE EXCHANGE,UNKNOWN,2817431
614,BISHOPGROSSETESTEUNIVERSITY,2012,RESEARCH,UNKNOWN,15203
615,BISHOPGROSSETESTEUNIVERSITY,2013,EDUCATION,UNKNOWN,1662822
616,BISHOPGROSSETESTEUNIVERSITY,2013,RESEARCH,UNKNOWN,1662822
617,BISHOPGROSSETESTEUNIVERSITY,2014,EDUCATION,UNKNOWN,657903
618,BISHOPGROSSETESTEUNIVERSITY,2014,RESEARCH,UNKNOWN,41244
619,BISHOPGROSSETESTEUNIVERSITY,2015,EDUCATION,UNKNOWN,669870
620,BISHOPGROSSETESTEUNIVERSITY,2015,RESEARCH,UNKNOWN,72580
621,BISHOPGROSSETESTEUNIVERSITY,2016,EDUCATION,UNKNOWN,711023
622,BISHOPGROSSETESTEUNIVERSITY,2016,RESEARCH,UNKNOWN,72220
623,BLACKBURNCOLLEGE,2012,EDUCATION,UNKNOWN,14835282
624,BLACKBURNCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,5874345
625,BLACKBURNCOLLEGE,2013,EDUCATION,UNKNOWN,8984836
626,BLACKBURNCOLLEGE,2013,RESEARCH,UNKNOWN,3719930
627,BLACKBURNCOLLEGE,2014,EDUCATION,UNKNOWN,9269985
628,BLACKBURNCOLLEGE,2015,EDUCATION,UNKNOWN,8144226
629,BLACKBURNCOLLEGE,2016,EDUCATION,UNKNOWN,7595531
630,BLACKBURNWITHDARWENBOROUGHCOUNCIL,2012,EDUCATION,UNKNOWN,925695
631,BLACKBURNWITHDARWENBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,1715465
632,BLACKBURNWITHDARWENUNITARYAUTHORITY,2013,EDUCATION,UNKNOWN,920671
633,BLACKBURNWITHDARWENUNITARYAUTHORITY,2014,EDUCATION,UNKNOWN,922813
634,BLACKBURNWITHDARWENUNITARYAUTHORITY,2015,EDUCATION,UNKNOWN,902474
635,BLACKCOUNTRYTRAININGGROUP,2012,EDUCATION,UNKNOWN,9616004
636,BLACKPOOLANDTHEFYLDECOLLEGE,2012,EDUCATION,UNKNOWN,15941926
637,BLACKPOOLANDTHEFYLDECOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,5738450
638,BLACKPOOLANDTHEFYLDECOLLEGE,2013,EDUCATION,UNKNOWN,10457934
639,BLACKPOOLANDTHEFYLDECOLLEGE,2013,RESEARCH,UNKNOWN,4039747
640,BLACKPOOLANDTHEFYLDECOLLEGE,2014,EDUCATION,UNKNOWN,12836967
641,BLACKPOOLANDTHEFYLDECOLLEGE,2015,EDUCATION,UNKNOWN,12047751
642,BLACKPOOLANDTHEFYLDECOLLEGE,2016,EDUCATION,UNKNOWN,10301676
643,BLACKPOOLBOROUGHCOUNCIL,2012,EDUCATION,UNKNOWN,605186
644,BLACKPOOLCOUNCIL,2016,EDUCATION,UNKNOWN,1233792
645,BLACKPOOLUNITARYAUTHORITY,2013,EDUCATION,UNKNOWN,626163
646,BLACKPOOLUNITARYAUTHORITY,2014,EDUCATION,UNKNOWN,671530
647,BLACKPOOLUNITARYAUTHORITY,2015,EDUCATION,UNKNOWN,669813
648,BLTRAINING,2012,EDUCATION,UNKNOWN,1819971
649,BLTRAINING,2013,EDUCATION,UNKNOWN,2174616
650,BLTRAINING,2014,EDUCATION,UNKNOWN,1658312
651,BLTRAINING,2015,EDUCATION,UNKNOWN,1752570
652,BLTRAINING,2016,EDUCATION,UNKNOWN,1518259
653,BLUEARROW,2015,EDUCATION,UNKNOWN,30667
654,BLUEARROW,2016,EDUCATION,UNKNOWN,57464
655,BLUEFROGDESIGN,2015,RESEARCH,EAST MIDLANDS,638548
656,BLUETRAININGUK,2012,EDUCATION,UNKNOWN,1900291
657,BLUETRAININGUK,2013,EDUCATION,UNKNOWN,2569114
658,BLUETRAININGUK,2015,EDUCATION,UNKNOWN,21974
659,BMCBROOKSBYMELTONCOLLEGE,2012,EDUCATION,UNKNOWN,197861
660,BMCBROOKSBYMELTONCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,197861
661,BMCBROOKSBYMELTONCOLLEGE,2013,EDUCATION,UNKNOWN,3711857
662,BMCBROOKSBYMELTONCOLLEGE,2013,RESEARCH,UNKNOWN,213326
663,BMCBROOKSBYMELTONCOLLEGE,2014,EDUCATION,UNKNOWN,2252089
664,BMCBROOKSBYMELTONCOLLEGE,2015,EDUCATION,UNKNOWN,2028141
665,BMCBROOKSBYMELTONCOLLEGE,2016,EDUCATION,UNKNOWN,1550143
666,BOCKCONSULTANCYPERSONNELDEVELOPMENT,2014,EDUCATION,UNKNOWN,3730
667,BOCKCONSULTANCYPERSONNELDEVELOPMENT,2015,EDUCATION,UNKNOWN,88899
668,BOLTONCOLLEGE,2012,EDUCATION,UNKNOWN,8758536
669,BOLTONCOLLEGE,2012,KNOWLEDGE EXCHANGE,UNKNOWN,156340
670,BOLTONCOLLEGE,2013,EDUCATION,UNKNOWN,13131103
671,BOLTONCOLLEGE,2013,RESEARCH,UNKNOWN,103030
672,BOLTONCOLLEGE,2014,EDUCATION,UNKNOWN,7438127
673,BOLTONCOLLEGE,2015,EDUCATION,UNKNOWN,6149996
674,BOLTONCOLLEGE,2016,EDUCATION,UNKNOWN,6014764
675,BOLTONMETROPOLITANBOROUGHCOUNCIL,2012,EDUCATION,UNKNOWN,2243131
676,BOLTONMETROPOLITANBOROUGHCOUNCIL,2013,EDUCATION,UNKNOWN,2236966
677,BOLTONMETROPOLITANBOROUGHCOUNCIL,2014,EDUCATION,UNKNOWN,2240511
678,BOLTONMETROPOLITANBOROUGHCOUNCIL,2015,EDUCATION,UNKNOWN,2179608
679,BOLTONMETROPOLITANBOROUGHCOUNCIL,2016,EDUCATION,UNKNOWN,4197426
680,BOOTSOPTICIANSPROFESSIONALSERVICES,2012,EDUCATION,UNKNOWN,301732
