,Value,Year,ProviderType,Purpose
3192,2625810.79,2013,COMPANY,EDUCATION
3193,1673639.0,2013,COLLEGE,EDUCATION
3194,423704.0,2013,COLLEGE,EDUCATION
3195,66327.0,2013,COLLEGE,EDUCATION
3196,11861605.04,2013,COMPANY,EDUCATION
3197,2520562.29,2013,COMPANY,EDUCATION
3198,2520562.29,2013,COMPANY,EDUCATION
3199,920710.7,2013,COLLEGE,EDUCATION
3200,1679318.0,2013,COLLEGE,EDUCATION
3201,681888.39,2013,COLLEGE,EDUCATION
3202,75185.0,2013,COLLEGE,EDUCATION
3203,569829.14,2013,COMPANY,EDUCATION
3204,3377713.69,2013,COMPANY,EDUCATION
3205,372571.68,2013,COMPANY,EDUCATION
3206,73462.18,2013,COMPANY,EDUCATION
3207,6199556.0,2013,COMPANY,EDUCATION
3208,1349657.19,2013,COMPANY,EDUCATION
3209,1386042.81,2013,COMPANY,EDUCATION
3210,966370.24,2013,COMPANY,EDUCATION
3211,3469377.4,2013,COMPANY,EDUCATION
3212,1861894.0,2013,COMPANY,EDUCATION
3213,1819000.4,2013,COMPANY,EDUCATION
3214,364620.2,2013,COLLEGE,EDUCATION
3215,2685181.0,2013,COLLEGE,EDUCATION
3216,320896.0,2013,COLLEGE,EDUCATION
3217,105502.0,2013,COLLEGE,EDUCATION
3218,14230.69,2013,COMPANY,EDUCATION
3219,43842.01,2013,COMPANY,EDUCATION
3220,43842.01,2013,COMPANY,EDUCATION
3221,26099.89,2013,COLLEGE,EDUCATION
3222,973138.87,2013,COLLEGE,EDUCATION
3223,3661113.0,2013,COLLEGE,EDUCATION
3224,362431.24,2013,COLLEGE,EDUCATION
3225,227808.85,2013,COLLEGE,EDUCATION
3226,632278.65,2013,COLLEGE,EDUCATION
3227,1142779.0,2013,COLLEGE,EDUCATION
3228,391728.0,2013,COLLEGE,EDUCATION
3229,122922.0,2013,COLLEGE,EDUCATION
3230,10887.0,2013,UNIVERSITY,EDUCATION
3231,944611.23,2013,COMPANY,EDUCATION
3232,189178.58,2013,COMPANY,EDUCATION
3233,189178.58,2013,COMPANY,EDUCATION
3234,24802.0,2013,COMPANY,EDUCATION
3235,500.0,2013,COMPANY,EDUCATION
3236,257058.0,2013,COMPANY,EDUCATION
3237,530978.95,2013,COLLEGE,EDUCATION
3238,4199339.92,2013,COLLEGE,EDUCATION
3239,1123167.92,2013,COLLEGE,EDUCATION
3240,687000.0,2013,COLLEGE,EDUCATION
3241,293518.0,2013,COLLEGE,EDUCATION
3242,230604.0,2013,COMPANY,EDUCATION
3243,11556.0,2013,COMPANY,EDUCATION
3244,615319.0,2013,COMPANY,EDUCATION
3245,1497235.9,2013,COMPANY,EDUCATION
3246,70500.0,2013,COMPANY,EDUCATION
3247,69922.38,2013,COMPANY,EDUCATION
3248,137388.62,2013,COMPANY,EDUCATION
3249,98050.19,2013,COMPANY,EDUCATION
3250,37260.19,2013,COMPANY,EDUCATION
3251,615936.87,2013,COMPANY,EDUCATION
3252,385594.51,2013,COMPANY,EDUCATION
3253,267599.87,2013,COMPANY,EDUCATION
3254,851878.06,2013,COLLEGE,EDUCATION
3255,251694.82,2013,COLLEGE,EDUCATION
3256,136450.55,2013,COLLEGE,EDUCATION
3257,1054642.75,2013,COLLEGE,EDUCATION
3258,3499822.0,2013,COLLEGE,EDUCATION
3259,1257811.48,2013,COLLEGE,EDUCATION
3260,146689.0,2013,COLLEGE,EDUCATION
3261,165549.64,2013,COMPANY,EDUCATION
3262,2448705.69,2013,COMPANY,EDUCATION
3263,503109.94,2013,COMPANY,EDUCATION
3264,59160.0,2013,COMPANY,EDUCATION
3265,5780336.0,2013,COMPANY,EDUCATION
3266,631150.97,2013,COLLEGE,EDUCATION
3267,2698764.77,2013,COLLEGE,EDUCATION
3268,699366.77,2013,COLLEGE,EDUCATION
3269,243722.0,2013,COLLEGE,EDUCATION
3270,296405.38,2013,COMPANY,EDUCATION
3271,47937.25,2013,COMPANY,EDUCATION
3272,47937.25,2013,COMPANY,EDUCATION
3273,7061164.81,2013,COMPANY,EDUCATION
3274,12197863.36,2013,COMPANY,EDUCATION
3275,122945718.3,2013,COMPANY,EDUCATION
3276,23431954.34,2013,COMPANY,EDUCATION
3277,54506.0,2013,COMPANY,EDUCATION
3278,100432.0,2013,COMPANY,EDUCATION
3279,8979.02,2013,COMPANY,EDUCATION
3280,849347.66,2013,COMPANY,EDUCATION
3281,28605.66,2013,COMPANY,EDUCATION
3282,2192.0,2013,COMPANY,EDUCATION
3283,12052.0,2013,COMPANY,EDUCATION
3284,11103.62,2013,COMPANY,EDUCATION
3285,2149976.0,2013,COMPANY,EDUCATION
3286,304138.0,2013,COLLEGE,EDUCATION
3287,61621.0,2013,COLLEGE,EDUCATION
3288,2065631.12,2013,COLLEGE,EDUCATION
3289,3990353.55,2013,COLLEGE,EDUCATION
3290,873394.23,2013,COLLEGE,EDUCATION
3291,73745.65,2013,COLLEGE,EDUCATION
3292,25000.55,2013,COMPANY,EDUCATION
3293,1788029.11,2013,COMPANY,EDUCATION
3294,31343.11,2013,COMPANY,EDUCATION
3295,74283.0,2013,COMPANY,EDUCATION
3296,3054201.0,2013,COMPANY,EDUCATION
3297,2166687.42,2013,COLLEGE,EDUCATION
3298,18056959.0,2013,COLLEGE,EDUCATION
3299,2473596.07,2013,COLLEGE,EDUCATION
3300,1314556.0,2013,COLLEGE,EDUCATION
3301,200036.0,2013,COLLEGE,EDUCATION
3302,109998.59,2013,COMPANY,EDUCATION
3303,1578450.21,2013,COMPANY,EDUCATION
3304,100454.21,2013,COMPANY,EDUCATION
3305,70245.0,2013,COMPANY,EDUCATION
3306,2945341.0,2013,COMPANY,EDUCATION
3307,149254.87,2013,COMPANY,EDUCATION
3308,229981.31,2013,COMPANY,EDUCATION
3309,229981.31,2013,COMPANY,EDUCATION
3310,421260.03,2013,COMPANY,EDUCATION
3311,90993.83,2013,COMPANY,EDUCATION
3312,90993.83,2013,COMPANY,EDUCATION
3313,507367.66,2013,COMPANY,EDUCATION
3314,19742804.0,2013,COMPANY,EDUCATION
3315,2754692.47,2013,COMPANY,EDUCATION
3316,2137505.37,2013,COMPANY,EDUCATION
3317,1644517.0,2013,COMPANY,EDUCATION
3318,118809.4,2013,COMPANY,EDUCATION
3319,1881080.0,2013,COMPANY,EDUCATION
3320,19213.0,2013,COLLEGE,EDUCATION
3321,904999.2,2013,COMPANY,EDUCATION
3322,214637.06,2013,COMPANY,EDUCATION
3323,164447.0,2013,COMPANY,EDUCATION
3324,7417102.95,2013,COMPANY,EDUCATION
3325,25309987.22,2013,COMPANY,EDUCATION
3326,24863774.22,2013,COMPANY,EDUCATION
3327,413758.68,2013,COMPANY,EDUCATION
3328,2501391.84,2013,COMPANY,EDUCATION
3329,381318.05,2013,COMPANY,EDUCATION
3330,242202.94,2013,COMPANY,EDUCATION
3331,1429988.0,2013,COMPANY,EDUCATION
3332,36256.98,2013,COMPANY,EDUCATION
3333,1656880.0,2013,COMPANY,EDUCATION
3334,5520.4,2013,COMPANY,EDUCATION
3335,62060.0,2013,COMPANY,EDUCATION
3336,3564057.0,2013,COMPANY,EDUCATION
3337,1238380.67,2013,COLLEGE,EDUCATION
3338,13032463.09,2013,COLLEGE,EDUCATION
3339,1016318.09,2013,COLLEGE,EDUCATION
3340,2203327.68,2013,COLLEGE,EDUCATION
3341,250673.0,2013,COLLEGE,EDUCATION
3342,220521.57,2013,COMPANY,EDUCATION
3343,1644382.68,2013,COMPANY,EDUCATION
3344,1511927.22,2013,COMPANY,EDUCATION
3345,1022011.0,2013,COMPANY,EDUCATION
3346,48236.0,2013,COMPANY,EDUCATION
3347,796555.0,2013,COMPANY,EDUCATION
3348,183751.0,2013,COMPANY,EDUCATION
3349,1102041.0,2013,COMPANY,EDUCATION
3350,2927367.0,2013,COMPANY,EDUCATION
3351,123647.05,2013,COMPANY,EDUCATION
3352,1454225.0,2013,COMPANY,EDUCATION
3353,281505.0,2013,COMPANY,EDUCATION
3354,1646998.0,2013,COMPANY,EDUCATION
3355,64927.11,2013,COMPANY,EDUCATION
3356,835395.0,2013,COMPANY,EDUCATION
3357,33419.21,2013,COMPANY,EDUCATION
3358,7510.05,2013,COMPANY,EDUCATION
3359,599088.0,2013,COMPANY,EDUCATION
3360,802340.43,2013,COMPANY,EDUCATION
3361,1423098.0,2013,COMPANY,EDUCATION
3362,862264.94,2013,COMPANY,EDUCATION
3363,7009.31,2013,COMPANY,EDUCATION
3364,18351.4,2013,COMPANY,EDUCATION
3365,788378.0,2013,COMPANY,EDUCATION
3366,2499914.0,2013,COMPANY,EDUCATION
3367,217894.0,2013,COMPANY,EDUCATION
3368,1425787.0,2013,COMPANY,EDUCATION
3369,580178.07,2013,COMPANY,EDUCATION
3370,583130.24,2013,COMPANY,EDUCATION
3371,369116.71,2013,COMPANY,EDUCATION
3372,1369124.0,2013,COMPANY,EDUCATION
3373,175898.65,2013,COLLEGE,EDUCATION
3374,3767369.66,2013,COLLEGE,EDUCATION
3375,681203.77,2013,COLLEGE,EDUCATION
3376,39186.0,2013,COLLEGE,EDUCATION
3377,388557.0,2013,COLLEGE,EDUCATION
3378,170269.1,2013,COLLEGE,EDUCATION
3379,2607890.71,2013,COLLEGE,EDUCATION
3380,2906527.04,2013,COLLEGE,EDUCATION
3381,307742.04,2013,COLLEGE,EDUCATION
3382,278664.0,2013,COLLEGE,EDUCATION
3383,55390.0,2013,UNIVERSITY,EDUCATION
3384,6127.0,2013,UNIVERSITY,EDUCATION
3385,1135485.14,2013,COLLEGE,EDUCATION
3386,2397440.21,2013,COLLEGE,EDUCATION
3387,418512.2,2013,COLLEGE,EDUCATION
3388,169198.0,2013,COLLEGE,EDUCATION
3389,276013.61,2013,COMPANY,EDUCATION
3390,121750.03,2013,COMPANY,EDUCATION
3391,121750.03,2013,COMPANY,EDUCATION
3392,343628.92,2013,COMPANY,EDUCATION
3393,990174.0,2013,COMPANY,EDUCATION
3394,129509.37,2013,COMPANY,EDUCATION
3395,36348.8,2013,COMPANY,EDUCATION
3396,918344.0,2013,COMPANY,EDUCATION
3397,288437.06,2013,COLLEGE,EDUCATION
3398,1317153.31,2013,COLLEGE,EDUCATION
3399,143573.17,2013,COLLEGE,EDUCATION
3400,121485.0,2013,COLLEGE,EDUCATION
3401,65500.0,2013,COLLEGE,EDUCATION
3402,4377441.0,2013,COMPANY,EDUCATION
3403,381147.0,2013,COMPANY,EDUCATION
3404,3827598.0,2013,COMPANY,EDUCATION
3405,6365737.58,2013,COMPANY,EDUCATION
3406,8575910.76,2013,COMPANY,EDUCATION
3407,4184481.41,2013,COMPANY,EDUCATION
3408,5111.0,2013,COMPANY,EDUCATION
3409,14145.0,2013,UNIVERSITY,EDUCATION
3410,200.0,2013,UNIVERSITY,EDUCATION
3411,398904.62,2013,COMPANY,EDUCATION
3412,1852380.0,2013,COMPANY,EDUCATION
3413,290471.23,2013,COMPANY,EDUCATION
3414,60344.0,2013,COMPANY,EDUCATION
3415,145411.0,2013,COLLEGE,EDUCATION
3416,13672.0,2013,COLLEGE,EDUCATION
3417,124608.33,2013,COMPANY,EDUCATION
3418,792267.93,2013,COMPANY,EDUCATION
3419,378134.24,2013,COMPANY,EDUCATION
3420,189726.88,2013,COMPANY,EDUCATION
3421,855372.71,2013,COMPANY,EDUCATION
3422,960521.31,2013,COMPANY,EDUCATION
3423,880796.45,2013,COMPANY,EDUCATION
3424,17030.62,2013,COMPANY,EDUCATION
3425,825790.54,2013,COMPANY,EDUCATION
3426,8890.35,2013,COMPANY,EDUCATION
3427,17111.0,2013,COMPANY,EDUCATION
3428,1102077.0,2013,COMPANY,EDUCATION
3429,116512.59,2013,COMPANY,EDUCATION
3430,708474.0,2013,COMPANY,EDUCATION
3431,419917.37,2013,COMPANY,EDUCATION
3432,1756.0,2013,COMPANY,EDUCATION
3433,3120521.94,2013,COMPANY,EDUCATION
3434,972245.04,2013,COMPANY,EDUCATION
3435,967324.92,2013,COMPANY,EDUCATION
3436,839470.0,2013,COMPANY,EDUCATION
3437,1121619.78,2013,COLLEGE,EDUCATION
3438,4234021.0,2013,COLLEGE,EDUCATION
3439,562809.39,2013,COLLEGE,EDUCATION
3440,503817.92,2013,COLLEGE,EDUCATION
3441,369745.81,2013,COMPANY,EDUCATION
3442,1238657.0,2013,COMPANY,EDUCATION
3443,82033.22,2013,COMPANY,EDUCATION
3444,28451.0,2013,COMPANY,EDUCATION
3445,659688.0,2013,COMPANY,EDUCATION
3446,883471.76,2013,COLLEGE,EDUCATION
3447,6162936.0,2013,COLLEGE,EDUCATION
3448,575848.88,2013,COLLEGE,EDUCATION
3449,709703.0,2013,COLLEGE,EDUCATION
3450,194933.0,2013,COLLEGE,EDUCATION
3451,990514.09,2013,COMPANY,EDUCATION
3452,278733.08,2013,COMPANY,EDUCATION
3453,273155.81,2013,COMPANY,EDUCATION
3454,378815.22,2013,COMPANY,EDUCATION
3455,274829.4,2013,COMPANY,EDUCATION
3456,255002.84,2013,COMPANY,EDUCATION
3457,881666.21,2013,COLLEGE,EDUCATION
3458,5735088.26,2013,COLLEGE,EDUCATION
3459,600210.9,2013,COLLEGE,EDUCATION
3460,638796.54,2013,COLLEGE,EDUCATION
3461,1082192.55,2013,COMPANY,EDUCATION
3462,42736.36,2013,COMPANY,EDUCATION
3463,42736.36,2013,COMPANY,EDUCATION
3464,585790.86,2013,COMPANY,EDUCATION
3465,1075195.18,2013,COMPANY,EDUCATION
3466,1025225.3,2013,COMPANY,EDUCATION
3467,4300468.0,2013,COLLEGE,EDUCATION
3468,433392.58,2013,COLLEGE,EDUCATION
3469,1092113.0,2013,COLLEGE,EDUCATION
3470,906893.5,2013,COMPANY,EDUCATION
3471,1380296.9,2013,COMPANY,EDUCATION
3472,1243159.32,2013,COMPANY,EDUCATION
3473,901841.71,2013,COLLEGE,EDUCATION
3474,2236407.11,2013,COLLEGE,EDUCATION
3475,573179.94,2013,COLLEGE,EDUCATION
3476,256745.0,2013,COLLEGE,EDUCATION
3477,12221.0,2013,COLLEGE,EDUCATION
3478,886974.55,2013,COLLEGE,EDUCATION
3479,2410005.12,2013,COLLEGE,EDUCATION
3480,843224.22,2013,COLLEGE,EDUCATION
3481,230289.0,2013,COLLEGE,EDUCATION
3482,163474.35,2013,COMPANY,EDUCATION
3483,501768.09,2013,COMPANY,EDUCATION
3484,18507.09,2013,COMPANY,EDUCATION
3485,398620.94,2013,COLLEGE,EDUCATION
3486,246867.0,2013,COLLEGE,EDUCATION
3487,246866.88,2013,COLLEGE,EDUCATION
3488,44896.68,2013,COMPANY,EDUCATION
3489,18310.0,2013,COMPANY,EDUCATION
3490,18309.81,2013,COMPANY,EDUCATION
3491,158155.19,2013,COMPANY,EDUCATION
3492,1581929.58,2013,COMPANY,EDUCATION
3493,1515319.94,2013,COMPANY,EDUCATION
3494,1217411.39,2013,COMPANY,EDUCATION
3495,8005.0,2013,COMPANY,EDUCATION
3496,155754.34,2013,COMPANY,EDUCATION
3497,342479.57,2013,COMPANY,EDUCATION
3498,139376.57,2013,COMPANY,EDUCATION
3499,513114.05,2013,COLLEGE,EDUCATION
3500,2651927.0,2013,COLLEGE,EDUCATION
3501,617872.28,2013,COLLEGE,EDUCATION
3502,242792.0,2013,COLLEGE,EDUCATION
3503,762387.5,2013,COMPANY,EDUCATION
3504,424299.47,2013,COMPANY,EDUCATION
3505,150472.51,2013,COMPANY,EDUCATION
3506,1061504.91,2013,COLLEGE,EDUCATION
3507,5371588.85,2013,COLLEGE,EDUCATION
3508,1365543.69,2013,COLLEGE,EDUCATION
3509,294418.0,2013,COLLEGE,EDUCATION
3510,153853.0,2013,COLLEGE,EDUCATION
3511,2291998.82,2013,COLLEGE,EDUCATION
3512,11837049.0,2013,COLLEGE,EDUCATION
3513,1072447.25,2013,COLLEGE,EDUCATION
3514,1434028.1,2013,COLLEGE,EDUCATION
3515,298192.11,2013,COLLEGE,EDUCATION
3516,4053583.0,2013,COLLEGE,EDUCATION
3517,877924.0,2013,COLLEGE,EDUCATION
3518,96522.0,2013,COLLEGE,EDUCATION
3519,54226.0,2013,COLLEGE,EDUCATION
3520,10766.09,2013,COLLEGE,EDUCATION
3521,161647.47,2013,COLLEGE,EDUCATION
3522,77187.8,2013,COLLEGE,EDUCATION
3523,27109.0,2013,COLLEGE,EDUCATION
3524,722039.47,2013,COMPANY,EDUCATION
3525,178941.1,2013,COMPANY,EDUCATION
3526,152685.81,2013,COMPANY,EDUCATION
3527,3608070.51,2013,COMPANY,EDUCATION
3528,31676746.0,2013,COMPANY,EDUCATION
3529,15499516.17,2013,COMPANY,EDUCATION
3530,3073816.03,2013,COMPANY,EDUCATION
3531,200888.0,2013,COMPANY,EDUCATION
3532,162578.97,2013,COMPANY,EDUCATION
3533,2685726.0,2013,COMPANY,EDUCATION
3534,137064.19,2013,COMPANY,EDUCATION
3535,94095.0,2013,COMPANY,EDUCATION
3536,1085089.0,2013,COMPANY,EDUCATION
3537,1297012.77,2013,COLLEGE,EDUCATION
3538,3034241.96,2013,COLLEGE,EDUCATION
3539,763147.96,2013,COLLEGE,EDUCATION
3540,217430.0,2013,COLLEGE,EDUCATION
3541,26111.0,2013,COLLEGE,EDUCATION
3542,199222.57,2013,COLLEGE,EDUCATION
3543,17951149.45,2013,COLLEGE,EDUCATION
3544,1520429.45,2013,COLLEGE,EDUCATION
3545,2818670.38,2013,COLLEGE,EDUCATION
3546,108402.33,2013,COLLEGE,EDUCATION
3547,26166.0,2013,COLLEGE,EDUCATION
3548,562546.57,2013,COMPANY,EDUCATION
3549,52343.86,2013,COMPANY,EDUCATION
3550,52343.86,2013,COMPANY,EDUCATION
3551,841661.99,2013,COMPANY,EDUCATION
3552,519954.34,2013,COMPANY,EDUCATION
3553,274732.86,2013,COMPANY,EDUCATION
3554,836430.68,2013,COMPANY,EDUCATION
3555,140851.95,2013,COMPANY,EDUCATION
3556,124686.63,2013,COMPANY,EDUCATION
3557,45814.25,2013,COMPANY,EDUCATION
3558,2978831.62,2013,COMPANY,EDUCATION
3559,92397.62,2013,COMPANY,EDUCATION
3560,92308.0,2013,COMPANY,EDUCATION
3561,1658654.0,2013,COMPANY,EDUCATION
3562,676112.83,2013,COMPANY,EDUCATION
3563,599001.9,2013,COMPANY,EDUCATION
3564,294384.2,2013,COMPANY,EDUCATION
3565,1464473.24,2013,COMPANY,EDUCATION
3566,6083686.0,2013,COMPANY,EDUCATION
3567,453299.0,2013,COMPANY,EDUCATION
3568,467762.8,2013,COMPANY,EDUCATION
3569,142869.0,2013,COMPANY,EDUCATION
3570,126931.99,2013,COMPANY,EDUCATION
3571,673602.09,2013,COMPANY,EDUCATION
3572,142172.09,2013,COMPANY,EDUCATION
3573,58718.0,2013,COMPANY,EDUCATION
3574,402497.0,2013,COMPANY,EDUCATION
3575,845223.01,2013,COLLEGE,EDUCATION
3576,4666600.23,2013,COLLEGE,EDUCATION
3577,917431.23,2013,COLLEGE,EDUCATION
3578,147834.84,2013,COLLEGE,EDUCATION
3579,104117.0,2013,COLLEGE,EDUCATION
3580,1383152.84,2013,COLLEGE,EDUCATION
3581,10330375.0,2013,COLLEGE,EDUCATION
3582,2883877.4,2013,COLLEGE,EDUCATION
3583,557869.64,2013,COLLEGE,EDUCATION
3584,3365703.8,2013,COMPANY,EDUCATION
3585,4748840.19,2013,COMPANY,EDUCATION
3586,3886563.33,2013,COMPANY,EDUCATION
3587,15169.0,2013,COMPANY,EDUCATION
3588,1416.63,2013,COMPANY,EDUCATION
3589,619468.0,2013,COMPANY,EDUCATION
3590,3854.46,2013,COMPANY,EDUCATION
3591,22429.0,2013,COMPANY,EDUCATION
3592,712076.0,2013,COMPANY,EDUCATION
3593,518792.64,2013,COLLEGE,EDUCATION
3594,2006427.45,2013,COLLEGE,EDUCATION
3595,269349.45,2013,COLLEGE,EDUCATION
3596,284952.0,2013,COLLEGE,EDUCATION
3597,19748.0,2013,COLLEGE,EDUCATION
3598,1635000.17,2013,COLLEGE,EDUCATION
3599,3256109.0,2013,COLLEGE,EDUCATION
3600,1344140.92,2013,COLLEGE,EDUCATION
3601,255689.0,2013,COLLEGE,EDUCATION
3602,199987.89,2013,COMPANY,EDUCATION
3603,1237737.19,2013,COMPANY,EDUCATION
3604,22933.19,2013,COMPANY,EDUCATION
3605,98653.0,2013,COMPANY,EDUCATION
3606,1034921.0,2013,COMPANY,EDUCATION
3607,1362895.51,2013,COLLEGE,EDUCATION
3608,5911042.0,2013,COLLEGE,EDUCATION
3609,402656.0,2013,COLLEGE,EDUCATION
3610,508013.21,2013,COLLEGE,EDUCATION
3611,59244.0,2013,COLLEGE,EDUCATION
3612,289817.29,2013,COMPANY,EDUCATION
3613,452912.56,2013,COMPANY,EDUCATION
3614,381431.63,2013,COMPANY,EDUCATION
3615,596.0,2013,COMPANY,EDUCATION
3616,1191596.55,2013,COLLEGE,EDUCATION
3617,3083074.25,2013,COLLEGE,EDUCATION
3618,644665.76,2013,COLLEGE,EDUCATION
3619,606905.66,2013,COLLEGE,EDUCATION
3620,305317.0,2013,COLLEGE,EDUCATION
3621,1111326.07,2013,COMPANY,EDUCATION
3622,387997.87,2013,COMPANY,EDUCATION
3623,286761.87,2013,COMPANY,EDUCATION
3624,102429.04,2013,COMPANY,EDUCATION
3625,1586035.43,2013,COMPANY,EDUCATION
3626,207956.27,2013,COMPANY,EDUCATION
3627,72738.0,2013,COMPANY,EDUCATION
3628,1804755.0,2013,COMPANY,EDUCATION
3629,193466.26,2013,COMPANY,EDUCATION
3630,272311.6,2013,COMPANY,EDUCATION
3631,147847.6,2013,COMPANY,EDUCATION
3632,3332.0,2013,COMPANY,EDUCATION
3633,2066879.0,2013,COMPANY,EDUCATION
3634,1307675.11,2013,COLLEGE,EDUCATION
3635,5289873.0,2013,COLLEGE,EDUCATION
3636,977957.62,2013,COLLEGE,EDUCATION
3637,342870.34,2013,COLLEGE,EDUCATION
3638,399556.0,2013,COLLEGE,EDUCATION
3639,2502313.0,2013,COLLEGE,EDUCATION
3640,1687646.0,2013,COLLEGE,EDUCATION
3641,545485.0,2013,COLLEGE,EDUCATION
3642,302692.68,2013,COLLEGE,EDUCATION
3643,126412.14,2013,COLLEGE,EDUCATION
3644,59438.36,2013,COLLEGE,EDUCATION
3645,7391.0,2013,COLLEGE,EDUCATION
3646,1180766.03,2013,COLLEGE,EDUCATION
3647,3778352.27,2013,COLLEGE,EDUCATION
3648,621940.27,2013,COLLEGE,EDUCATION
3649,429637.0,2013,COLLEGE,EDUCATION
3650,65355.0,2013,COLLEGE,EDUCATION
3651,491511.28,2013,COMPANY,EDUCATION
3652,1293288.0,2013,COMPANY,EDUCATION
3653,332442.68,2013,COMPANY,EDUCATION
3654,73786.0,2013,COMPANY,EDUCATION
3655,511128.0,2013,COMPANY,EDUCATION
3656,267648.72,2013,COLLEGE,EDUCATION
3657,2434811.0,2013,COLLEGE,EDUCATION
3658,103057.0,2013,COLLEGE,EDUCATION
3659,58622.0,2013,COLLEGE,EDUCATION
3660,18078.0,2013,COLLEGE,EDUCATION
3661,1598921.57,2013,COLLEGE,EDUCATION
3662,3564247.93,2013,COLLEGE,EDUCATION
3663,684408.2,2013,COLLEGE,EDUCATION
3664,508356.14,2013,COLLEGE,EDUCATION
3665,157449.2,2013,COMPANY,EDUCATION
3666,402766.58,2013,COMPANY,EDUCATION
3667,257450.6,2013,COMPANY,EDUCATION
3668,699851.0,2013,COMPANY,EDUCATION
3669,301056.0,2013,COMPANY,EDUCATION
3670,188642.0,2013,UNIVERSITY,EDUCATION
3671,56739.0,2013,UNIVERSITY,EDUCATION
3672,2146171.0,2013,COMPANY,EDUCATION
3673,17728.43,2013,COMPANY,EDUCATION
3674,1790143.39,2013,COMPANY,EDUCATION
3675,836815.34,2013,COMPANY,EDUCATION
3676,63296.96,2013,COMPANY,EDUCATION
3677,48161.64,2013,COMPANY,EDUCATION
3678,46142.21,2013,COMPANY,EDUCATION
3679,164586.22,2013,COMPANY,EDUCATION
3680,2061222.62,2013,COMPANY,EDUCATION
3681,1829558.52,2013,COMPANY,EDUCATION
3682,1243539.88,2013,COLLEGE,EDUCATION
3683,5689706.87,2013,COLLEGE,EDUCATION
3684,663666.15,2013,COLLEGE,EDUCATION
3685,401534.37,2013,COLLEGE,EDUCATION
3686,420262.38,2013,COMPANY,EDUCATION
3687,216617.35,2013,COMPANY,EDUCATION
3688,183329.36,2013,COMPANY,EDUCATION
3689,2014932.0,2013,COMPANY,EDUCATION
3690,217375.0,2013,COMPANY,EDUCATION
3691,1341500.0,2013,COMPANY,EDUCATION
3692,81860.05,2013,COMPANY,EDUCATION
3693,1458431.1,2013,COMPANY,EDUCATION
3694,1425584.95,2013,COMPANY,EDUCATION
3695,570922.6,2013,COMPANY,EDUCATION
3696,143862.88,2013,COMPANY,EDUCATION
3697,116031.62,2013,COMPANY,EDUCATION
3698,191138.68,2013,COMPANY,EDUCATION
3699,1387507.0,2013,COMPANY,EDUCATION
3700,109664.45,2013,COMPANY,EDUCATION
3701,34881.02,2013,COMPANY,EDUCATION
3702,2008943.0,2013,COMPANY,EDUCATION
3703,3158733.23,2013,COMPANY,EDUCATION
3704,8966724.0,2013,COMPANY,EDUCATION
3705,1851341.43,2013,COMPANY,EDUCATION
3706,917110.22,2013,COMPANY,EDUCATION
3707,160949.0,2013,COMPANY,EDUCATION
3708,21089.0,2013,UNIVERSITY,EDUCATION
3709,2113.0,2013,UNIVERSITY,EDUCATION
3710,29354.0,2013,COLLEGE,EDUCATION
3711,2317.0,2013,COLLEGE,EDUCATION
3712,4206732.46,2013,COMPANY,EDUCATION
3713,11411617.83,2013,COMPANY,EDUCATION
3714,11220377.83,2013,COMPANY,EDUCATION
3715,19109.63,2013,COLLEGE,EDUCATION
3716,12197.99,2013,COLLEGE,EDUCATION
3717,12197.99,2013,COLLEGE,EDUCATION
3718,222.65,2013,COLLEGE,EDUCATION
3719,254078.07,2013,COMPANY,EDUCATION
3720,4094158.07,2013,COMPANY,EDUCATION
3721,2831098.07,2013,COMPANY,EDUCATION
3722,860052.38,2013,COLLEGE,EDUCATION
3723,9363287.0,2013,COLLEGE,EDUCATION
3724,715494.81,2013,COLLEGE,EDUCATION
3725,655831.0,2013,COLLEGE,EDUCATION
3726,967635.0,2013,COLLEGE,EDUCATION
3727,984787.84,2013,COMPANY,EDUCATION
3728,409271.07,2013,COMPANY,EDUCATION
3729,387444.83,2013,COMPANY,EDUCATION
3730,472359.0,2013,COLLEGE,EDUCATION
3731,35114.27,2013,COLLEGE,EDUCATION
3732,21092.0,2013,COLLEGE,EDUCATION
3733,399881.96,2013,COMPANY,EDUCATION
3734,908929.0,2013,COMPANY,EDUCATION
3735,224111.01,2013,COMPANY,EDUCATION
3736,5780.68,2013,COMPANY,EDUCATION
3737,768739.0,2013,COMPANY,EDUCATION
3738,1315169.46,2013,COLLEGE,EDUCATION
3739,4321615.0,2013,COLLEGE,EDUCATION
3740,990350.75,2013,COLLEGE,EDUCATION
3741,588455.21,2013,COLLEGE,EDUCATION
3742,413498.51,2013,COMPANY,EDUCATION
3743,88429.93,2013,COMPANY,EDUCATION
3744,88429.93,2013,COMPANY,EDUCATION
3745,16711.93,2013,COMPANY,EDUCATION
3746,1073638.16,2013,COMPANY,EDUCATION
3747,220289.52,2013,COMPANY,EDUCATION
3748,25771.38,2013,COLLEGE,EDUCATION
3749,5289.98,2013,COLLEGE,EDUCATION
3750,5289.98,2013,COLLEGE,EDUCATION
3751,140732.27,2013,COLLEGE,EDUCATION
3752,1471241.58,2013,COLLEGE,EDUCATION
3753,157058.58,2013,COLLEGE,EDUCATION
3754,359914.55,2013,COLLEGE,EDUCATION
3755,55607.0,2013,COLLEGE,EDUCATION
3756,53129.47,2013,COMPANY,EDUCATION
