,Value,Year,ProviderType,Purpose
6954,19331.54,2014,COMPANY,EDUCATION
6955,15249.6,2014,COMPANY,EDUCATION
6956,15249.6,2014,COMPANY,EDUCATION
6957,151466.48,2014,COMPANY,EDUCATION
6958,3198504.56,2014,COMPANY,EDUCATION
6959,15266.79,2014,COMPANY,EDUCATION
6960,2938995.84,2014,COMPANY,EDUCATION
6961,1043930.46,2014,COLLEGE,EDUCATION
6962,4371490.94,2014,COLLEGE,EDUCATION
6963,332768.57,2014,COLLEGE,EDUCATION
6964,525598.45,2014,COLLEGE,EDUCATION
6965,431448.06,2014,COMPANY,EDUCATION
6966,182273.41,2014,COMPANY,EDUCATION
6967,174919.63,2014,COMPANY,EDUCATION
6968,1768855.0,2014,COMPANY,EDUCATION
6969,1341500.0,2014,COMPANY,EDUCATION
6970,199900.0,2014,COMPANY,EDUCATION
6971,75139.63,2014,COMPANY,EDUCATION
6972,1648287.01,2014,COMPANY,EDUCATION
6973,300.0,2014,COMPANY,EDUCATION
6974,1643084.23,2014,COMPANY,EDUCATION
6975,624043.55,2014,COMPANY,EDUCATION
6976,101081.99,2014,COMPANY,EDUCATION
6977,97203.13,2014,COMPANY,EDUCATION
6978,188537.12,2014,COMPANY,EDUCATION
6979,1309654.45,2014,COMPANY,EDUCATION
6980,2008943.0,2014,COMPANY,EDUCATION
6981,27507.61,2014,COMPANY,EDUCATION
6982,72922.45,2014,COMPANY,EDUCATION
6983,2983046.33,2014,COMPANY,EDUCATION
6984,7384483.61,2014,COMPANY,EDUCATION
6985,147879.0,2014,COMPANY,EDUCATION
6986,783148.21,2014,COMPANY,EDUCATION
6987,1371283.96,2014,COMPANY,EDUCATION
6988,19536.0,2014,UNIVERSITY,EDUCATION
6989,1861.0,2014,UNIVERSITY,EDUCATION
6990,7262.95,2014,COLLEGE,EDUCATION
6991,3393037.01,2014,COMPANY,EDUCATION
6992,9663403.4,2014,COMPANY,EDUCATION
6993,73.46,2014,COMPANY,EDUCATION
6994,9612104.55,2014,COMPANY,EDUCATION
6995,216766.27,2014,COMPANY,EDUCATION
6996,3212707.1,2014,COMPANY,EDUCATION
6997,2748021.07,2014,COMPANY,EDUCATION
6998,765911.28,2014,COLLEGE,EDUCATION
6999,7546145.48,2014,COLLEGE,EDUCATION
7000,967635.0,2014,COLLEGE,EDUCATION
7001,464689.0,2014,COLLEGE,EDUCATION
7002,757158.59,2014,COLLEGE,EDUCATION
7003,902296.85,2014,COMPANY,EDUCATION
7004,388934.22,2014,COMPANY,EDUCATION
7005,384683.76,2014,COMPANY,EDUCATION
7006,414496.44,2014,COLLEGE,EDUCATION
7007,21092.0,2014,COLLEGE,EDUCATION
7008,22805.84,2014,COLLEGE,EDUCATION
7009,398312.83,2014,COMPANY,EDUCATION
7010,1077598.28,2014,COMPANY,EDUCATION
7011,767739.0,2014,COMPANY,EDUCATION
7012,8738.41,2014,COMPANY,EDUCATION
7013,426486.29,2014,COMPANY,EDUCATION
7014,1342975.99,2014,COLLEGE,EDUCATION
7015,4133625.5,2014,COLLEGE,EDUCATION
7016,542429.17,2014,COLLEGE,EDUCATION
7017,884507.9,2014,COLLEGE,EDUCATION
7018,463176.35,2014,COMPANY,EDUCATION
7019,82596.5,2014,COMPANY,EDUCATION
7020,82596.5,2014,COMPANY,EDUCATION
7021,42799.94,2014,COMPANY,EDUCATION
7022,954664.76,2014,COMPANY,EDUCATION
7023,299739.0,2014,COMPANY,EDUCATION
7024,45167.48,2014,COLLEGE,EDUCATION
7025,40942.45,2014,COLLEGE,EDUCATION
7026,40942.45,2014,COLLEGE,EDUCATION
7027,195538.42,2014,COLLEGE,EDUCATION
7028,1332394.5,2014,COLLEGE,EDUCATION
7029,55607.0,2014,COLLEGE,EDUCATION
7030,381956.0,2014,COLLEGE,EDUCATION
7031,170335.05,2014,COLLEGE,EDUCATION
7032,52485.99,2014,COMPANY,EDUCATION
7033,799210.53,2014,COMPANY,EDUCATION
7034,796063.0,2014,COMPANY,EDUCATION
7035,9789.0,2014,COMPANY,EDUCATION
7036,13527.42,2014,COMPANY,EDUCATION
7037,137762.82,2014,COLLEGE,EDUCATION
7038,218931.75,2014,COLLEGE,EDUCATION
7039,13050.0,2014,COLLEGE,EDUCATION
7040,79670.6,2014,COLLEGE,EDUCATION
7041,46761.75,2014,COLLEGE,EDUCATION
7042,2675339.57,2014,COLLEGE,EDUCATION
7043,4580490.29,2014,COLLEGE,EDUCATION
7044,134563.0,2014,COLLEGE,EDUCATION
7045,821254.0,2014,COLLEGE,EDUCATION
7046,981159.29,2014,COLLEGE,EDUCATION
7047,34949.03,2014,COMPANY,EDUCATION
7048,2009266.98,2014,COMPANY,EDUCATION
7049,1650738.0,2014,COMPANY,EDUCATION
7050,155360.0,2014,COMPANY,EDUCATION
7051,35249.98,2014,COMPANY,EDUCATION
7052,56183.96,2014,COMPANY,EDUCATION
7053,693949.3,2014,COMPANY,EDUCATION
7054,693949.3,2014,COMPANY,EDUCATION
7055,33024.11,2014,COMPANY,EDUCATION
7056,91958.54,2014,COMPANY,EDUCATION
7057,294251.0,2014,COMPANY,EDUCATION
7058,4486.54,2014,COMPANY,EDUCATION
7059,132936.28,2014,COLLEGE,EDUCATION
7060,802612.0,2014,COLLEGE,EDUCATION
7061,90384.0,2014,COLLEGE,EDUCATION
7062,63472.0,2014,COLLEGE,EDUCATION
7063,36613.0,2014,COLLEGE,EDUCATION
7064,2292953.83,2014,COMPANY,EDUCATION
7065,3683855.8,2014,COMPANY,EDUCATION
7066,3615640.63,2014,COMPANY,EDUCATION
7067,250869.89,2014,COMPANY,EDUCATION
7068,1426805.85,2014,COMPANY,EDUCATION
7069,1205505.86,2014,COMPANY,EDUCATION
7070,1221029.26,2014,COLLEGE,EDUCATION
7071,8009314.98,2014,COLLEGE,EDUCATION
7072,227576.0,2014,COLLEGE,EDUCATION
7073,960928.31,2014,COLLEGE,EDUCATION
7074,953846.08,2014,COLLEGE,EDUCATION
7075,4969.59,2014,COMPANY,EDUCATION
7076,429723.35,2014,COMPANY,EDUCATION
7077,188573.35,2014,COMPANY,EDUCATION
7078,134040.77,2014,COLLEGE,EDUCATION
7079,16915.0,2014,COLLEGE,EDUCATION
7080,104505.4,2014,COLLEGE,EDUCATION
7081,286447.7,2014,COLLEGE,EDUCATION
7082,42630.0,2014,COLLEGE,EDUCATION
7083,22320.0,2014,COLLEGE,EDUCATION
7084,15089.7,2014,COLLEGE,EDUCATION
7085,65508.0,2014,COMPANY,EDUCATION
7086,32972.0,2014,COMPANY,EDUCATION
7087,1249564.18,2014,COMPANY,EDUCATION
7088,912167.38,2014,COMPANY,EDUCATION
7089,878035.2,2014,COMPANY,EDUCATION
7090,27042.9,2014,COMPANY,EDUCATION
7091,67753.61,2014,COMPANY,EDUCATION
7092,37427.61,2014,COMPANY,EDUCATION
7093,374441.5,2014,COMPANY,EDUCATION
7094,378366.87,2014,COMPANY,EDUCATION
7095,364748.87,2014,COMPANY,EDUCATION
7096,168943.78,2014,COMPANY,EDUCATION
7097,196297.09,2014,COMPANY,EDUCATION
7098,153208.72,2014,COMPANY,EDUCATION
7099,4221083.13,2014,COMPANY,EDUCATION
7100,2924425.81,2014,COMPANY,EDUCATION
7101,2490661.81,2014,COMPANY,EDUCATION
7102,883208.17,2014,COMPANY,EDUCATION
7103,7322891.65,2014,COMPANY,EDUCATION
7104,9622.83,2014,COMPANY,EDUCATION
7105,6584882.64,2014,COMPANY,EDUCATION
7106,74028.17,2014,COLLEGE,EDUCATION
7107,41656.0,2014,COLLEGE,EDUCATION
7108,5799.0,2014,COLLEGE,EDUCATION
7109,222372.0,2014,COLLEGE,EDUCATION
7110,10900.45,2014,COLLEGE,EDUCATION
7111,213772.0,2014,COMPANY,EDUCATION
7112,26071.0,2014,COMPANY,EDUCATION
7113,604115.18,2014,COMPANY,EDUCATION
7114,692257.0,2014,COMPANY,EDUCATION
7115,58236.65,2014,COMPANY,EDUCATION
7116,706540.04,2014,COLLEGE,EDUCATION
7117,1547272.9,2014,COLLEGE,EDUCATION
7118,27802.0,2014,COLLEGE,EDUCATION
7119,123822.0,2014,COLLEGE,EDUCATION
7120,278199.03,2014,COLLEGE,EDUCATION
7121,613017.12,2014,COLLEGE,EDUCATION
7122,4328234.04,2014,COLLEGE,EDUCATION
7123,633546.3,2014,COLLEGE,EDUCATION
7124,1558454.83,2014,COLLEGE,EDUCATION
7125,1168900.01,2014,COMPANY,EDUCATION
7126,1187959.0,2014,COMPANY,EDUCATION
7127,45296.1,2014,COMPANY,EDUCATION
7128,24737.48,2014,COMPANY,EDUCATION
7129,521692.28,2014,COMPANY,EDUCATION
7130,755571.0,2014,COMPANY,EDUCATION
7131,26030.0,2014,COMPANY,EDUCATION
7132,60203.04,2014,COMPANY,EDUCATION
7133,539658.87,2014,COLLEGE,EDUCATION
7134,1295260.47,2014,COLLEGE,EDUCATION
7135,8284.0,2014,COLLEGE,EDUCATION
7136,206604.0,2014,COLLEGE,EDUCATION
7137,450320.87,2014,COLLEGE,EDUCATION
7138,2169252.87,2014,COMPANY,EDUCATION
7139,534507.16,2014,COMPANY,EDUCATION
7140,534279.61,2014,COMPANY,EDUCATION
7141,13481.3,2014,COLLEGE,EDUCATION
7142,252115.16,2014,COLLEGE,EDUCATION
7143,26485.0,2014,COLLEGE,EDUCATION
7144,19769.16,2014,COLLEGE,EDUCATION
7145,942873.39,2014,COMPANY,EDUCATION
7146,1148692.49,2014,COMPANY,EDUCATION
7147,18525.88,2014,COMPANY,EDUCATION
7148,698950.39,2014,COMPANY,EDUCATION
7149,335783.95,2014,COLLEGE,EDUCATION
7150,234240.72,2014,COLLEGE,EDUCATION
7151,1691.9,2014,COLLEGE,EDUCATION
7152,185430.43,2014,COLLEGE,EDUCATION
7153,2323194.0,2014,COLLEGE,EDUCATION
7154,240132.0,2014,COLLEGE,EDUCATION
7155,112332.0,2014,COLLEGE,EDUCATION
7156,394388.89,2014,COLLEGE,EDUCATION
7157,1581670.28,2014,COLLEGE,EDUCATION
7158,20443.24,2014,COLLEGE,EDUCATION
7159,104311.3,2014,COLLEGE,EDUCATION
7160,300277.11,2014,COMPANY,EDUCATION
7161,1163540.3,2014,COMPANY,EDUCATION
7162,1141897.47,2014,COMPANY,EDUCATION
7163,1050837.92,2014,COMPANY,EDUCATION
7164,2041466.3,2014,COMPANY,EDUCATION
7165,8227.0,2014,COMPANY,EDUCATION
7166,1130248.2,2014,COMPANY,EDUCATION
7167,129834.42,2014,COMPANY,EDUCATION
7168,106011.88,2014,COMPANY,EDUCATION
7169,104497.71,2014,COMPANY,EDUCATION
7170,1181588.35,2014,COMPANY,EDUCATION
7171,225588.45,2014,COMPANY,EDUCATION
7172,225588.45,2014,COMPANY,EDUCATION
7173,825619.01,2014,COLLEGE,EDUCATION
7174,4754404.64,2014,COLLEGE,EDUCATION
7175,781352.0,2014,COLLEGE,EDUCATION
7176,429833.9,2014,COLLEGE,EDUCATION
7177,107150.0,2014,COMPANY,EDUCATION
7178,459404.0,2014,COMPANY,EDUCATION
7179,262989.0,2014,COMPANY,EDUCATION
7180,1053998.0,2014,COMPANY,EDUCATION
7181,129540.45,2014,COMPANY,EDUCATION
7182,806423.09,2014,COMPANY,EDUCATION
7183,499687.0,2014,COMPANY,EDUCATION
7184,29657.81,2014,COMPANY,EDUCATION
7185,93374.54,2014,COMPANY,EDUCATION
7186,650977.18,2014,COLLEGE,EDUCATION
7187,1610813.06,2014,COLLEGE,EDUCATION
7188,162990.0,2014,COLLEGE,EDUCATION
7189,613164.06,2014,COLLEGE,EDUCATION
7190,1686286.88,2014,COLLEGE,EDUCATION
7191,1125093.35,2014,COLLEGE,EDUCATION
7192,88855.29,2014,COMPANY,EDUCATION
7193,188027.84,2014,COMPANY,EDUCATION
7194,263925.0,2014,COMPANY,EDUCATION
7195,1689.0,2014,COMPANY,EDUCATION
7196,81780.44,2014,COMPANY,EDUCATION
7197,733447.72,2014,COMPANY,EDUCATION
7198,325143.77,2014,COMPANY,EDUCATION
7199,265410.77,2014,COMPANY,EDUCATION
7200,1268676.25,2014,COMPANY,EDUCATION
7201,319056.61,2014,COMPANY,EDUCATION
7202,319056.61,2014,COMPANY,EDUCATION
7203,1204666.25,2014,COMPANY,EDUCATION
7204,832200.38,2014,COMPANY,EDUCATION
7205,832200.38,2014,COMPANY,EDUCATION
7206,949522.18,2014,COLLEGE,EDUCATION
7207,5046565.1,2014,COLLEGE,EDUCATION
7208,452835.0,2014,COLLEGE,EDUCATION
7209,501392.1,2014,COLLEGE,EDUCATION
7210,654131.36,2014,COMPANY,EDUCATION
7211,484327.92,2014,COMPANY,EDUCATION
7212,1092292.0,2014,COMPANY,EDUCATION
7213,420470.76,2014,COMPANY,EDUCATION
7214,636854.18,2014,COMPANY,EDUCATION
7215,224966.15,2014,COMPANY,EDUCATION
7216,224966.15,2014,COMPANY,EDUCATION
7217,62013.0,2014,COLLEGE,EDUCATION
7218,23445.0,2014,COLLEGE,EDUCATION
7219,24537.0,2014,COLLEGE,EDUCATION
7220,178018.37,2014,COMPANY,EDUCATION
7221,564037.73,2014,COMPANY,EDUCATION
7222,179400.67,2014,COMPANY,EDUCATION
7223,610768.91,2014,COLLEGE,EDUCATION
7224,873143.01,2014,COLLEGE,EDUCATION
7225,116422.0,2014,COLLEGE,EDUCATION
7226,12047.76,2014,COLLEGE,EDUCATION
7227,723246.01,2014,COLLEGE,EDUCATION
7228,127008.0,2014,COMPANY,EDUCATION
7229,714741.0,2014,COMPANY,EDUCATION
7230,454154.25,2014,COLLEGE,EDUCATION
7231,1662204.38,2014,COLLEGE,EDUCATION
7232,68295.0,2014,COLLEGE,EDUCATION
7233,44326.0,2014,COLLEGE,EDUCATION
7234,674806.33,2014,COLLEGE,EDUCATION
7235,477744.45,2014,COMPANY,EDUCATION
7236,134748.6,2014,COMPANY,EDUCATION
7237,32493.97,2014,COMPANY,EDUCATION
7238,32493.97,2014,COMPANY,EDUCATION
7239,607370.36,2014,COMPANY,EDUCATION
7240,1772263.18,2014,COMPANY,EDUCATION
7241,1772263.18,2014,COMPANY,EDUCATION
7242,731507.41,2014,COMPANY,EDUCATION
7243,147258.74,2014,COMPANY,EDUCATION
7244,147258.74,2014,COMPANY,EDUCATION
7245,221999.0,2014,COMPANY,EDUCATION
7246,41923.0,2014,COMPANY,EDUCATION
7247,41923.0,2014,COMPANY,EDUCATION
7248,95649.51,2014,COMPANY,EDUCATION
7249,418231.54,2014,COMPANY,EDUCATION
7250,412744.1,2014,COMPANY,EDUCATION
7251,1944888.72,2014,COLLEGE,EDUCATION
7252,11177872.79,2014,COLLEGE,EDUCATION
7253,995848.0,2014,COLLEGE,EDUCATION
7254,1353722.45,2014,COLLEGE,EDUCATION
7255,293259.39,2014,COLLEGE,EDUCATION
7256,2052184.95,2014,COLLEGE,EDUCATION
7257,116074.0,2014,COLLEGE,EDUCATION
7258,352608.0,2014,COLLEGE,EDUCATION
7259,195819.95,2014,COLLEGE,EDUCATION
7260,1142676.6,2014,COLLEGE,EDUCATION
7261,3570603.19,2014,COLLEGE,EDUCATION
7262,150648.0,2014,COLLEGE,EDUCATION
7263,177279.0,2014,COLLEGE,EDUCATION
7264,630343.81,2014,COLLEGE,EDUCATION
7265,804174.41,2014,COMPANY,EDUCATION
7266,1090153.73,2014,COMPANY,EDUCATION
7267,322160.0,2014,COMPANY,EDUCATION
7268,508896.09,2014,COMPANY,EDUCATION
7269,19456.0,2014,COLLEGE,EDUCATION
7270,90384.0,2014,COLLEGE,EDUCATION
7271,4996500.66,2014,COMPANY,EDUCATION
7272,4359830.4,2014,COMPANY,EDUCATION
7273,4298969.88,2014,COMPANY,EDUCATION
7274,46136.11,2014,COMPANY,EDUCATION
7275,2461910.33,2014,COMPANY,EDUCATION
7276,1340857.7,2014,COMPANY,EDUCATION
7277,63100.67,2014,COMPANY,EDUCATION
7278,1622116.29,2014,COMPANY,EDUCATION
7279,960189.7,2014,COMPANY,EDUCATION
7280,118011.5,2014,COMPANY,EDUCATION
7281,268055.81,2014,COMPANY,EDUCATION
7282,830456.0,2014,COMPANY,EDUCATION
7283,1515.81,2014,COMPANY,EDUCATION
7284,2283000.02,2014,COMPANY,EDUCATION
7285,4629719.34,2014,COMPANY,EDUCATION
7286,43538.97,2014,COMPANY,EDUCATION
7287,2533073.09,2014,COMPANY,EDUCATION
7288,1011848.73,2014,COMPANY,EDUCATION
7289,3142302.07,2014,COMPANY,EDUCATION
7290,1287.64,2014,COMPANY,EDUCATION
7291,3135726.37,2014,COMPANY,EDUCATION
7292,1373486.46,2014,COLLEGE,EDUCATION
7293,5457136.56,2014,COLLEGE,EDUCATION
7294,551849.0,2014,COLLEGE,EDUCATION
7295,695622.68,2014,COLLEGE,EDUCATION
7296,732056.56,2014,COLLEGE,EDUCATION
7297,708946.15,2014,COLLEGE,EDUCATION
7298,2814552.25,2014,COLLEGE,EDUCATION
7299,52221.0,2014,COLLEGE,EDUCATION
7300,110893.0,2014,COLLEGE,EDUCATION
7301,227010.25,2014,COLLEGE,EDUCATION
7302,579990.29,2014,COMPANY,EDUCATION
7303,1143504.81,2014,COMPANY,EDUCATION
7304,2741693.0,2014,COMPANY,EDUCATION
7305,10886.0,2014,COMPANY,EDUCATION
7306,332386.19,2014,COMPANY,EDUCATION
7307,1158164.39,2014,COLLEGE,EDUCATION
7308,22753191.84,2014,COLLEGE,EDUCATION
7309,434309.0,2014,COLLEGE,EDUCATION
7310,3327554.75,2014,COLLEGE,EDUCATION
7311,571393.0,2014,COLLEGE,EDUCATION
7312,398753.47,2014,COLLEGE,EDUCATION
7313,1589911.79,2014,COLLEGE,EDUCATION
7314,344148.95,2014,COLLEGE,EDUCATION
7315,173872.52,2014,COLLEGE,EDUCATION
7316,1758505.57,2014,COLLEGE,EDUCATION
7317,3625288.59,2014,COLLEGE,EDUCATION
7318,413733.0,2014,COLLEGE,EDUCATION
7319,503900.65,2014,COLLEGE,EDUCATION
7320,1004643.58,2014,COLLEGE,EDUCATION
7321,184088.73,2014,COLLEGE,EDUCATION
7322,2182789.55,2014,COLLEGE,EDUCATION
7323,125270.62,2014,COLLEGE,EDUCATION
7324,61693.39,2014,COLLEGE,EDUCATION
7325,3261301.09,2014,COLLEGE,EDUCATION
7326,6812138.62,2014,COLLEGE,EDUCATION
7327,799579.45,2014,COLLEGE,EDUCATION
7328,2741507.82,2014,COLLEGE,EDUCATION
7329,929694.5,2014,COLLEGE,EDUCATION
7330,3955167.66,2014,COLLEGE,EDUCATION
7331,238395.7,2014,COLLEGE,EDUCATION
7332,676570.66,2014,COLLEGE,EDUCATION
7333,2708050.06,2014,COLLEGE,EDUCATION
7334,18146113.62,2014,COLLEGE,EDUCATION
7335,655451.0,2014,COLLEGE,EDUCATION
7336,1034580.19,2014,COLLEGE,EDUCATION
7337,4797176.37,2014,COLLEGE,EDUCATION
7338,471721.84,2014,COLLEGE,EDUCATION
7339,12394106.1,2014,COLLEGE,EDUCATION
7340,1305476.76,2014,COLLEGE,EDUCATION
7341,386598.65,2014,COLLEGE,EDUCATION
7342,1243981.8,2014,COLLEGE,EDUCATION
7343,5055153.94,2014,COLLEGE,EDUCATION
7344,503553.0,2014,COLLEGE,EDUCATION
7345,320863.0,2014,COLLEGE,EDUCATION
7346,1188579.94,2014,COLLEGE,EDUCATION
7347,835505.37,2014,COLLEGE,EDUCATION
7348,4336571.04,2014,COLLEGE,EDUCATION
7349,120168.0,2014,COLLEGE,EDUCATION
7350,719152.0,2014,COLLEGE,EDUCATION
7351,2175029.72,2014,COLLEGE,EDUCATION
7352,356111.03,2014,COMPANY,EDUCATION
7353,1493527.7,2014,COMPANY,EDUCATION
7354,1087130.0,2014,COMPANY,EDUCATION
7355,30888.0,2014,COMPANY,EDUCATION
7356,108075.43,2014,COMPANY,EDUCATION
7357,384885.67,2014,COLLEGE,EDUCATION
7358,1357268.03,2014,COLLEGE,EDUCATION
7359,30132.0,2014,COLLEGE,EDUCATION
7360,29344.78,2014,COLLEGE,EDUCATION
7361,218124.14,2014,COLLEGE,EDUCATION
7362,506046.27,2014,COMPANY,EDUCATION
7363,339544.25,2014,COMPANY,EDUCATION
7364,2543.0,2014,COMPANY,EDUCATION
7365,173196.25,2014,COMPANY,EDUCATION
7366,998581.46,2014,COLLEGE,EDUCATION
7367,3075590.31,2014,COLLEGE,EDUCATION
7368,334927.91,2014,COLLEGE,EDUCATION
7369,664397.9,2014,COLLEGE,EDUCATION
7370,143392.0,2014,COMPANY,EDUCATION
7371,393386.0,2014,COMPANY,EDUCATION
7372,84565.0,2014,UNIVERSITY,EDUCATION
7373,126827.68,2014,COMPANY,EDUCATION
7374,1308138.6,2014,COMPANY,EDUCATION
7375,624539.0,2014,COMPANY,EDUCATION
7376,46624.0,2014,COMPANY,EDUCATION
7377,135510.53,2014,COMPANY,EDUCATION
7378,390884.64,2014,COLLEGE,EDUCATION
7379,1801264.43,2014,COLLEGE,EDUCATION
7380,89123.0,2014,COLLEGE,EDUCATION
7381,367451.0,2014,COLLEGE,EDUCATION
7382,271148.44,2014,COLLEGE,EDUCATION
7383,625324.0,2014,COMPANY,EDUCATION
7384,970996.0,2014,COMPANY,EDUCATION
7385,17025.0,2014,COMPANY,EDUCATION
7386,711330.18,2014,COLLEGE,EDUCATION
7387,2461137.7,2014,COLLEGE,EDUCATION
7388,20084.0,2014,COLLEGE,EDUCATION
7389,319067.03,2014,COLLEGE,EDUCATION
7390,823001.7,2014,COLLEGE,EDUCATION
7391,730905.47,2014,COMPANY,EDUCATION
7392,1368342.73,2014,COMPANY,EDUCATION
7393,15414.0,2014,COMPANY,EDUCATION
7394,631543.64,2014,COMPANY,EDUCATION
7395,55212.49,2014,COLLEGE,EDUCATION
7396,927.0,2014,COLLEGE,EDUCATION
7397,304885.48,2014,COMPANY,EDUCATION
7398,1072195.31,2014,COMPANY,EDUCATION
7399,23239.5,2014,COMPANY,EDUCATION
7400,520926.9,2014,COMPANY,EDUCATION
7401,1220720.17,2014,COLLEGE,EDUCATION
7402,4085892.67,2014,COLLEGE,EDUCATION
7403,306807.0,2014,COLLEGE,EDUCATION
7404,823009.65,2014,COLLEGE,EDUCATION
7405,660272.97,2014,COLLEGE,EDUCATION
7406,76218.17,2014,COMPANY,EDUCATION
7407,356627.0,2014,COMPANY,EDUCATION
7408,110149.39,2014,COLLEGE,EDUCATION
7409,630.0,2014,COLLEGE,EDUCATION
7410,88054.77,2014,COMPANY,EDUCATION
7411,88054.77,2014,COMPANY,EDUCATION
7412,18096.42,2014,COLLEGE,EDUCATION
7413,423147.98,2014,COLLEGE,EDUCATION
7414,122074.0,2014,COLLEGE,EDUCATION
7415,122180.89,2014,COLLEGE,EDUCATION
7416,18991.98,2014,COLLEGE,EDUCATION
7417,831860.91,2014,COLLEGE,EDUCATION
7418,2022256.12,2014,COLLEGE,EDUCATION
7419,30427.0,2014,COLLEGE,EDUCATION
7420,210575.5,2014,COLLEGE,EDUCATION
7421,623355.12,2014,COLLEGE,EDUCATION
7422,145541.41,2014,COMPANY,EDUCATION
7423,573060.59,2014,COMPANY,EDUCATION
7424,1574309.0,2014,COMPANY,EDUCATION
7425,142296.76,2014,COMPANY,EDUCATION
7426,396453.12,2014,COLLEGE,EDUCATION
7427,1699259.55,2014,COLLEGE,EDUCATION
7428,68211.0,2014,COLLEGE,EDUCATION
7429,105578.65,2014,COLLEGE,EDUCATION
7430,67764.59,2014,COLLEGE,EDUCATION
7431,643587.63,2014,COMPANY,EDUCATION
7432,160259.37,2014,COMPANY,EDUCATION
7433,159860.97,2014,COMPANY,EDUCATION
7434,2317751.24,2014,COLLEGE,EDUCATION
7435,4116093.08,2014,COLLEGE,EDUCATION
7436,171899.0,2014,COLLEGE,EDUCATION
7437,1384607.43,2014,COLLEGE,EDUCATION
7438,29415.77,2014,COMPANY,EDUCATION
7439,2929.03,2014,COMPANY,EDUCATION
7440,2929.03,2014,COMPANY,EDUCATION
7441,1033271.71,2014,COLLEGE,EDUCATION
7442,4223894.24,2014,COLLEGE,EDUCATION
7443,568919.0,2014,COLLEGE,EDUCATION
7444,414021.42,2014,COLLEGE,EDUCATION
7445,581480.92,2014,COMPANY,EDUCATION
7446,136393.19,2014,COMPANY,EDUCATION
7447,136393.19,2014,COMPANY,EDUCATION
7448,645254.93,2014,COMPANY,EDUCATION
7449,758968.0,2014,COMPANY,EDUCATION
7450,26096.65,2014,COMPANY,EDUCATION
7451,3262.93,2014,COMPANY,EDUCATION
7452,194555.67,2014,COMPANY,EDUCATION
7453,884107.43,2014,COMPANY,EDUCATION
7454,1018044.0,2014,COMPANY,EDUCATION
7455,33607.0,2014,COMPANY,EDUCATION
7456,104048.04,2014,COMPANY,EDUCATION
7457,493591.86,2014,COLLEGE,EDUCATION
7458,3838244.31,2014,COLLEGE,EDUCATION
7459,74093.0,2014,COLLEGE,EDUCATION
7460,481367.0,2014,COLLEGE,EDUCATION
7461,449217.5,2014,COLLEGE,EDUCATION
7462,1513774.86,2014,COLLEGE,EDUCATION
7463,7819455.66,2014,COLLEGE,EDUCATION
7464,214369.0,2014,COLLEGE,EDUCATION
7465,870201.05,2014,COLLEGE,EDUCATION
7466,1156526.9,2014,COLLEGE,EDUCATION
7467,184475.05,2014,COMPANY,EDUCATION
7468,472924.55,2014,COMPANY,EDUCATION
7469,472924.55,2014,COMPANY,EDUCATION
7470,427676.39,2014,COLLEGE,EDUCATION
7471,1707871.0,2014,COLLEGE,EDUCATION
7472,130552.0,2014,COLLEGE,EDUCATION
7473,76711.55,2014,COLLEGE,EDUCATION
7474,68756.0,2014,COLLEGE,EDUCATION
7475,220218.43,2014,COLLEGE,EDUCATION
7476,27118.0,2014,COLLEGE,EDUCATION
7477,16563.65,2014,COLLEGE,EDUCATION
7478,462278.95,2014,COMPANY,EDUCATION
7479,161424.07,2014,COMPANY,EDUCATION
7480,152291.07,2014,COMPANY,EDUCATION
7481,713877.21,2014,COLLEGE,EDUCATION
7482,1850105.39,2014,COLLEGE,EDUCATION
7483,92076.0,2014,COLLEGE,EDUCATION
7484,316664.9,2014,COLLEGE,EDUCATION
7485,295836.24,2014,COLLEGE,EDUCATION
7486,1127980.42,2014,COMPANY,EDUCATION
7487,1761636.0,2014,COMPANY,EDUCATION
7488,33977.0,2014,COMPANY,EDUCATION
7489,61924.16,2014,COMPANY,EDUCATION
7490,1375648.09,2014,COMPANY,EDUCATION
7491,795017.0,2014,COMPANY,EDUCATION
7492,5011.0,2014,COMPANY,EDUCATION
7493,894710.11,2014,COMPANY,EDUCATION
7494,435648.96,2014,COMPANY,EDUCATION
7495,117801.93,2014,COMPANY,EDUCATION
7496,71555.93,2014,COMPANY,EDUCATION
7497,462403.57,2014,COMPANY,EDUCATION
7498,2153278.0,2014,COMPANY,EDUCATION
7499,683067.74,2014,UNIVERSITY,EDUCATION
7500,65021.16,2014,UNIVERSITY,EDUCATION
7501,653515.99,2014,COLLEGE,EDUCATION
7502,4287470.83,2014,COLLEGE,EDUCATION
7503,473362.0,2014,COLLEGE,EDUCATION
7504,516337.0,2014,COLLEGE,EDUCATION
7505,957254.34,2014,COLLEGE,EDUCATION
7506,20778.31,2014,COMPANY,EDUCATION
7507,1818938.0,2014,COMPANY,EDUCATION
7508,810951.0,2014,COMPANY,EDUCATION
7509,107835.0,2014,COMPANY,EDUCATION
7510,196061.0,2014,COMPANY,EDUCATION
7511,48213.0,2014,COMPANY,EDUCATION
7512,419460.0,2014,COMPANY,EDUCATION
7513,1463437.5,2014,COLLEGE,EDUCATION
7514,5119532.64,2014,COLLEGE,EDUCATION
7515,62258.0,2014,COLLEGE,EDUCATION
7516,284324.93,2014,COLLEGE,EDUCATION
7517,732044.64,2014,COLLEGE,EDUCATION
