LeadROName,ProjectCategory,year,Region,AwardPounds
INOCARDIA LIMITED,COLLABORATIVE R&D,2017,WEST MIDLANDS,68688.0
INOVA DESIGN SOLUTIONS LTD,FEASIBILITY STUDIES,2017,SOUTH EAST,69836.0
INOVO ROBOTICS LTD,COLLABORATIVE R&D,2017,EAST OF ENGLAND,154220.0
INSPRO LTD,FEASIBILITY STUDIES,2018,UNKNOWN,142073.0
INSTITUTE FOR FINANCIAL MANAGEMENT & RES,RESEARCH GRANT,2014,OUTSIDE UK,308975.0
INSTITUTE FOR FINANCIAL MANAGEMENT & RES,RESEARCH GRANT,2016,OUTSIDE UK,565728.0
INSTITUTE FOR FISCAL STUDIES,RESEARCH GRANT,2014,LONDON,1337020.0
INSTITUTE FOR FISCAL STUDIES,RESEARCH GRANT,2015,LONDON,7356959.0
INSTITUTE FOR FISCAL STUDIES,RESEARCH GRANT,2016,LONDON,614115.0
INSTITUTE FOR FISCAL STUDIES,RESEARCH GRANT,2017,LONDON,3368796.0
INSTITUTE FOR FISCAL STUDIES,RESEARCH GRANT,2018,LONDON,196957.0
INSTITUTE FOR GOVERNMENT,RESEARCH GRANT,2017,LONDON,143565.0
INSTITUTE FOR PEACE AND SECURITY STUDIES,RESEARCH GRANT,2017,OUTSIDE UK,250513.0
INSTITUTE FOR RESEARCH IN SCHOOLS,RESEARCH GRANT,2017,UNKNOWN,11500.0
INSTITUTE OF CANCER RESEARCH,FELLOWSHIP,2015,LONDON,243836.0
INSTITUTE OF CANCER RESEARCH,FELLOWSHIP,2016,LONDON,583873.0
INSTITUTE OF CANCER RESEARCH,OTHER GRANT,2015,LONDON,338454.0
INSTITUTE OF CANCER RESEARCH,RESEARCH GRANT,2015,LONDON,621519.0
INSTITUTE OF CANCER RESEARCH,RESEARCH GRANT,2016,LONDON,2461592.0
INSTITUTE OF CANCER RESEARCH,TRAINING GRANT,2015,LONDON,95042.0
INSTITUTE OF DEVELOPMENT STUDIES,RESEARCH GRANT,2015,SOUTH EAST,560433.0
INSTITUTE OF DEVELOPMENT STUDIES,RESEARCH GRANT,2016,SOUTH EAST,459463.0
INSTITUTE OF DEVELOPMENT STUDIES,RESEARCH GRANT,2017,SOUTH EAST,638206.0
INSTITUTE OF DEVELOPMENT STUDIES,RESEARCH GRANT,2018,SOUTH EAST,1933251.0
INSTITUTE OF FOOD RESEARCH,RESEARCH GRANT,2015,EAST OF ENGLAND,415769.0
INSTITUTE OF FOOD RESEARCH,RESEARCH GRANT,2016,EAST OF ENGLAND,1401781.0
INSTITUTE OF FOOD RESEARCH,RESEARCH GRANT,2017,EAST OF ENGLAND,1566860.0
INSTITUTE OF FOOD RESEARCH,RESEARCH GRANT,2018,EAST OF ENGLAND,1402756.0
INSTITUTE OF FOOD RESEARCH,TRAINING GRANT,2014,EAST OF ENGLAND,94126.0
INSTITUTE OF FOOD RESEARCH,TRAINING GRANT,2018,EAST OF ENGLAND,98212.0
INSTITUTE OF OCCUPATIONAL MEDICINE,RESEARCH GRANT,2016,SCOTLAND,495171.0
INSTITUTE OF RESEARCH FOR DEVELOPMENT,RESEARCH GRANT,2015,OUTSIDE UK,830568.0
INTEGRATED COMPOUND SEMICONDUCTORS LIMITED,CRD,2018,NORTH WEST,181071.0
INTEGRATED ENVIRONMENTAL SOLUTIONS LIMITED,FEASIBILITY STUDIES,2017,EAST OF ENGLAND,543688.0
INTELCOMM (UK) LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,193767.0
INTELLECTUAL PROPERTY OFFICE,CRD,2018,UNKNOWN,452047.0
INTELLIGENT ENERGY LIMITED,COLLABORATIVE R&D,2015,EAST MIDLANDS,6315719.0
INTELLIGENT ENERGY LIMITED,COLLABORATIVE R&D,2018,EAST MIDLANDS,404767.0
INTELLIGENT FRUIT VISION LIMITED,EU-FUNDED,2017,EAST MIDLANDS,303988.0
INTELLIGENT MAINTENANCE SYSTEMS LIMITED,COLLABORATIVE R&D,2016,SOUTH EAST,3541747.0
INTELLIGENT ROBOTS LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,65016.0
INTENSICHEM LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,88281.0
INTERCAL(UK) LIMITED,FEASIBILITY STUDIES,2018,WEST MIDLANDS,228190.0
INTERFACE POLYMERS LTD,COLLABORATIVE R&D,2017,WEST MIDLANDS,542829.0
INTERNATIONAL CENTRE FOR LIFE TRUST,RESEARCH GRANT,2018,NORTH EAST,105955.0
INTERNATIONAL CONTROLLED ATMOSPHERE LTD.,COLLABORATIVE R&D,2015,SOUTH EAST,186079.0
INTERNATIONAL INSTITUTE FOR ENV AND DEV,RESEARCH GRANT,2015,LONDON,833758.0
INTERNATIONAL INSTITUTE FOR ENV AND DEV,RESEARCH GRANT,2017,LONDON,5903502.0
INTERNATIONAL PAINT LIMITED,COLLABORATIVE R&D,2018,NORTH EAST,618614.0
INTERNATIONAL START SECRETARIAT,RESEARCH GRANT,2015,OUTSIDE UK,256405.0
INTOGRAL LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,140735.0
INTRACT PHARMA LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1120008.0
INTRAY LTD,COLLABORATIVE R&D,2018,UNKNOWN,425393.0
INVENIO SYSTEMS LIMITED,FEASIBILITY STUDIES,2018,NORTH EAST,161355.0
INVENTOR-E LIMITED,FEASIBILITY STUDIES,2018,WEST MIDLANDS,272364.0
INVITRON LIMITED,COLLABORATIVE R&D,2017,WALES,443550.0
IONTAS LIMITED,EU-FUNDED,2016,EAST OF ENGLAND,174595.0
IONTAS LIMITED,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,543363.0
IOTECH SYSTEMS LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,342307.0
IOTICS LTD,COLLABORATIVE R&D,2018,LONDON,383092.0
IPROOV LIMITED,FEASIBILITY STUDIES,2018,LONDON,189460.0
IPSEN BIOPHARM LIMITED,COLLABORATIVE R&D,2018,WALES,864606.0
IQE PLC,COLLABORATIVE R&D,2017,WALES,300885.0
IQE PLC,COLLABORATIVE R&D,2018,WALES,267549.0
IQE PLC,EU-FUNDED,2016,WALES,190840.0
IQE PLC,EU-FUNDED,2017,WALES,215474.0
IRRESISTIBLE MATERIALS LTD,FEASIBILITY STUDIES,2017,WEST MIDLANDS,460389.0
IS-INSTRUMENTS LIMITED,COLLABORATIVE R&D,2017,SOUTH EAST,471905.0
IS-INSTRUMENTS LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,417831.0
ISLAND GAS LIMITED,COLLABORATIVE R&D,2016,LONDON,191963.0
ISOTROPIC SYSTEMS LTD,FEASIBILITY STUDIES,2018,LONDON,1047565.0
IT POWER CONSULTING LIMITED,COLLABORATIVE R&D,2012,SOUTH WEST,1514326.0
ITERATE DESIGN AND INNOVATION LTD,COLLABORATIVE R&D,2017,WALES,887415.0
ITM POWER (TRADING) LIMITED,COLLABORATIVE R&D,2017,EAST MIDLANDS,996162.0
ITM POWER (TRADING) LIMITED,COLLABORATIVE R&D,2018,EAST MIDLANDS,327692.0
ITO WORLD LTD,EU-FUNDED,2018,LONDON,167293.0
ITPE LTD,COLLABORATIVE R&D,2017,SOUTH WEST,988220.0
IZANA BIOSCIENCE LIMITED,COLLABORATIVE R&D,2017,UNKNOWN,1346577.0
J SAINSBURY PLC,COLLABORATIVE R&D,2015,LONDON,210892.0
JAGUAR LAND ROVER LIMITED,COLLABORATIVE R&D,2015,WEST MIDLANDS,1295889.0
JAGUAR LAND ROVER LIMITED,COLLABORATIVE R&D,2016,WEST MIDLANDS,18148840.0
JAGUAR LAND ROVER LIMITED,COLLABORATIVE R&D,2017,WEST MIDLANDS,17075531.0
JAGUAR LAND ROVER LIMITED,COLLABORATIVE R&D,2018,WEST MIDLANDS,10418624.0
JAGUAR LAND ROVER LIMITED,CRD,2018,WEST MIDLANDS,18700515.0
JAGUAR LAND ROVER LIMITED,FEASIBILITY STUDIES,2017,WEST MIDLANDS,398877.0
JAMES FINLAY LTD,COLLABORATIVE R&D,2016,SCOTLAND,688321.0
JAMES FISHER TESTING SERVICES LIMITED,COLLABORATIVE R&D,2017,UNKNOWN,1482837.0
JAMES HUTTON LIMITED,COLLABORATIVE R&D,2015,SCOTLAND,630768.0
JAMES HUTTON LIMITED,FEASIBILITY STUDIES,2015,SCOTLAND,892155.0
JAMES HUTTON LIMITED,FEASIBILITY STUDIES,2018,SCOTLAND,89736.0
JELLAGEN PTY LTD,FEASIBILITY STUDIES,2017,SCOTLAND,329088.0
JELLY PRODUCTS LIMITED,COLLABORATIVE R&D,2017,EAST MIDLANDS,239813.0
JESMOND ENGINEERING LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,1059665.0
JINGO JUICE LTD T/A MARSHMALLOW LASER FEAST,FEASIBILITY STUDIES,2017,LONDON,432414.0
JJ BIOENERGY LIMITED,COLLABORATIVE R&D,2018,WEST MIDLANDS,190878.0
JOHN CAUNT SCIENTIFIC LIMITED,COLLABORATIVE R&D,2015,NORTH WEST,567864.0
JOHN INNES CENTRE,FELLOWSHIP,2014,EAST OF ENGLAND,2247588.0
JOHN INNES CENTRE,FELLOWSHIP,2017,EAST OF ENGLAND,1012044.0
JOHN INNES CENTRE,FELLOWSHIP,2018,EAST OF ENGLAND,304886.0
JOHN INNES CENTRE,RESEARCH GRANT,2013,EAST OF ENGLAND,806167.0
JOHN INNES CENTRE,RESEARCH GRANT,2014,EAST OF ENGLAND,1863141.0
JOHN INNES CENTRE,RESEARCH GRANT,2015,EAST OF ENGLAND,1783937.0
JOHN INNES CENTRE,RESEARCH GRANT,2016,EAST OF ENGLAND,7681362.0
JOHN INNES CENTRE,RESEARCH GRANT,2017,EAST OF ENGLAND,8135133.0
JOHN INNES CENTRE,RESEARCH GRANT,2018,EAST OF ENGLAND,5998665.0
JOHN INNES CENTRE,TRAINING GRANT,2014,EAST OF ENGLAND,93520.0
JOHN INNES CENTRE,TRAINING GRANT,2015,EAST OF ENGLAND,12726143.0
JOHN INNES CENTRE,TRAINING GRANT,2016,EAST OF ENGLAND,96696.0
JOHN INNES CENTRE,TRAINING GRANT,2017,EAST OF ENGLAND,356017.0
JOHN INNES CENTRE,TRAINING GRANT,2018,EAST OF ENGLAND,289034.0
JOHNS HOPKINS UNIVERSITY,RESEARCH GRANT,2015,OUTSIDE UK,865561.0
JOHNSON MATTHEY PLC,COLLABORATIVE R&D,2016,LONDON,3241285.0
JOHNSON MATTHEY PLC,COLLABORATIVE R&D,2017,LONDON,536931.0
JOHNSON MATTHEY PLC,COLLABORATIVE R&D,2018,LONDON,2205169.0
JOHNSON MATTHEY PLC,EU-FUNDED,2018,LONDON,156376.0
JOHNSON MATTHEY PLC,FEASIBILITY STUDIES,2017,LONDON,507003.0
JOINTMEDICA LIMITED,COLLABORATIVE R&D,2018,WEST MIDLANDS,906391.0
JR DYNAMICS LIMITED,COLLABORATIVE R&D,2017,NORTH EAST,556082.0
JR DYNAMICS LIMITED,COLLABORATIVE R&D,2018,NORTH EAST,255429.0
JRI ORTHOPAEDICS LIMITED,COLLABORATIVE R&D,2017,YORKSHIRE AND THE HUMBER,1152256.0
JRI ORTHOPAEDICS LIMITED,COLLABORATIVE R&D,2018,YORKSHIRE AND THE HUMBER,721412.0
JUMP STAFF LTD,COLLABORATIVE R&D,2018,UNKNOWN,342401.0
JUST CHECKING LTD,FEASIBILITY STUDIES,2018,WEST MIDLANDS,52418.0
KAGENOVA LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,69972.0
KAIAM EUROPE LIMITED,COLLABORATIVE R&D,2017,LONDON,647405.0
KEE PROCESS LIMITED,COLLABORATIVE R&D,2016,SOUTH EAST,287768.0
KEELE UNIVERSITY,FELLOWSHIP,2015,WEST MIDLANDS,413944.0
KEELE UNIVERSITY,FELLOWSHIP,2017,WEST MIDLANDS,171094.0
KEELE UNIVERSITY,FELLOWSHIP,2018,WEST MIDLANDS,138138.0
KEELE UNIVERSITY,RESEARCH GRANT,2013,WEST MIDLANDS,610579.0
KEELE UNIVERSITY,RESEARCH GRANT,2015,WEST MIDLANDS,1597277.0
KEELE UNIVERSITY,RESEARCH GRANT,2016,WEST MIDLANDS,936584.0
KEELE UNIVERSITY,RESEARCH GRANT,2017,WEST MIDLANDS,2819957.0
KEELE UNIVERSITY,RESEARCH GRANT,2018,WEST MIDLANDS,4430668.0
KEELE UNIVERSITY,TRAINING GRANT,2014,WEST MIDLANDS,141734.0
KEELE UNIVERSITY,TRAINING GRANT,2015,WEST MIDLANDS,216765.0
KEELE UNIVERSITY,TRAINING GRANT,2018,WEST MIDLANDS,315203.0
KELVIN NANOTECHNOLOGY LIMITED,COLLABORATIVE R&D,2017,SCOTLAND,262482.0
KERONITE INTERNATIONAL LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,281477.0
KETTLE FOODS LTD.,COLLABORATIVE R&D,2016,EAST OF ENGLAND,480938.0
KEYNETIX LIMITED,COLLABORATIVE R&D,2017,WEST MIDLANDS,205553.0
KIGTEK SOLUTIONS LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,528922.0
KIM SOFTWARE SOLUTIONS LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,147516.0
KING'S COLLEGE LONDON,FELLOWSHIP,2011,LONDON,1913771.0
KING'S COLLEGE LONDON,FELLOWSHIP,2013,LONDON,1046025.0
KING'S COLLEGE LONDON,FELLOWSHIP,2014,LONDON,1848368.0
KING'S COLLEGE LONDON,FELLOWSHIP,2015,LONDON,4622889.0
KING'S COLLEGE LONDON,FELLOWSHIP,2016,LONDON,3766411.0
KING'S COLLEGE LONDON,FELLOWSHIP,2017,LONDON,5646310.0
KING'S COLLEGE LONDON,FELLOWSHIP,2018,LONDON,5649269.0
KING'S COLLEGE LONDON,OTHER GRANT,2013,LONDON,3650179.0
KING'S COLLEGE LONDON,OTHER GRANT,2014,LONDON,4994511.0
KING'S COLLEGE LONDON,OTHER GRANT,2016,LONDON,679807.0
KING'S COLLEGE LONDON,OTHER GRANT,2017,LONDON,6165151.0
KING'S COLLEGE LONDON,OTHER GRANT,2018,LONDON,56484.0
KING'S COLLEGE LONDON,RESEARCH GRANT,2011,LONDON,2578995.0
KING'S COLLEGE LONDON,RESEARCH GRANT,2012,LONDON,7287953.0
KING'S COLLEGE LONDON,RESEARCH GRANT,2013,LONDON,4043864.0
KING'S COLLEGE LONDON,RESEARCH GRANT,2014,LONDON,12911328.0
KING'S COLLEGE LONDON,RESEARCH GRANT,2015,LONDON,33698818.0
KING'S COLLEGE LONDON,RESEARCH GRANT,2016,LONDON,31250764.0
KING'S COLLEGE LONDON,RESEARCH GRANT,2017,LONDON,49482910.0
KING'S COLLEGE LONDON,RESEARCH GRANT,2018,LONDON,43734104.0
KING'S COLLEGE LONDON,TRAINING GRANT,2011,LONDON,7125093.0
KING'S COLLEGE LONDON,TRAINING GRANT,2013,LONDON,137296.0
KING'S COLLEGE LONDON,TRAINING GRANT,2014,LONDON,9902726.0
KING'S COLLEGE LONDON,TRAINING GRANT,2015,LONDON,2592649.0
KING'S COLLEGE LONDON,TRAINING GRANT,2016,LONDON,2596364.0
KING'S COLLEGE LONDON,TRAINING GRANT,2017,LONDON,7619889.0
KING'S COLLEGE LONDON,TRAINING GRANT,2018,LONDON,6584318.0
KINGSTON UNIVERSITY,CRD,2018,LONDON,47740.0
KINGSTON UNIVERSITY,FELLOWSHIP,2016,LONDON,199813.0
KINGSTON UNIVERSITY,RESEARCH GRANT,2017,LONDON,279703.0
KINGSTON UNIVERSITY,RESEARCH GRANT,2018,LONDON,183120.0
KINGSTON UNIVERSITY,TRAINING GRANT,2011,LONDON,385242.0
KINGSTON UNIVERSITY HIGHER EDUCATION CORPORATION,KNOWLEDGE TRANSFER PARTNERSHIP,2016,LONDON,361356.0
KINSENSUS LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,101500.0
KIROKU LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,70000.0
KNOWLEDGE CAPITAL LTD,FEASIBILITY STUDIES,2018,EAST OF ENGLAND,69776.0
KNOWLEDGE NOW LIMITED,CRD,2018,YORKSHIRE AND THE HUMBER,83407.0
KNOWLEDGE TRANSFER NETWORK,COLLABORATIVE R&D,2015,SOUTH WEST,521000.0
KNOWLEDGE TRANSFER NETWORK,CRD,2018,SOUTH WEST,2032061.0
KNOWLEDGE TRANSFER NETWORK,KNOWLEDGE TRANSFER NETWORK,2015,SOUTH WEST,52274701.0
KNOWLEDGE TRANSFER NETWORK,KNOWLEDGE TRANSFER NETWORK,2017,SOUTH WEST,857010.0
KNOWLEDGE TRANSFER NETWORK,KNOWLEDGE TRANSFER NETWORK,2018,SOUTH WEST,254590.0
KNOWLEDGE TRANSFER NETWORK LIMITED,CRD,2018,UNKNOWN,1115000.0
KOKOON TECHNOLOGY LTD,COLLABORATIVE R&D,2018,UNKNOWN,338855.0
KOOLMILL SYSTEMS LTD,COLLABORATIVE R&D,2017,WEST MIDLANDS,289709.0
KOPERNIO LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,116876.0
KORTICAL LTD,CRD,2018,UNKNOWN,742508.0
KPAD LTD,COLLABORATIVE R&D,2017,LONDON,223541.0
KRATOS ANALYTICAL LIMITED,FEASIBILITY STUDIES,2017,UNKNOWN,68829.0
KROMEK LIMITED,COLLABORATIVE R&D,2017,NORTH EAST,863170.0
KROMEK LIMITED,COLLABORATIVE R&D,2018,NORTH EAST,957269.0
KROMEK LIMITED,CRD,2018,NORTH EAST,320768.0
KUEHNE + NAGEL LIMITED,COLLABORATIVE R&D,2017,LONDON,2138313.0
KUKA ROBOTICS UK LTD,CRD,2018,UNKNOWN,504207.0
KULIMA INTEGRATED DEVELOPMENT SOLUTIONS,RESEARCH GRANT,2015,OUTSIDE UK,554141.0
KW SPECIAL PROJECTS LIMITED,COLLABORATIVE R&D,2017,EAST MIDLANDS,520649.0
KW SPECIAL PROJECTS LIMITED,CRD,2018,EAST MIDLANDS,678204.0
KW SPECIAL PROJECTS LIMITED,FEASIBILITY STUDIES,2018,EAST MIDLANDS,304320.0
KWS UK LIMITED,COLLABORATIVE R&D,2014,WEST MIDLANDS,162336.0
KWS UK LIMITED,COLLABORATIVE R&D,2015,WEST MIDLANDS,853849.0
KWS UK LIMITED,COLLABORATIVE R&D,2016,WEST MIDLANDS,326104.0
KWS UK LIMITED,COLLABORATIVE R&D,2018,WEST MIDLANDS,732917.0
KYMIRA LIMITED,COLLABORATIVE R&D,2018,SOUTH EAST,373259.0
KYMIRA LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,132332.0
L & B CARE SERVICES LTD,FEASIBILITY STUDIES,2018,UNKNOWN,65914.0
L.P.W. TECHNOLOGY LIMITED,COLLABORATIVE R&D,2017,NORTH WEST,680905.0
LABGENIUS LIMITED,COLLABORATIVE R&D,2017,LONDON,654711.0
LABXERO LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,625534.0
LABXERO LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,1437972.0
LANCASTER UNIVERSITY,FELLOWSHIP,2016,NORTH WEST,2498789.0
LANCASTER UNIVERSITY,FELLOWSHIP,2017,NORTH WEST,1846013.0
LANCASTER UNIVERSITY,FELLOWSHIP,2018,NORTH WEST,1638654.0
LANCASTER UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2015,NORTH WEST,166902.0
LANCASTER UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2016,NORTH WEST,100229.0
LANCASTER UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,NORTH WEST,100022.0
LANCASTER UNIVERSITY,RESEARCH GRANT,2013,NORTH WEST,5793761.0
LANCASTER UNIVERSITY,RESEARCH GRANT,2014,NORTH WEST,898013.0
LANCASTER UNIVERSITY,RESEARCH GRANT,2015,NORTH WEST,19649444.0
LANCASTER UNIVERSITY,RESEARCH GRANT,2016,NORTH WEST,16178862.0
LANCASTER UNIVERSITY,RESEARCH GRANT,2017,NORTH WEST,26796682.0
LANCASTER UNIVERSITY,RESEARCH GRANT,2018,NORTH WEST,14552738.0
LANCASTER UNIVERSITY,TRAINING GRANT,2013,NORTH WEST,68648.0
LANCASTER UNIVERSITY,TRAINING GRANT,2014,NORTH WEST,10716684.0
LANCASTER UNIVERSITY,TRAINING GRANT,2015,NORTH WEST,1869846.0
LANCASTER UNIVERSITY,TRAINING GRANT,2016,NORTH WEST,1998492.0
LANCASTER UNIVERSITY,TRAINING GRANT,2017,NORTH WEST,1955003.0
LANCASTER UNIVERSITY,TRAINING GRANT,2018,NORTH WEST,3907796.0
LANDFILL SYSTEMS MAINTENANCE LIMITED,COLLABORATIVE R&D,2018,EAST OF ENGLAND,65928.0
LARKFLEET LIMITED,COLLABORATIVE R&D,2017,EAST MIDLANDS,367310.0
LARKFLEET LIMITED,FEASIBILITY STUDIES,2017,EAST MIDLANDS,203250.0
LAUNCHPAD RECRUITS LTD,FEASIBILITY STUDIES,2017,LONDON,236991.0
LAURIE ANDREW MARK FREEMAN,COLLABORATIVE R&D,2018,UNKNOWN,8414.0
LAWRENCE DAVID LIMITED,COLLABORATIVE R&D,2017,EAST OF ENGLAND,346925.0
LCMB BUILDING PERFORMANCE LTD,COLLABORATIVE R&D,2016,SOUTH EAST,221071.0
LEAH BERTRAM,COLLABORATIVE R&D,2018,UNKNOWN,8414.0
LEAPIAN LTD,FEASIBILITY STUDIES,2018,UNKNOWN,67375.0
LEEDS & YORK PARTNERSHIP NHS FDN TRUST,RESEARCH GRANT,2013,YORKSHIRE AND THE HUMBER,668736.0
LEEDS BECKETT UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2015,YORKSHIRE AND THE HUMBER,59171.0
LEEDS BECKETT UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2016,YORKSHIRE AND THE HUMBER,104355.0
LEEDS BECKETT UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2017,YORKSHIRE AND THE HUMBER,80207.0
LEEDS BECKETT UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,YORKSHIRE AND THE HUMBER,85935.0
LEEDS METROPOLITAN UNIVERSITY,RESEARCH GRANT,2015,YORKSHIRE AND THE HUMBER,301001.0
LEEDS METROPOLITAN UNIVERSITY,RESEARCH GRANT,2016,YORKSHIRE AND THE HUMBER,342699.0
LETTUS GROW LTD,CRD,2018,SOUTH WEST,488981.0
LEYLAND TRUCKS LIMITED,COLLABORATIVE R&D,2018,NORTH WEST,1976095.0
LGC LIMITED,COLLABORATIVE R&D,2018,LONDON,186948.0
LIBERTINE FPE LIMITED,COLLABORATIVE R&D,2017,YORKSHIRE AND THE HUMBER,868678.0
LICENERGY (UK) LIMITED,COLLABORATIVE R&D,2018,SOUTH WEST,747636.0
LIF NANO RX LTD,COLLABORATIVE R&D,2017,EAST OF ENGLAND,828627.0
LIG BIOWISE LIMITED,CRD,2018,NORTH WEST,34270.0
LIGHTBULB ES LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,112277.0
LIGHTPOINT MEDICAL LTD,COLLABORATIVE R&D,2017,EAST OF ENGLAND,965703.0
LIGHTRICITY LIMITED,FEASIBILITY STUDIES,2018,SOUTH EAST,69750.0
LILONGWE UNI OF AGRI AND NAT RESOURCES,RESEARCH GRANT,2016,OUTSIDE UK,36973.0
LIMBIK LIMITED,CRD,2018,UNKNOWN,43437.0
LINA ENERGY LTD,FEASIBILITY STUDIES,2018,UNKNOWN,198712.0
LIQUID BRONZE LIMITED,FEASIBILITY STUDIES,2018,NORTH WEST,230136.0
LIQUID VISION INNOVATION LIMITED,FEASIBILITY STUDIES,2018,LONDON,74315.0
LITTLEPORT MUSHROOM FARMS LLP,COLLABORATIVE R&D,2017,EAST OF ENGLAND,354483.0
LITUS INDUSTRIAL LIMITED,EU-FUNDED,2018,UNKNOWN,37029.0
LITUS INDUSTRIAL LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,67806.0
LIVE CINEMA LTD.,CRD,2018,UNKNOWN,23817.0
LIVERPOOL HOPE UNIVERSITY,CRD,2018,NORTH WEST,119531.0
LIVERPOOL HOPE UNIVERSITY,RESEARCH GRANT,2018,NORTH WEST,54433.0
LIVERPOOL JOHN MOORES UNIVERSITY,CRD,2018,NORTH WEST,323101.0
LIVERPOOL JOHN MOORES UNIVERSITY,FELLOWSHIP,2017,NORTH WEST,114140.0
LIVERPOOL JOHN MOORES UNIVERSITY,FELLOWSHIP,2018,NORTH WEST,195795.0
LIVERPOOL JOHN MOORES UNIVERSITY,KNOWLEDGE TRANSFER PARTNERSHIP,2018,NORTH WEST,220833.0
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH GRANT,2014,NORTH WEST,517676.0
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH GRANT,2015,NORTH WEST,1314851.0
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH GRANT,2016,NORTH WEST,350698.0
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH GRANT,2017,NORTH WEST,735885.0
LIVERPOOL JOHN MOORES UNIVERSITY,RESEARCH GRANT,2018,NORTH WEST,3423049.0
LIVERPOOL JOHN MOORES UNIVERSITY,TRAINING GRANT,2014,NORTH WEST,212601.0
LIVERPOOL JOHN MOORES UNIVERSITY,TRAINING GRANT,2015,NORTH WEST,578040.0
LIVERPOOL JOHN MOORES UNIVERSITY,TRAINING GRANT,2016,NORTH WEST,193392.0
LIVERPOOL JOHN MOORES UNIVERSITY,TRAINING GRANT,2017,NORTH WEST,223617.0
LIVERPOOL JOHN MOORES UNIVERSITY,TRAINING GRANT,2018,NORTH WEST,324208.0
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,FELLOWSHIP,2017,NORTH WEST,290658.0
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,RESEARCH GRANT,2014,NORTH WEST,1305346.0
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,RESEARCH GRANT,2015,NORTH WEST,5518796.0
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,RESEARCH GRANT,2016,NORTH WEST,1147905.0
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,RESEARCH GRANT,2017,NORTH WEST,10453008.0
LIVERPOOL SCHOOL OF TROPICAL MEDICINE,RESEARCH GRANT,2018,NORTH WEST,4937268.0
LIVING WATER ECOSYSTEMS LTD.,COLLABORATIVE R&D,2018,UNKNOWN,569335.0
LIVING WITH LTD,COLLABORATIVE R&D,2018,UNKNOWN,523224.0
LLEO LIMITED,FEASIBILITY STUDIES,2018,UNKNOWN,68501.0
LOCATE THERAPEUTICS LIMITED,COLLABORATIVE R&D,2017,EAST MIDLANDS,614952.0
LOIS MEDICAL  LTD,CRD,2018,UNKNOWN,165688.0
LOMBARD MEDICAL LIMITED,COLLABORATIVE R&D,2018,UNKNOWN,480665.0
LONDON BUSINESS SCHOOL,TRAINING GRANT,2017,LONDON,330800.0
LONDON EV COMPANY LIMITED,COLLABORATIVE R&D,2016,UNKNOWN,17526757.0
LONDON FOREST PRODUCTS LIMITED,FEASIBILITY STUDIES,2017,LONDON,68991.0
LONDON METROPOLITAN UNIVERSITY,CRD,2018,LONDON,82245.0
LONDON SCH OF HYGIENE AND TROP MEDICINE,FELLOWSHIP,2013,LONDON,368319.0
LONDON SCH OF HYGIENE AND TROP MEDICINE,FELLOWSHIP,2014,LONDON,222310.0
LONDON SCH OF HYGIENE AND TROP MEDICINE,FELLOWSHIP,2015,LONDON,1684847.0
LONDON SCH OF HYGIENE AND TROP MEDICINE,FELLOWSHIP,2016,LONDON,1050465.0
