LeadROName,StartDate,AwardPounds
OSTIQUE LIMITED,2018,167063.0
OVATIONDATA LIMITED,2018,470514.0
OVE ARUP & PARTNERS LIMITED,2015,9167177.0
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),2012,299792.0
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),2015,70913.0
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),2016,258630.0
OVERSEAS DEVELOPMENT INST ODI (INTERNAT),2018,144579.0
OVIVA UK LIMITED,2018,51738.0
OVO ENERGY LTD,2018,3086213.0
OXBOTICA LIMITED,2017,8796065.0
OXBOTICA LIMITED,2018,174611.0
OXFORD ADVANCED SURFACES LIMITED,2017,101042.0
OXFORD BIOMATERIALS LIMITED,2016,159888.0
OXFORD BIOMEDICA (UK) LIMITED,2017,1328892.0
OXFORD BIOMEDICA (UK) LIMITED,2018,1995000.0
OXFORD BIOTRANS LIMITED,2018,68805.0
OXFORD BROOKES UNIVERSITY,2015,566326.0
OXFORD BROOKES UNIVERSITY,2016,816237.0
OXFORD BROOKES UNIVERSITY,2017,1931909.0
OXFORD BROOKES UNIVERSITY,2018,2418891.0
OXFORD CARESENSE LIMITED,2018,329893.0
OXFORD DRUG DESIGN LIMITED,2017,922203.0
OXFORD ELECTROMAGNETIC SOLUTIONS LIMITED,2018,66790.0
OXFORD EXPRESSION TECHNOLOGIES LIMITED,2016,275526.0
OXFORD EXPRESSION TECHNOLOGIES LIMITED,2018,2000000.0
OXFORD FIBER LTD,2018,61695.0
OXFORD FLOW LIMITED,2018,105000.0
OXFORD GENETICS LTD,2017,1532597.0
OXFORD HIGHQ LTD,2018,455258.0
OXFORD INSTRUMENTS NANOTECHNOLOGY TOOLS LIMITED,2017,266115.0
OXFORD LASERS LIMITED,2017,248072.0
OXFORD LASERS LIMITED,2018,1251407.0
OXFORD MESTAR LIMITED,2018,461416.0
OXFORD NANOSYSTEMS LTD,2018,286363.0
OXFORD SPACE SYSTEMS LIMITED,2017,391840.0
"OXFORD VACCINE GROUP, UNIVERSITY OF OXFORD",2017,2991418.0
OXFORD VR LIMITED,2018,99514.0
OXIS ENERGY LIMITED,2018,5257127.0
OXITEC LIMITED,2016,218599.0
OXMET TECHNOLOGIES LIMITED,2018,566131.0
OXSENSIS LIMITED,2014,1223880.0
OXULAR LIMITED,2017,690003.0
OXULAR LIMITED,2018,128867.0
OZO INNOVATIONS LIMITED,2017,590332.0
P&O FERRIES HOLDINGS LIMITED,2017,1489614.0
P. I. BIOSCIENCE LIMITED,2017,74326.0
P.A.K. ENGINEERING LIMITED,2017,91718.0
P.E. COMPOSITES LIMITED,2017,497542.0
P8E LTD,2017,69040.0
PALL EUROPE LIMITED,2017,1437419.0
PAPUA NEW GUINEA INST OF MED RESEARCH,2016,3346448.0
PARAGRAF LIMITED,2018,69943.0
PARCELVISION LIMITED,2018,349986.0
PARKER HANNIFIN MANUFACTURING (UK) LIMITED,2017,496384.0
PARKOPEDIA LIMITED,2018,1206777.0
PARKSIDE FLEXIBLES (EUROPE) LIMITED,2018,135514.0
PASSIVSYSTEMS LIMITED,2018,128911.0
PBS INTERNATIONAL LTD,2018,60816.0
PCR BIO SYSTEMS LIMITED,2017,345940.0
PECM SYSTEMS LTD,2018,80231.0
PELUCID LIMITED,2017,182746.0
PENSO CONSULTING LTD,2017,8197183.0
PEPSICO INTERNATIONAL LIMITED,2015,1175227.0
PEPSICO INTERNATIONAL LIMITED,2017,229974.0
PEPTINNOVATE LIMITED,2018,69914.0
PERCEPTUAL ROBOTICS LIMITED,2018,989926.0
PERFECTUS BIOMED LTD,2017,70427.0
PERKINS ENGINES COMPANY LIMITED,2015,15617112.0
PERKINS ENGINES COMPANY LIMITED,2018,2004438.0
PERLEMAX LIMITED,2016,1037455.0
PERLEMAX LIMITED,2017,109348.0
PERLEMAX LIMITED,2018,87366.0
PERPETUUM LIMITED,2018,901222.0
PERSONALYZE LIMITED,2018,105465.0
PERSPECTUM DIAGNOSTICS LTD,2016,229251.0
PERSPECTUM DIAGNOSTICS LTD,2017,1116603.0
PERVASID LIMITED,2018,281149.0
PET TECHNOLOGY LIMITED,2018,274178.0
PHAM NGOC THACH UNIVERSITY OF MEDICINE,2017,148294.0
PHASE CHANGE MATERIAL PRODUCTS LTD,2017,973319.0
PHASE CHANGE MATERIAL PRODUCTS LTD,2018,365506.0
PHICO THERAPEUTICS LIMITED,2018,1390139.0
PHOENIX SCIENTIFIC INDUSTRIES LIMITED,2017,1029859.0
PHOREMOST LIMITED,2017,1611749.0
PHOTOCENTRIC LIMITED,2017,479153.0
PHOTOCENTRIC LIMITED,2018,601532.0
PHOTON ENGINEERS LTD,2018,293166.0
PHOTON FORCE LTD,2017,395189.0
PHYSIOMICS PLC,2018,68115.0
PHYTOFORM LABS LTD,2018,69773.0
PICO TECHNOLOGY  LIMITED,2018,320809.0
PIG IMPROVEMENT COMPANY UK LIMITED,2015,475416.0
PIMLOC LIMITED,2018,209142.0
PIRETA LIMITED,2018,113678.0
PLANET OCEAN LIMITED,2018,602590.0
PLANT INTEGRITY LIMITED,2016,513703.0
PLASMA APP LTD.,2018,370946.0
PLASTICELL LIMITED,2015,1303198.0
PLASTICELL LIMITED,2017,920438.0
PLASTICELL LIMITED,2018,742238.0
PLATINA BIOMEDICAL TECHNOLOGIES LIMITED,2018,68195.0
PLYMOUTH MARINE LABORATORY,2012,357254.0
PLYMOUTH MARINE LABORATORY,2014,2007263.0
PLYMOUTH MARINE LABORATORY,2015,599840.0
PLYMOUTH MARINE LABORATORY,2016,1463395.0
PLYMOUTH MARINE LABORATORY,2017,7819352.0
PLYMOUTH MARINE LABORATORY,2018,2692921.0
PM CORPORATION LIMITED(T/A EVERFRESH NATURAL FOODS,2018,408547.0
PMW TECHNOLOGY LIMITED,2017,157179.0
POINTO RECRUITMENT LIMITED,2018,47112.0
POSTAL HERITAGE TRUST,2018,37674.0
POSTULATE LTD,2018,348821.0
POWER ENABLE SOLUTIONS LIMITED,2018,144586.0
POWER ROLL LIMITED,2017,143486.0
POWER ROLL LIMITED,2018,643983.0
POWER TRANSITION  LTD,2018,151397.0
POWERTRAIN R&D LIMITED,2017,346995.0
POWERVAULT LTD,2018,509763.0
PQSHIELD LTD,2018,697058.0
PRAGMATIC PRINTING LIMITED,2018,69873.0
PRE CHASM RESEARCH LIMITED,2018,142132.0
PRECISION ACOUSTICS LIMITED,2017,993129.0
PRECISION DECISIONS LIMITED,2018,134168.0
PRECISION VARIONIC INTERNATIONAL LIMITED,2016,1243871.0
PREDICTIMMUNE LIMITED,2018,69820.0
PRESTON ELECTRIC VEHICLES LTD,2018,105000.0
PRINTED ELECTRONICS LIMITED,2016,52060.0
PRINTED ELECTRONICS LIMITED,2018,204383.0
PRIORITY DIGITAL HEALTH LIMITED,2018,51004.0
PRISM NOVA LIMITED,2017,67461.0
PRISMA ELECTRONICS (UK) LTD,2016,504417.0
PROCARTA BIOSYSTEMS LIMITED,2018,459354.0
PROCESS SYSTEMS ENTERPRISE LIMITED,2018,59786.0
PROCESS VISION LTD,2018,642379.0
PROCESSORS & GROWERS RESEARCH ORGANISATION,2014,280849.0
PROCESSORS & GROWERS RESEARCH ORGANISATION,2018,92248.0
PRODUCTIV LIMITED,2017,1758969.0
PROGNOSTIX LIMITED,2017,869783.0
PROJECT ANDIAMO LTD,2017,958461.0
PROJECT PROVENANCE LIMITED,2018,175082.0
PROKARIUM LIMITED,2016,1409888.0
PROPELMEE LIMITED,2018,199526.0
PROSIG LIMITED,2017,398941.0
PROTEIN TECHNOLOGIES LIMITED,2016,341695.0
PROVENANCE PARTNERS LIMITED,2016,550482.0
PROXIMIE LIMITED,2018,69924.0
PROZOMIX LIMITED,2018,160714.0
PST SENSORS EUROPE LIMITED,2018,199854.0
PSYOMICS LTD,2017,183723.0
PSYROS DIAGNOSTICS  LTD,2018,67772.0
PUBLIC HEALTH ENGLAND,2017,273433.0
PUBLIC HEALTH FOUNDATION OF INDIA,2015,121403.0
PUBLIC HEALTH FOUNDATION OF INDIA,2017,673520.0
PULSIV SOLAR LIMITED,2018,113823.0
PURIDIFY LTD.,2018,342979.0
PV3 TECHNOLOGIES LTD,2017,371210.0
PVOH POLYMERS LIMITED,2018,403929.0
PX HEALTHCARE LIMITED,2018,39857.0
PYREOS LIMITED,2017,739567.0
PYROGUARD UK LIMITED,2018,384200.0
Q-BOT LIMITED,2017,538328.0
Q-BOT LIMITED,2018,1186420.0
QBOTS TECHNOLOGIES LTD,2018,293049.0
QINETIQ GROUP PLC,2016,1188880.0
QINETIQ LIMITED,2015,59916.0
QINETIQ LIMITED,2017,152125.0
QINETIQ LIMITED,2018,948776.0
QIOPTIQ LIMITED,2018,610804.0
QMC INSTRUMENTS LIMITED,2015,119461.0
QUALITY MILK MANAGEMENT SERVICES LIMITED,2018,300324.0
QUANTEMOL LIMITED,2015,197503.0
QUANTOPTICON LTD.,2018,122023.0
QUAY PHARMACEUTICALS LIMITED,2015,221093.0
QUEEN MARGARET UNIVERSITY EDINBURGH,2016,197099.0
"QUEEN MARY, UNIVERSITY OF LONDON",2011,5029442.0
"QUEEN MARY, UNIVERSITY OF LONDON",2014,17194534.0
"QUEEN MARY, UNIVERSITY OF LONDON",2015,17398122.0
"QUEEN MARY, UNIVERSITY OF LONDON",2016,10592991.0
"QUEEN MARY, UNIVERSITY OF LONDON",2017,19790057.0
"QUEEN MARY, UNIVERSITY OF LONDON",2018,25635030.0
QUEEN'S UNIVERSITY OF BELFAST,2013,13516542.0
QUEEN'S UNIVERSITY OF BELFAST,2014,8058101.0
QUEEN'S UNIVERSITY OF BELFAST,2015,16251215.0
QUEEN'S UNIVERSITY OF BELFAST,2016,16702658.0
QUEEN'S UNIVERSITY OF BELFAST,2017,24528703.0
QUEEN'S UNIVERSITY OF BELFAST,2018,18654990.0
QXBRANCH LLC,2017,499985.0
R E A P SYSTEMS LTD.,2016,1004645.0
R-TECH CONSULTANTS LIMITED,2017,69962.0
R.E. BOWERS & FREEMAN LIMITED,2018,376092.0
RAB MICROFLUIDICS RESEARCH AND DEVELOPMENT COMPANY LIMITED,2018,128485.0
RADBOUD UNIVERSITY NIJMEGEN,2017,1204510.0
RADMOD RESEARCH LTD.,2018,317982.0
RAILVIEW LIMITED,2018,850963.0
RAM INNOVATIONS LTD,2017,751276.0
RANDOX LABORATORIES LIMITED,2017,495712.0
RANDOX LABORATORIES LIMITED,2018,727500.0
RANPLAN WIRELESS NETWORK DESIGN LTD,2017,307692.0
RANPLAN WIRELESS NETWORK DESIGN LTD,2018,348381.0
RAPHAELLA DESIGNS,2018,8414.0
RAPID POWDERS LIMITED,2018,166485.0
RAPITA SYSTEMS LIMITED,2016,122320.0
RAWWATER ENGINEERING COMPANY LIMITED,2017,699494.0
RAWWATER ENGINEERING COMPANY LIMITED,2018,297534.0
RBD HOLDINGS LIMITED,2018,85717.0
RCM2 LIMITED,2018,961604.0
READING SCIENTIFIC SERVICES LIMITED (ENTITY OF MONDELEZ INTERNATIONAL),2016,790765.0
RECYCLING TECHNOLOGIES LTD,2016,687890.0
RECYCLING TECHNOLOGIES LTD,2017,975144.0
RED CROSS RED CRESCENT CLIMATE CENTRE,2015,193121.0
REDBITE SOLUTIONS LTD,2018,677672.0
REDBRICK ENTERPRISES LIMITED,2018,236836.0
REDWAVE LABS LTD,2018,101507.0
REFGAS LIMITED,2017,646433.0
RELIABLE DATA SYSTEMS INTERNATIONAL LIMITED,2018,636715.0
RELIANCE PRECISION LIMITED,2017,666383.0
RENEPHRA LIMITED,2018,90137.0
RENEURON LIMITED,2016,2104240.0
RENEURON LIMITED,2017,1766825.0
RENEURON LIMITED,2018,1600969.0
RENEWABLE ADVICE LTD,2017,1117919.0
RENISHAW P L C,2015,778802.0
RENISHAW P L C,2017,840093.0
RENOVO SOUTH ENGINEERING SERVICES LTD,2017,296563.0
RERUM CONSULTANCY LIMITED,2018,68610.0
RESEARCH COMPLEX AT HARWELL,2013,1847559.0
RETINASCAN LIMITED,2018,787359.0
RETURN LOADS LLP,2017,102958.0
REVIVOCELL LIMITED,2018,69724.0
REVOLVE TECHNOLOGIES LIMITED,2017,857629.0
REXGENERO LIMITED,2018,1349001.0
RFC POWER LIMITED,2018,219530.0
RICARDO UK LIMITED,2018,4838287.0
RICHMOND DESIGN & MARKETING LIMITED,2016,856767.0
RICHMOND DESIGN & MARKETING LIMITED,2017,1568241.0
RICHMOND DESIGN & MARKETING LIMITED,2018,2454004.0
RIDGEWAY BIOLOGICALS LIMITED,2015,316891.0
RINICOM LIMITED,2016,178730.0
RIVER LANE RESEARCH LTD,2018,279838.0
RIVERSIDE MEDICAL PACKAGING COMPANY LIMITED,2017,394090.0
ROBERT BOSCH LIMITED,2016,3374499.0
ROBOSCIENTIFIC LIMITED,2018,68638.0
ROEHAMPTON UNIVERSITY,2016,875593.0
ROEHAMPTON UNIVERSITY,2017,310553.0
ROLLS-ROYCE CONTROLS AND DATA SERVICES LIMITED,2014,4471361.0
ROLLS-ROYCE CONTROLS AND DATA SERVICES LIMITED,2016,4485119.0
ROLLS-ROYCE PLC,2012,10355245.0
ROLLS-ROYCE PLC,2014,6874358.0
ROLLS-ROYCE PLC,2015,747302.0
ROLLS-ROYCE PLC,2016,130173257.0
ROLLS-ROYCE PLC,2017,45218517.0
ROLLS-ROYCE PLC,2018,119318406.0
ROMAN CONSTRUCTION PRODUCTS LTD,2017,45743.0
ROMAX TECHNOLOGY LTD.,2018,1866109.0
ROOM FOR HELP LTD,2018,8414.0
ROSLIN CELL THERAPIES LIMITED,2018,869740.0
ROTHAMSTED RESEARCH,2014,314391.0
ROTHAMSTED RESEARCH,2015,4108499.0
ROTHAMSTED RESEARCH,2016,12805559.0
ROTHAMSTED RESEARCH,2017,2319634.0
ROTHAMSTED RESEARCH,2018,2950918.0
ROTOR DESIGN SOLUTIONS LIMITED,2018,46457.0
ROUND MIDNIGHT LTD,2018,35796.0
ROUTE MONKEY LIMITED,2017,651435.0
ROVCO LIMITED,2017,140469.0
ROYAL ASTRONOMICAL SOCIETY,2018,15000.0
ROYAL BOTANIC GARDENS EDINBURGH,2016,457037.0
ROYAL BOTANIC GARDENS KEW,2015,249737.0
ROYAL BOTANIC GARDENS KEW,2017,606611.0
ROYAL BOTANIC GARDENS KEW,2018,1105379.0
ROYAL CENTRAL SCH OF SPEECH AND DRAMA,2018,575530.0
ROYAL COLLEGE OF ART,2014,1673747.0
ROYAL COLLEGE OF ART,2016,351879.0
ROYAL COLLEGE OF ART,2018,630555.0
ROYAL COLLEGE OF MUSIC,2017,35409.0
ROYAL COLLEGE OF MUSIC,2018,809096.0
ROYAL CONSERVATOIRE OF SCOTLAND,2017,24162.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",2013,4042345.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",2014,886824.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",2015,4996427.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",2016,9288880.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",2017,7499190.0
"ROYAL HOLLOWAY, UNIVERSITY OF LONDON",2018,13392959.0
ROYAL STOKE UNIVERSITY HOSPITAL,2018,1116935.0
ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,2016,1781941.0
ROYAL UNITED SERVICES INSTITUTE,2015,187863.0
ROYAL VETERINARY COLLEGE,2014,1833150.0
ROYAL VETERINARY COLLEGE,2015,2538949.0
ROYAL VETERINARY COLLEGE,2016,2208704.0
ROYAL VETERINARY COLLEGE,2017,4310374.0
ROYAL VETERINARY COLLEGE,2018,2602770.0
ROYSTON LIMITED,2016,937928.0
RPPTV LIMITED,2016,683654.0
RPPTV LIMITED,2018,47481.0
RSK ADAS LIMITED,2015,825611.0
RSK ENVIRONMENT LIMITED,2017,99515.0
RSK ENVIRONMENT LIMITED,2018,6005395.0
RTC ELECTRONICS LTD,2017,317072.0
RTC NORTH LIMITED,2018,455088.0
RUSSELL IPM LTD,2018,722634.0
S.S. TUBE TECHNOLOGY LIMITED,2017,363985.0
SAFEGUARD NAUTICA LTD,2018,41985.0
SAFFRON TRACEABILITY LIMITED,2018,61218.0
SAFRAN LANDING SYSTEMS UK LTD,2016,13364035.0
SAFRAN NACELLES LTD,2016,1562557.0
SAFRAN POWER UK LTD.,2017,17198793.0
SAGETECH MEDICAL EQUIPMENT LIMITED,2018,762131.0
SAINSBURY'S SUPERMARKETS LTD,2017,555690.0
SAKER SOLUTIONS LIMITED,2016,429121.0
SAMAD POWER LTD,2017,1140500.0
SAMSUNG ELECTRONICS (UK) LIMITED,2018,567883.0
SANDWELL UK LIMITED,2018,108687.0
SANGATH,2016,91086.0
SANGATH,2017,151570.0
SANGATH,2018,151749.0
SARETIUS LTD,2016,281552.0
SATELLITE APPLICATIONS CATAPULT LIMITED,2018,69860932.0
SATOSHI SYSTEMS LIMITED,2018,349963.0
SCALED LIMITED,2017,463548.0
SCALLOPTECH LIMITED,2016,56005.0
SCENE CONNECT LTD,2018,209166.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,2014,633870.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,2015,2128197.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,2016,393180.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,2017,14351376.0
SCHOOL OF ORIENTAL & AFRICAN STUDIES,2018,900954.0
SCIENCE MUSEUM GROUP,2018,281648.0
SCIENTIFIC EVENT LIMITED,2017,234198.0
SCITEK CONSULTANTS LIMITED,2016,48338.0
SCORPION TOOLING UK LIMITED,2018,99312.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,2013,1018974.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,2014,639546.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,2015,94126.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,2017,7815592.0
SCOTTISH ASSOCIATION FOR MARINE SCIENCE,2018,2203995.0
SCOTTISH ENVIRONMENT PROTECTION AGENCY,2018,518390.0
SCOTTISH UNIVERSITIES ENVIRONMENTAL RESEARCH CENTRE (SUERC),2013,63808.0
SCOTTISH UNIVERSITIES ENVIRONMENTAL RESEARCH CENTRE (SUERC),2016,88000.0
SCOTTISH UNIVERSITIES ENVIRONMENTAL RESEARCH CENTRE (SUERC),2018,62678.0
SEABED SCOUR CONTROL SYSTEMS LIMITED,2018,1315312.0
SEACHILL UK LIMITED,2016,401819.0
SEAGATE TECHNOLOGY (IRELAND),2017,575994.0
SEAWATER GREENHOUSE LIMITED,2015,518078.0
SEAWEED & CO. LIMITED,2017,78998.0
SECC OIL AND GAS LIMITED,2018,312334.0
SECURE HARVESTS LIMITED,2017,318747.0
SECURE HARVESTS LIMITED,2018,35208.0
SECURIUM LIMITED,2018,69795.0
SEFTON TECHNOLOGIES LIMITED,2017,511365.0
SEI OXFORD OFFICE LTD,2015,210172.0
SEICHE LIMITED,2017,226620.0
SELECT RESEARCH LTD.,2017,204646.0
SELLAFIELD LIMITED,2015,700449.0
SENCEIVE LIMITED,2018,125563.0
SENSEYE LIMITED,2018,233040.0
SENSOR COATING SYSTEMS LIMITED,2017,354979.0
SENSOR DRIVEN LTD,2018,139646.0
SENTIENT MACHINES LIMITED,2018,69989.0
SENTINEL ONCOLOGY LIMITED,2018,1188359.0
SEPPARO,2018,8414.0
SEQUANI LIMITED,2016,199086.0
SERELAY LIMITED,2018,209758.0
SEXTON MATERIALS RESEARCH LIMITED,2018,206078.0
SFH OXFORD LIMITED,2018,104878.0
SG BIODRYING LIMITED,2017,224356.0
"SHARP LABORATORIES OF EUROPE, LTD.",2016,536972.0
SHEFFIELD HALLAM UNIVERSITY,2017,1115534.0
SHEFFIELD HALLAM UNIVERSITY,2018,1186717.0
SHELL RESEARCH LIMITED,2016,132052.0
SHELTON MACHINES LIMITED,2018,420115.0
SIEMENS HEALTHCARE LIMITED,2017,103977.0
SIEMENS PUBLIC LIMITED COMPANY,2015,1064336.0
SIGMA LITHIUM LIMITED,2018,546201.0
SIGMATEX (UK) LIMITED,2016,1788650.0
SIGNAL BIOMETRICS LTD,2018,69425.0
SIHEALTH LTD,2017,328206.0
SILSON LIMITED,2017,69819.0
SIMOMICS LIMITED,2016,446763.0
SIMONSOFT UK LTD,2016,146721.0
SIRAKOSS LIMITED,2017,914134.0
SIRIUS CONSTELLATION LTD,2018,551097.0
SISAF LTD,2016,233387.0
SITECHNICS LIMITED,2018,78411.0
SKANSKA TECHNOLOGY LIMITED,2015,637952.0
SKANSKA TECHNOLOGY LIMITED,2017,1315393.0
SKIPPING ROCKS LAB LIMITED,2018,69826.0
SKY MEDICAL TECHNOLOGY LIMITED,2018,506244.0
SLAMCORE LIMITED,2017,213216.0
SMALL ROBOT COMPANY LIMITED,2018,688824.0
SMART COMPONENT TECHNOLOGIES LIMITED,2018,995056.0
SMART GREEN SHIPPING ALLIANCE LIMITED,2018,70000.0
SMART SEPARATIONS LTD,2017,607222.0
SMARTKLUB LIMITED,2017,72542.0
SMARTLIFEINC LIMITED,2017,386816.0
SMARTSAIL SYSTEMS LIMITED,2018,331351.0
SMARTWATER TECHNOLOGY LIMITED,2017,366556.0
SMARTWATER TECHNOLOGY LIMITED,2018,665893.0
SMITH & NEPHEW UK LIMITED,2017,407191.0
SMITHKLINE BEECHAM LIMITED,2016,398000.0
SMOKE & MIRRORS LONDON,2018,8978.0
SNAP OUT LIMITED,2018,62474.0
SNOOZEAL LIMITED,2017,393303.0
SOIL MACHINE DYNAMICS LIMITED,2018,1860841.0
SOILESSENTIALS LIMITED,2015,1534932.0
SOILESSENTIALS LIMITED,2016,57274.0
SOKOINE UNIVERSITY OF AGRICULTURE,2015,320682.0
SOLAQUAGEN INTERNATIONAL LIMITED,2018,348464.0
SOLAR CAPTURE TECHNOLOGIES LIMITED,2017,115154.0
SOLICITORS REGULATION AUTHORITY,2018,693458.0
SONARDYNE INTERNATIONAL LIMITED,2017,1056322.0
SOTER ANALYTICS LTD,2018,59185.0
SOUND MATHEMATICS LTD,2017,69843.0
SOUTH AFRICAN MEDICAL RESEARCH COUNCIL,2015,898776.0
SOUTH AFRICAN MEDICAL RESEARCH COUNCIL,2018,151025.0
SOUTH WEST COLLEGE OMAGH,2017,80400.0
SOUTH WEST LONDON HEALTH AND CARE PARTNERSHIP,2018,531672.0
SPACELINK LEARNING FOUNDATION,2018,15000.0
SPAN ACCESS SOLUTIONS LTD,2018,424187.0
SPECTRA ANALYTICS LIMITED,2018,53764.0
SPECTRUM TECHNOLOGIES PLC,2017,283353.0
SPG INNOVATION LIMITED,2018,78879.0
SPHERE FLUIDICS LIMITED,2015,1081641.0
SPHERE FLUIDICS LIMITED,2017,1062257.0
SPI LASERS UK LIMITED,2015,295400.0
SPICER CONSULTING LIMITED,2016,658506.0
SPICER CONSULTING LIMITED,2018,342500.0
SPINETIC ENERGY LIMITED,2018,104971.0
SPINKO LIMITED,2018,670486.0
SPIRAX-SARCO LIMITED,2016,475532.0
SPIREA LIMITED,2018,104123.0
SPIRENT COMMUNICATIONS PLC,2018,456830.0
SPOONFUL OF SUGAR LIMITED,2018,52044.0
SPRINGBOARD RESEARCH LTD,2016,686016.0
SPRINT ELECTRIC LIMITED,2018,765621.0
SPTS TECHNOLOGIES HOLDINGS LIMITED,2015,14820.0
SQUIDSOUP.ORG,2018,43542.0
SR TECHNOLOGY INNOVATIONS LTD,2017,421756.0
SRJ TECHNOLOGY LIMITED,2018,493538.0
SRUC,2014,94126.0
SRUC,2015,525638.0
SRUC,2016,684956.0
SRUC,2017,1388780.0
SRUC,2018,497454.0
SSE SERVICES PLC,2018,731730.0
ST GEORGE'S UNIVERSITY OF LONDON,2012,691729.0
ST GEORGE'S UNIVERSITY OF LONDON,2014,3152197.0
ST GEORGE'S UNIVERSITY OF LONDON,2015,1534737.0
ST GEORGE'S UNIVERSITY OF LONDON,2016,2220276.0
ST GEORGE'S UNIVERSITY OF LONDON,2017,3340114.0
ST GEORGE'S UNIVERSITY OF LONDON,2018,1012233.0
STABILITECH LTD,2018,1998148.0
STAFFORDSHIRE UNIVERSITY,2018,62774.0
STELLENBOSCH UNIVERSITY,2015,2544020.0
STELLENBOSCH UNIVERSITY,2016,384543.0
STEM CELLX LIMITED,2018,110412.0
STEMNOVATE LIMITED,2017,831782.0
STERLING SUFFOLK LIMITED,2018,75108.0
STFC - LABORATORIES,2013,861332.0
STFC - LABORATORIES,2014,277175.0
STFC - LABORATORIES,2015,1806402.0
STFC - LABORATORIES,2016,1149595.0
STFC - LABORATORIES,2017,7406615.0
STFC - LABORATORIES,2018,1641089.0
STICKYWORLD LIMITED,2017,239208.0
STL TECH LIMITED,2018,394758.0
STONY BROOK UNIVERSITY,2015,285923.0
STOPFORD PROJECTS LIMITED,2018,317051.0
STORM (ID) LTD.,2018,585840.0
STOWOOD SCIENTIFIC INSTRUMENTS LTD,2017,333218.0
STRATHMORE UNIVERSITY,2017,387784.0
STRAW INNOVATIONS LTD,2017,734734.0
STREEVA LTD,2018,358236.0
STUDIO GO GO  LIMITED,2018,27029.0
SUBLIME DIGITAL  LIMITED,2018,716743.0
SUCCORFISH M2M LIMITED,2018,68957.0
SUN CHEMICAL LIMITED,2018,165217.0
SUNAMP LIMITED,2016,1145912.0
SUNAMP LIMITED,2017,449695.0
SUNAMP LIMITED,2018,140436.0
SUNDANCE MULTIPROCESSOR TECHNOLOGY LIMITED,2018,128829.0
SUNSCAPE SYSTEMS LIMITED,2018,133197.0
SUPERPROP LTD,2017,181026.0
SURECORE LIMITED,2016,292920.0
SUREPULSE MEDICAL LIMITED,2018,24803.0
SURFACE GENERATION LIMITED,2018,69920.0
SURREY & BORDERS PARTNERSHIP NHS FOUNDATION TRUST,2016,4413563.0
SURREY SATELLITE TECHNOLOGY LIMITED,2017,150750.0
SUSTAINABLE PIPELINE SYSTEMS LIMITED,2017,1322962.0
SUSTAINABLE VENTURE DEVELOPMENT PARTNERS LTD,2017,69698.0
SWANBARTON LIMITED,2018,93471.0
SWANSEA UNIVERSITY,2011,1248000.0
SWANSEA UNIVERSITY,2012,886740.0
SWANSEA UNIVERSITY,2013,14832532.0
SWANSEA UNIVERSITY,2014,2627877.0
SWANSEA UNIVERSITY,2015,7263964.0
SWANSEA UNIVERSITY,2016,11148282.0
SWANSEA UNIVERSITY,2017,15734488.0
SWANSEA UNIVERSITY,2018,54816954.0
SWEDISH METEOROLOGICAL & HYDROLOGY INSTI,2015,618218.0
SWEETGEN LIMITED,2018,69930.0
SYLVESTER OLOGBENLA,2018,8414.0
SYMETRICA SECURITY LTD,2015,559615.0
SYNAPTEC LTD,2016,650308.0
SYNAPTIV LIMITED,2018,69597.0
SYNGENTA LTD,2016,584079.0
SYNGENTA UK LIMITED,2016,89005.0
SYNPROMICS LTD,2016,1577724.0
SYNPROMICS LTD,2018,138226.0
SYNTHESIA LIMITED,2018,69384.0
SYSTEMS POWER ENGINEERING LIMITED,2017,368866.0
SYSTEMS4SILICON LIMITED,2017,95641.0
"T.J.SMITH AND NEPHEW,LIMITED",2017,699531.0
TALGA TECHNOLOGIES LIMITED,2018,1377632.0
TALISMAN THERAPEUTICS LIMITED,2018,69806.0
TALKING MATS LTD.,2018,56628.0
TAMARIN GROUP LTD,2018,69504.0
TANGI0 LTD,2018,111293.0
TANTALUM CORPORATION LIMITED,2017,1411396.0
TBG SOLUTIONS LIMITED,2017,534261.0
TECEXEC LIMITED,2018,139033.0
TECHNICAL SOFTWARE CONSULTANTS LIMITED,2017,576251.0
TECHNIQUEST,2018,6063.0
TEER COATINGS LIMITED,2017,396796.0
TEER COATINGS LIMITED,2018,322701.0
TELEDYNE E2V (UK) LIMITED,2017,3768943.0
