LeadROName,StartDate,AwardPounds
CYBULA LIMITED,2018,69860.0
CYNATION LIMITED,2017,172156.0
CYTECOM LTD,2018,229003.0
CYTOSEEK LIMITED,2018,96344.0
CYTOX LIMITED,2018,804810.0
D.W. WINDSOR LIMITED,2018,660057.0
DASHBOARD LIMITED,2018,678703.0
DASIC INTERNATIONAL LIMITED,2018,75000.0
DATASAT COMMUNICATIONS LIMITED,2018,1251250.0
DAVYMARKHAM LIMITED,2017,671751.0
DAYSIX LTD,2018,359674.0
DE MONTFORT UNIVERSITY,2015,106504.0
DE MONTFORT UNIVERSITY,2016,44044.0
DE MONTFORT UNIVERSITY,2017,1051526.0
DE MONTFORT UNIVERSITY,2018,1031601.0
DEARMAN ENGINE COMPANY LIMITED,2016,6311534.0
DEARMAN ENGINE COMPANY LIMITED,2018,1047373.0
DELFT UNIVERSITY OF TECHNOLOGY,2018,40802.0
DELTA DIAGNOSTICS (UK) LTD,2016,211754.0
DELTA MOTORSPORT LIMITED,2018,10775187.0
DEM DX LIMITED,2018,457758.0
DEMURIS LIMITED,2018,204398.0
DEOS CONSULTANCY LIMITED,2017,201616.0
DEREGALLERA LTD,2018,323507.0
DESIGN BURO  LIMITED,2015,549277.0
DESIGN LED PRODUCTS LIMITED,2018,376842.0
DEVON COUNTY COUNCIL,2018,58483.0
DEVRO PLC,2016,674275.0
DIAGNOSTICS FOR THE REAL WORLD (EUROPE) LIMITED,2017,948115.0
DIAGNOSTIG LTD,2018,83896.0
DIAMOND LIGHT SOURCE,2014,195092.0
DIAMOND LIGHT SOURCE,2015,607261.0
DIAMOND LIGHT SOURCE,2016,465599.0
DIAMOND LIGHT SOURCE,2017,4154803.0
DIAMOND PHOTOFOIL LTD,2018,69618.0
DICE INDUSTRIES LIMITED,2017,775721.0
DIETARY ASSESSMENT LTD,2018,57016.0
DIGITAL CATAPULT,2015,400000.0
DIGITAL CATAPULT,2018,59751580.0
DIMENSIONAL IMAGING LIMITED,2017,134281.0
DIREK LTD,2018,570148.0
DISCUVA LIMITED,2017,1050000.0
DISULFICAN LIMITED,2018,237082.0
DITHEN LIMITED,2017,307997.0
DJS ANTIBODIES LTD,2017,682149.0
DMG MORI UK LIMITED,2018,1486438.0
DOCTOR FLINT LIMITED,2018,52500.0
DOMAINEX LIMITED,2018,118317.0
DONCASTERS LIMITED,2018,704454.0
DOOSAN BABCOCK LIMITED,2016,637769.0
DOYE MOSSE PRODUCTIONS  LTD,2018,43568.0
DRISCOLL'S GENETICS LIMITED,2017,596051.0
DUCKDUCK LTD,2018,143928.0
DUKE KUNSHAN UNIVERSITY,2016,505839.0
DUNBIA (NORTHERN IRELAND),2017,810912.0
DUNBIA (WALES),2015,564838.0
DURHAM UNIVERSITY,2011,11660450.0
DURHAM UNIVERSITY,2012,1952719.0
DURHAM UNIVERSITY,2013,5583488.0
DURHAM UNIVERSITY,2014,18236380.0
DURHAM UNIVERSITY,2015,10130512.0
DURHAM UNIVERSITY,2016,22053735.0
DURHAM UNIVERSITY,2017,44394991.0
DURHAM UNIVERSITY,2018,23398721.0
DYCOTEC MATERIALS LTD,2018,258938.0
DYNAMIC VISION SYSTEMS LIMITED,2018,104244.0
DYNEX SEMICONDUCTOR LIMITED,2017,577001.0
DYNEX SEMICONDUCTOR LIMITED,2018,518662.0
DYNISMO LTD,2018,67125.0
DYNNIQ UK LIMITED,2017,916894.0
DZP TECHNOLOGIES LIMITED,2017,178412.0
E-BREATHE LTD.,2018,139719.0
E-CAR CLUB LTD,2016,568410.0
E-CAR CLUB LTD,2018,86626.0
E2V TECHNOLOGIES PLC,2018,181041.0
EAGLE GENOMICS LIMITED,2017,577080.0
EAGLE GENOMICS LIMITED,2018,1668588.0
EARLHAM INSTITUTE,2015,95042.0
EARLHAM INSTITUTE,2016,1826872.0
EARLHAM INSTITUTE,2017,6628378.0
EARLHAM INSTITUTE,2018,973435.0
EARTEX LTD,2018,321500.0
EARTH-I LTD,2018,612859.0
EAST MALLING SERVICES LTD.,2015,294377.0
EASTERN WASTE DISPOSAL LIMITED,2017,501938.0
ECHION TECHNOLOGIES LTD,2018,1004522.0
ECONOTHERM (UK) LIMITED,2016,258110.0
ECOSPRAY LIMITED,2015,253781.0
EDCTP,2016,2163637.0
EDF ENERGY R&D UK CENTRE LIMITED,2018,3046785.0
EDGE HILL UNIVERSITY,2018,381023.0
EDINBURGH BIOSCIENCES LTD.,2018,325813.0
EDINBURGH NAPIER UNIVERSITY,2015,216274.0
EDINBURGH NAPIER UNIVERSITY,2017,793790.0
EDINBURGH NAPIER UNIVERSITY,2018,1620700.0
EDUCAKE LTD,2018,124136.0
EFFECT PHOTONICS LTD,2018,1459549.0
EIGHT19 LIMITED,2017,833967.0
EIGHT19 LIMITED,2018,405744.0
EKSAGON GROUP LTD,2017,207008.0
ELASMOGEN LIMITED,2017,685575.0
ELECTRO MECHANICAL DEVELOPMENTS LIMITED,2017,370366.0
ELEMENT ENERGY LIMITED,2017,196417.0
ELEMENT ENERGY LIMITED,2018,151084.0
ELEMENT SIX (UK) LIMITED.,2017,286604.0
ELPIS BIOMED LTD,2017,69822.0
ELSON SPACE ENGINEERING ESE LIMITED,2015,260557.0
EMBL - EUROPEAN BIOINFORMATICS INSTITUTE,2015,413909.0
EMBL - EUROPEAN BIOINFORMATICS INSTITUTE,2016,1239537.0
EMBL - EUROPEAN BIOINFORMATICS INSTITUTE,2017,8172011.0
EMBL - EUROPEAN BIOINFORMATICS INSTITUTE,2018,2196588.0
EMBLATION LIMITED,2017,444700.0
EMBODY ORTHOPAEDIC LIMITED,2017,104332.0
EMERGEX VACCINES HOLDING LIMITED,2018,970402.0
EMILY WOODHOUSE,2018,8414.0
EMISSION SOLUTIONS LIMITED,2018,67471.0
EMTEQ LIMITED,2017,135776.0
EMTEQ LIMITED,2018,31097.0
EMU ANALYTICS LIMITED,2018,326495.0
ENABLE INTERNATIONAL LIMITED,2017,657038.0
ENABLE INTERNATIONAL LIMITED,2018,330995.0
ENERGY SRS LTD,2018,720273.0
ENERGY SYSTEMS CATAPULT LIMITED,2018,58150000.0
ENERTECHNOS LIMITED,2017,1094152.0
ENGAS (UK) LTD,2018,69646.0
ENIAN LTD.,2018,170605.0
ENLIGHTEN ENERGY LTD,2018,64810.0
ENOCELL LIMITED,2017,303201.0
ENTIA LTD,2017,741654.0
ENTOCYCLE LTD,2018,69605.0
ENTOMICS BIOSYSTEMS LIMITED,2018,1260723.0
ENTRUST MICROGRID LLP,2017,68000.0
ENV-AQUA SOLUTIONS LTD,2017,504230.0
ENVIRONMENTAL MONITORING SOLUTIONS LIMITED,2018,68343.0
ENVIRONMENTAL PROCESS SYSTEMS LTD.,2018,394191.0
EPIPHANY IDEAS LIMITED,2018,27303.0
EQUIPMAKE LIMITED,2017,1792290.0
ERLANG SOLUTIONS LTD,2016,283539.0
ESCUBED LIMITED,2017,927075.0
ESI UK LIMITED,2017,1353818.0
ESOTERIX SYSTEMS LIMITED,2016,1295008.0
ESP TECHNOLOGY LIMITED,2017,366369.0
ETHER NDE LIMITED,2018,1228557.0
EURATOM/CCFE,2016,5000000.0
EURISCUS LIMITED,2017,566007.0
EUROPEAN TECHNOLOGY FOR BUSINESS HOLDINGS LIMITED,2018,76474.0
EUROPEAN THERMODYNAMICS LIMITED,2017,2138502.0
EUROPEAN THERMODYNAMICS LIMITED,2018,586554.0
EV TECHNOLOGY LIMITED,2018,69927.0
EVIDENTIAL LTD.,2018,799029.0
EVINCE TECHNOLOGY LIMITED,2018,320266.0
EVOLUTION ARTIFICIAL INTELLIGENCE LTD,2018,664267.0
EVOLVE GROWING SOLUTIONS LTD,2018,69981.0
EVONETIX LTD,2018,990841.0
EXCIVION LIMITED,2018,2000000.0
EXEMPLAS HOLDINGS LIMITED,2018,115565.0
EXERGY LTD,2017,119179.0
EXPERIOR MICRO TECHNOLOGIES LTD,2018,55595.0
EXPERT TOOLING & AUTOMATION LIMITED,2016,1296159.0
EXPLORISTICS LTD,2017,450816.0
EXUS SOFTWARE LTD,2015,664856.0
F2G LTD,2017,709876.0
FABRX LIMITED,2018,658001.0
FAIR AIR LIMITED,2018,61172.0
FALMOUTH UNIVERSITY,2017,56268.0
FAR UK LTD,2017,1409129.0
FAR UK LTD,2018,1314179.0
FARADION LIMITED,2015,329222.0
FARADION LIMITED,2016,1334563.0
FARADION LIMITED,2017,875214.0
FARADION LIMITED,2018,1506223.0
FARM ENERGY AND CONTROL SERVICES LIMITED,2016,288477.0
FARMING ONLINE LTD,2018,395770.0
FASTR PROPERTY LIMITED,2018,331028.0
FEED ALGAE LIMITED,2017,433243.0
FEONIC TECHNOLOGY LIMITED,2018,109011.0
FERGUSON MARINE ENGINEERING LIMITED,2018,430332.0
FERGUSSON'S ADVANCED COMPOSITE TECHNOLOGY LIMITED,2017,278087.0
FERGUSSON'S ADVANCED COMPOSITE TECHNOLOGY LIMITED,2018,301521.0
FERNHAY PARTNERS LIMITED,2016,560760.0
FETU LIMITED,2018,174242.0
FGV CAMBRIDGE NANOSYSTEMS LIMITED,2017,361426.0
FIBERIGHT LIMITED,2017,193391.0
FIBERIGHT LIMITED,2018,1561642.0
FIBRE TECHNOLOGY LTD,2017,533164.0
FIELDWORK ROBOTICS LIMITED,2018,507309.0
FILDA,2018,8978.0
FILIGREE TECHNOLOGIES LIMITED,2018,591386.0
FILTRONIC BROADBAND LIMITED,2017,81997.0
FINSEN TECHNOLOGIES LIMITED,2018,190144.0
FIRESOULS LIMITED,2017,49048.0
FIRMA ENGINEERING LIMITED,2017,79000.0
FIRST OPTION SOFTWARE LIMITED,2018,830294.0
FIRSTGROUP HOLDINGS LIMITED,2018,2480654.0
FITNESSGENES LTD,2018,49097.0
FIVE AI LIMITED,2017,12775793.0
FLEET RENEWABLES LTD.,2017,221919.0
FLEXCITON LIMITED,2018,69062.0
FLEXENABLE LIMITED,2017,221206.0
FLEXENABLE LIMITED,2018,246960.0
FLEXIBLE POWER SYSTEMS LTD,2018,301481.0
FLEXISOLAR LIMITED,2018,2126641.0
FLEXOTRONIX LIMITED,2018,918313.0
FLINDERS UNIVERSITY,2015,106145.0
FLUID PHARMA LTD,2018,104541.0
FLUIDLY LIMITED,2018,69829.0
FLUORETIQ LIMITED,2018,100521.0
FLUVIAL BOUNTY C.I.C.,2017,274199.0
FOAMTECH SYSTEMS LTD,2018,67510.0
FOCAL INTERNATIONAL LTD.,2018,286054.0
FOLIUM FOOD SCIENCE LIMITED,2018,1221733.0
FOOD FORWARD LTD,2018,59979.0
FORD MOTOR COMPANY LIMITED,2017,12087584.0
FORD MOTOR COMPANY LIMITED,2018,14505815.0
FORENSIC PATHWAYS LIMITED,2017,440047.0
FOREST RESEARCH,2016,1002046.0
FORTH ENGINEERING (CUMBRIA) LIMITED,2018,1472223.0
FOURTH STATE MEDICINE LTD,2018,78897.0
FRAMESTORE LIMITED(THE),2017,395830.0
FREE RUNNING BUILDINGS LIMITED,2017,87632.0
FREEFORM FABRICATION INDUSTRIES LIMITED,2017,861347.0
FREELINE THERAPEUTICS LIMITED,2017,1579898.0
FREELINE THERAPEUTICS LIMITED,2018,949549.0
FREEMAN AUTOMOTIVE (UK) LTD,2017,175869.0
FREEMAN AUTOMOTIVE (UK) LTD,2018,981258.0
FROGBIKES LIMITED,2017,650429.0
FROGBIKES LIMITED,2018,69373.0
FRONTM LIMITED,2018,67321.0
FULLY DISTRIBUTED SYSTEMS LTD,2018,609398.0
FURTHERFIELD.ORG,2018,41996.0
FUSION ANTIBODIES LTD,2016,230265.0
FUTURE CITIES CATAPULT,2018,45000.0
FUTURE CITIES CATAPULT LIMITED,2015,64680001.0
FUTURE CITIES CATAPULT LIMITED,2016,350000.0
FUTURE CITIES CATAPULT LIMITED,2018,18360000.0
FUTURE INTELLIGENCE LTD,2017,244621.0
FUTURE JOINERY SYSTEMS LTD,2017,67866.0
FUTURE TECHNOLOGY RESOURCES LTD,2018,329719.0
FUTURE TRANSPORT SYSTEMS LTD,2017,890384.0
FUTUREPHARM HC LTD,2018,51215.0
FVG LIMITED,2015,77040.0
FVRVS  LIMITED,2018,402141.0
G'S FRESH LIMITED,2018,63348.0
G-VOLUTION PLC,2017,769180.0
G.H. DEAN & CO. LIMITED,2015,387114.0
G2O WATER TECHNOLOGIES LIMITED,2018,725326.0
GALLOMANOR COMMUNICATIONS LTD,2018,49663.0
GASFILL LIMITED,2018,115054.0
GATI AUTOMATA LIMITED,2018,69989.0
GE AVIATION SYSTEMS LIMITED,2017,23062670.0
GE ENERGY POWER CONVERSION UK LIMITED,2016,828355.0
GEA PROCESS ENGINEERING LIMITED,2017,800808.0
GEN3D LTD,2018,128740.0
GENDIUS LIMITED,2017,373860.0
GENEDRIVE PLC,2017,598614.0
GENEDRIVE PLC,2018,1107958.0
GENEFIRST LIMITED,2018,799173.0
GENGAME LTD,2018,279295.0
GENUS PLC,2015,191994.0
GEOCENTO LIMITED,2018,35352.0
GEOGREEN POWER LIMITED,2017,685319.0
GEOMATIC VENTURES LIMITED,2017,173853.0
GEOSPATIAL INSIGHT LIMITED,2017,1084237.0
GERMINAL HOLDINGS LIMITED,2015,246912.0
GERMINAL HOLDINGS LIMITED,2016,264816.0
GERMINAL HOLDINGS LIMITED,2017,522113.0
GETTRIK LTD.,2018,487200.0
GEV WIND POWER LIMITED,2017,542081.0
GKN AEROSPACE SERVICES LIMITED,2014,7042373.0
GKN AEROSPACE SERVICES LIMITED,2016,4000000.0
GKN AEROSPACE SERVICES LIMITED,2017,4850000.0
GKN AEROSPACE SERVICES LIMITED,2018,15000000.0
GKN AUTOSTRUCTURES LIMITED,2016,3327305.0
GKN HYBRID POWER LIMITED,2018,4200985.0
GLASGOW CALEDONIAN UNIVERSITY,2014,1927516.0
GLASGOW CALEDONIAN UNIVERSITY,2017,152534.0
GLASGOW CALEDONIAN UNIVERSITY,2018,92263.0
GLASGOW SCHOOL OF ART,2017,700211.0
GLASGOW SCHOOL OF ART,2018,266929.0
GLASS TECHNOLOGY SERVICES LTD,2017,1554081.0
GLASS TECHNOLOGY SERVICES LTD,2018,494382.0
GLAXOSMITHKLINE PLC,2018,191964.0
GLAXOSMITHKLINE RESEARCH & DEVELOPMENT LIMITED,2016,634526.0
GLIALIGN LIMITED,2018,100001.0
GLYCOSELECT (UK) LIMITED,2017,293620.0
GLYTHERA LIMITED,2017,756165.0
GNEWT CARGO LIMITED,2017,1104701.0
GNOSYS GLOBAL LTD,2016,262755.0
GNOSYS GLOBAL LTD,2018,498009.0
GO JAUNTLY LTD,2018,41623.0
GOLD STANDARD PHANTOMS LIMITED,2018,69737.0
GOLDSMITHS COLLEGE,2015,27011.0
GOLDSMITHS COLLEGE,2017,5169050.0
GOLDSMITHS COLLEGE,2018,3073437.0
GOODRICH ACTUATION SYSTEMS LIMITED,2016,2889587.0
GOODRICH ACTUATION SYSTEMS LIMITED,2018,3277266.0
GORDON MURRAY DESIGN LIMITED,2016,1857490.0
GORDON MURRAY DESIGN LIMITED,2018,2486067.0
GR8 ENGINEERING LIMITED,2018,69324.0
GRANTA DESIGN LIMITED,2018,1218509.0
GRAVITRICITY LIMITED,2018,639327.0
GRAVITY SKETCH LIMITED,2017,69732.0
GREAT BRITISH SPORTS CARS LIMITED,2018,2096890.0
GREATER LONDON AUTHORITY,2018,185282.0
GREATER MANCHESTER STRATEGIC CLINICAL NETWORKS,2018,975572.0
GREEN BIOLOGICS LIMITED,2017,1078916.0
GREEN BIOLOGICS LIMITED,2018,613780.0
GREEN FUELS RESEARCH LTD,2017,1008893.0
GREEN RUNNING LIMITED,2018,191077.0
GREENBANK TEROTECH LIMITED,2016,356709.0
GREENCORE FOOD TO GO LIMITED,2015,308024.0
GREENCORE PREPARED MEALS LIMITED,2016,575382.0
GREENGAGE LIGHTING LTD,2015,171141.0
GREENSKILL LIMITED,2017,69999.0
GREENSPUR RENEWABLES LIMITED,2017,1259058.0
GRID SMARTER CITIES LTD,2017,449288.0
GRID SMARTER CITIES LTD,2018,227401.0
GRIPABLE LIMITED,2017,448607.0
GROUP-MUV! LIMITED,2018,69729.0
GROWN URBAN LIMITED,2018,8414.0
GRWP LLANDRILLO MENAI,2017,48400.0
GUIDE DOGS FOR THE BLIND ASSOCIATION(THE),2018,350000.0
GUILDHALL SCHOOL OF MUSIC AND DRAMA,2015,36104.0
GUILDHALL SCHOOL OF MUSIC AND DRAMA,2016,192023.0
GWE BUSINESS WEST LTD,2018,194114.0
GYROGEAR,2017,479023.0
GYROSCOPE THERAPEUTICS LIMITED,2018,1124364.0
H R WALLINGFORD LTD,2014,157680.0
H R WALLINGFORD LTD,2015,152914.0
H R WALLINGFORD LTD,2016,120437.0
H.L. HUTCHINSON LIMITED,2015,149174.0
H.L. HUTCHINSON LIMITED,2016,143780.0
H2GO POWER LTD,2018,286827.0
HADEAN SUPERCOMPUTING LTD,2018,70000.0
HAL ROBOTICS LTD,2018,601822.0
HALALIVERY LTD.,2018,8414.0
HANGER19 LTD,2018,63078.0
HANNAH O AKINBODE,2018,8978.0
HARDIDE PLC,2018,67962.0
HARPER ADAMS UNIVERSITY,2014,527421.0
HARPER ADAMS UNIVERSITY,2015,414370.0
HARPER ADAMS UNIVERSITY,2017,30930.0
HARPER ADAMS UNIVERSITY,2018,525176.0
HARVARD UNIVERSITY,2016,460928.0
HARVARD UNIVERSITY,2017,303246.0
HAYBEESEE LIMITED,2018,470490.0
HAYDALE COMPOSITE SOLUTIONS LIMITED,2017,623049.0
HAYDALE COMPOSITE SOLUTIONS LIMITED,2018,355682.0
HAYDALE LIMITED,2016,557153.0
HEALTH DATA RESEARCH UK,2018,3943222.0
HEALTH PATHWAYS LIMITED,2018,49784.0
HEALTHERA LTD,2017,665942.0
HEATH SCIENTIFIC COMPANY LTD,2018,249031.0
HEATHY HAIR GYM LTD,2018,8978.0
HEL LIMITED,2017,202098.0
HELIA PHOTONICS LIMITED,2018,893089.0
HELIAQ UK LTD,2018,308456.0
HERAEUS NOBLELIGHT LIMITED,2017,397972.0
HERIOT-WATT UNIVERSITY,2011,7054458.0
HERIOT-WATT UNIVERSITY,2013,8674968.0
HERIOT-WATT UNIVERSITY,2014,10404098.0
HERIOT-WATT UNIVERSITY,2015,9775080.0
HERIOT-WATT UNIVERSITY,2016,16010366.0
HERIOT-WATT UNIVERSITY,2017,21093099.0
HERIOT-WATT UNIVERSITY,2018,19223186.0
HEVASURE LTD,2017,71820.0
HEXCEL COMPOSITES LIMITED,2017,3764000.0
HEXIGONE INHIBITORS LIMITED,2017,104974.0
HIDDEN NARRATIVES LTD,2018,38130.0
HIETA TECHNOLOGIES LTD,2016,2642494.0
HIETA TECHNOLOGIES LTD,2017,1749609.0
HIGH VALUE MANUFACTURING CATAPULT,2013,18190000.0
HIGH VALUE MANUFACTURING CATAPULT,2014,42000000.0
HIGH VALUE MANUFACTURING CATAPULT,2016,264864515.0
HIGHLAND BIOSCIENCES LTD,2017,1352963.0
HIGHVIEW ENTERPRISES LIMITED,2018,205628.0
HIGHWAY SURVEYORS LIMITED,2017,370980.0
HILIGHT SEMICONDUCTOR LIMITED,2018,684758.0
HISTORIC ENVIRONMENT SCOTLAND,2016,381856.0
HISTORIC ENVIRONMENT SCOTLAND,2017,806941.0
HISTORIC ROYAL PALACES,2017,164976.0
HISTORIC ROYAL PALACES,2018,237190.0
HOBS STUDIO LIMITED,2018,66835.0
HOCKLEY INTERNATIONAL LIMITED,2014,384004.0
HOFER POWERTRAIN UK LIMITED,2015,14993569.0
HOFER POWERTRAIN UK LIMITED,2018,16012586.0
HOLY CROSS COLLEGE,2016,8800.0
HOMEODYNAMIC AUTONOMY LIMITED,2017,637262.0
HONEYWELL UK LTD,2017,2195605.0
HORIBA MIRA LIMITED,2017,819662.0
HORIBA MIRA LIMITED,2018,13175543.0
HORIZON DISCOVERY LIMITED,2015,1227835.0
HORIZON DISCOVERY LIMITED,2017,764310.0
HORIZON DISCOVERY LIMITED,2018,305249.0
HORSEBRIDGE NETWORK SYSTEMS LIMITED,2017,2921893.0
HOWDEN JOINERY LIMITED,2017,1492729.0
HOX THERAPEUTICS LIMITED,2018,392949.0
HSSMI LIMITED,2018,2064543.0
HUMAN SCIENCES RESEARCH COUNCIL,2016,151527.0
HUMMINGBIRD TECHNOLOGIES LIMITED,2018,520386.0
HYBIRD LTD,2018,240257.0
HYBRID INSTRUMENTS LIMITED,2018,78823.0
HYPHA DISCOVERY LIMITED,2017,568807.0
I-RENEWABLE ENERGY LTD,2018,167440.0
I3D ROBOTICS LTD,2017,501710.0
ICAX LIMITED,2016,2908718.0
ICDDRB,2015,148908.0
ICE CREATES LIMITED,2015,175962.0
ICEOTOPE TECHNOLOGIES LIMITED,2017,792093.0
ICEOXFORD LIMITED,2017,51267.0
ICEROBOTICS LTD,2018,71125.0
ICHROME LTD,2017,327245.0
ICLEI - LOCAL GOVTS FOR SUSTAINABILITY,2015,198931.0
ICONICHEM WIDNES LIMITED,2018,2461238.0
ID QUANTIQUE LTD,2018,811055.0
IDEA IS EVERYTHING LIMITED,2017,260863.0
IDEAL FIRST CAR,2018,8414.0
IDIADA AUTOMOTIVE TECHNOLOGY UK LTD.,2017,3054563.0
IESO DIGITAL HEALTH LIMITED,2018,612632.0
IGEM THERAPEUTICS LIMITED,2018,1018198.0
IGEOLISE LIMITED,2018,69164.0
IGNITE FUTURES LTD,2018,14250.0
IKNAIA LIMITED,2017,64109.0
ILIKA TECHNOLOGIES LTD,2015,1072971.0
ILIKA TECHNOLOGIES LTD,2017,1202831.0
ILIKA TECHNOLOGIES LTD,2018,5354171.0
IMAGE ANALYSIS LIMITED,2017,456488.0
IMAGE ANALYSIS LIMITED,2018,318696.0
IMAGEN THERAPEUTICS LIMITED,2017,59531.0
IMHOTEP DIAGNOSTICS & THERAPEUTICS LIMITED,2018,101151.0
IMMATERIAL LABS LTD,2018,1515926.0
IMMUNOSYS LTD,2017,164558.0
IMPACT LABORATORIES LIMITED,2018,69963.0
IMPERAL LONDON COLLEGE,2018,2280407.0
IMPERIAL CHEMICAL INDUSTRIES LIMITED,2016,116587.0
IMPERIAL CHEMICAL INDUSTRIES LIMITED,2018,534790.0
IMPERIAL COLLEGE LONDON,2011,17734654.0
IMPERIAL COLLEGE LONDON,2012,26931057.0
IMPERIAL COLLEGE LONDON,2013,47506090.0
IMPERIAL COLLEGE LONDON,2014,138894438.0
IMPERIAL COLLEGE LONDON,2015,76955661.0
IMPERIAL COLLEGE LONDON,2016,120142994.0
IMPERIAL COLLEGE LONDON,2017,103994918.0
IMPERIAL COLLEGE LONDON,2018,122805050.0
IMPRESSION TECHNOLOGIES LIMITED,2017,5823406.0
IMUTEX LIMITED,2017,3600000.0
IN TOUCH LIMITED,2017,636078.0
IN-CYCLE LTD,2018,181508.0
IN2SCIENCEUK.ORG,2018,14750.0
INAVYA VENTURES LTD,2018,392441.0
INCLUSIVE DESIGNS LTD,2017,69656.0
INCREMENTAL SOLUTIONS LTD,2017,212134.0
INCUS PERFORMANCE LTD.,2017,299186.0
INDESTRUCTIBLE PAINT LIMITED,2017,304784.0
INDUSTRIAL LIGHT & MAGIC (UK) LTD.,2018,484516.0
INDUSTRIAL PHYCOLOGY LIMITED,2018,114329.0
INDUSTRIAL TECHNOLOGY SYSTEMS LIMITED,2018,1326681.0
INEX MICROTECHNOLOGY LIMITED,2018,300392.0
INFORMATION COMMISSIONERS OFFICE,2018,536127.0
INGENICA SOLUTIONS LIMITED,2017,307694.0
INGENZA LIMITED,2016,396540.0
INGENZA LIMITED,2017,932701.0
INHERITING EARTH LIMITED,2018,8414.0
INNOVA INTEGRA LIMITED,2018,387886.0
INNOVATE UK,2016,813139.0
INNOVATE UK,2017,6457680.0
INNOVATIONS FOR POVERTY ACTION,2018,559495.0
INNOVATIVE PHYSICS LIMITED,2017,307672.0
INNOVATIVE TECHNOLOGY AND SCIENCE LIMITED,2016,368472.0
INNOVATIVE TECHNOLOGY AND SCIENCE LIMITED,2017,2471497.0
INNOVATIVE TECHNOLOGY AND SCIENCE LIMITED,2018,2932685.0
INNOVENT TECHNOLOGY LIMITED,2018,676235.0
INNOVIFY UK LTD,2018,318800.0
INNVOTEK LTD,2018,393443.0
INOCARDIA LIMITED,2016,696342.0
INOCARDIA LIMITED,2017,68688.0
INOVA DESIGN SOLUTIONS LTD,2017,69836.0
INOVO ROBOTICS LTD,2017,154220.0
INSPRO LTD,2018,142073.0
INSTITUTE FOR FINANCIAL MANAGEMENT & RES,2014,308975.0
INSTITUTE FOR FINANCIAL MANAGEMENT & RES,2016,565728.0
INSTITUTE FOR FISCAL STUDIES,2014,1337020.0
INSTITUTE FOR FISCAL STUDIES,2015,7356959.0
INSTITUTE FOR FISCAL STUDIES,2016,614115.0
INSTITUTE FOR FISCAL STUDIES,2017,3368796.0
INSTITUTE FOR FISCAL STUDIES,2018,196957.0
INSTITUTE FOR GOVERNMENT,2017,143565.0
INSTITUTE FOR PEACE AND SECURITY STUDIES,2017,250513.0
INSTITUTE FOR RESEARCH IN SCHOOLS,2017,11500.0
INSTITUTE OF CANCER RESEARCH,2015,1298851.0
INSTITUTE OF CANCER RESEARCH,2016,3045465.0
INSTITUTE OF DEVELOPMENT STUDIES,2015,560433.0
INSTITUTE OF DEVELOPMENT STUDIES,2016,459463.0
INSTITUTE OF DEVELOPMENT STUDIES,2017,638206.0
INSTITUTE OF DEVELOPMENT STUDIES,2018,1933251.0
INSTITUTE OF FOOD RESEARCH,2014,94126.0
INSTITUTE OF FOOD RESEARCH,2015,415769.0
INSTITUTE OF FOOD RESEARCH,2016,1401781.0
INSTITUTE OF FOOD RESEARCH,2017,1566860.0
INSTITUTE OF FOOD RESEARCH,2018,1500968.0
INSTITUTE OF OCCUPATIONAL MEDICINE,2016,495171.0
INSTITUTE OF RESEARCH FOR DEVELOPMENT,2015,830568.0
INTEGRATED COMPOUND SEMICONDUCTORS LIMITED,2018,181071.0
INTEGRATED ENVIRONMENTAL SOLUTIONS LIMITED,2017,543688.0
INTELCOMM (UK) LIMITED,2018,193767.0
INTELLECTUAL PROPERTY OFFICE,2018,452047.0
INTELLIGENT ENERGY LIMITED,2015,6315719.0
INTELLIGENT ENERGY LIMITED,2018,404767.0
INTELLIGENT FRUIT VISION LIMITED,2017,303988.0
INTELLIGENT MAINTENANCE SYSTEMS LIMITED,2016,3541747.0
INTELLIGENT ROBOTS LIMITED,2018,65016.0
INTENSICHEM LIMITED,2018,88281.0
INTERCAL(UK) LIMITED,2018,228190.0
INTERFACE POLYMERS LTD,2017,542829.0
INTERNATIONAL CENTRE FOR LIFE TRUST,2018,105955.0
INTERNATIONAL CONTROLLED ATMOSPHERE LTD.,2015,186079.0
INTERNATIONAL INSTITUTE FOR ENV AND DEV,2015,833758.0
INTERNATIONAL INSTITUTE FOR ENV AND DEV,2017,5903502.0
INTERNATIONAL PAINT LIMITED,2018,618614.0
INTERNATIONAL START SECRETARIAT,2015,256405.0
INTERNATIONAL WATER MANAGEMENT INSTITUTE (IWMI),2015,264522.0
INTOGRAL LIMITED,2018,140735.0
INTRACT PHARMA LIMITED,2018,1120008.0
INTRAY LTD,2018,425393.0
INVENIO SYSTEMS LIMITED,2018,161355.0
INVENTOR-E LIMITED,2018,272364.0
INVITRON LIMITED,2017,443550.0
IONTAS LIMITED,2016,174595.0
IONTAS LIMITED,2018,543363.0
IOTECH SYSTEMS LIMITED,2018,342307.0
IOTICS LTD,2018,383092.0
IPROOV LIMITED,2018,189460.0
IPSEN BIOPHARM LIMITED,2018,864606.0
IQE PLC,2016,190840.0
IQE PLC,2017,516359.0
IQE PLC,2018,267549.0
IRRESISTIBLE MATERIALS LTD,2017,460389.0
IS-INSTRUMENTS LIMITED,2017,471905.0
